,05J01,06J03,06J02,408,1031,1032,1033,basinwide_average
1983-06-01,40.1,21.5,10.7,27.1,-999.0,-999.0,-999.0,1.1590609417969806
1983-07-01,40.1,21.5,10.7,27.1,-999.0,-999.0,-999.0,1.1590609417969806
1983-08-01,40.1,21.5,10.7,27.1,-999.0,-999.0,-999.0,1.1590609417969806
1983-09-01,40.1,21.5,10.7,27.1,-999.0,-999.0,-999.0,1.1590609417969806
1983-10-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1983-11-01,0.0,0.0,0.0,0.1,-999.0,-999.0,-999.0,0.0010784510433386838
1983-12-01,0.0,0.0,0.0,6.4,-999.0,-999.0,-999.0,0.06902086677367576
1984-01-01,20.2,18.5,0.0,19.6,-999.0,-999.0,-999.0,0.5952038229798249
1984-02-01,23.8,20.3,7.6,21.1,-999.0,-999.0,-999.0,0.8593067997426979
1984-03-01,27.0,22.3,9.1,23.6,-999.0,-999.0,-999.0,0.9753420763888918
1984-04-01,30.5,26.3,11.9,27.2,-999.0,-999.0,-999.0,1.1619876895110486
1984-05-01,34.4,26.6,13.6,29.1,-999.0,-999.0,-999.0,1.2636258510369918
1984-06-01,34.4,26.6,13.6,29.1,-999.0,-999.0,-999.0,1.2636258510369918
1984-07-01,34.4,26.6,13.6,29.1,-999.0,-999.0,-999.0,1.2636258510369918
1984-08-01,34.4,26.6,13.6,29.1,-999.0,-999.0,-999.0,1.2636258510369918
1984-09-01,34.4,26.6,13.6,29.1,-999.0,-999.0,-999.0,1.2636258510369918
1984-10-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1984-11-01,0.0,0.0,0.0,2.3,-999.0,-999.0,-999.0,0.024804373996789725
1984-12-01,0.0,0.0,0.0,9.0,-999.0,-999.0,-999.0,0.09706059390048154
1985-01-01,14.4,11.8,0.0,13.2,-999.0,-999.0,-999.0,0.40032403844385633
1985-02-01,17.4,15.7,5.7,17.3,-999.0,-999.0,-999.0,0.6618390216563004
1985-03-01,22.5,18.3,7.5,20.5,-999.0,-999.0,-999.0,0.8164240587188246
1985-04-01,23.7,22.4,8.8,23.6,-999.0,-999.0,-999.0,0.9400886402787086
1985-05-01,30.0,22.4,8.8,23.6,-999.0,-999.0,-999.0,0.9947426513013663
1985-06-01,30.0,22.4,8.8,23.6,-999.0,-999.0,-999.0,0.9947426513013663
1985-07-01,30.0,22.4,8.8,23.6,-999.0,-999.0,-999.0,0.9947426513013663
1985-08-01,30.0,22.4,8.8,23.6,-999.0,-999.0,-999.0,0.9947426513013663
1985-09-01,30.0,22.4,8.8,23.6,-999.0,-999.0,-999.0,0.9947426513013663
1985-10-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1985-11-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1985-12-01,0.0,0.0,0.0,7.9,-999.0,-999.0,-999.0,0.08519763242375603
1986-01-01,18.2,0.0,9.1,11.9,-999.0,-999.0,-999.0,0.5213886049425286
1986-02-01,20.8,13.5,9.2,15.5,-999.0,-999.0,-999.0,0.73756523482814
1986-03-01,32.4,23.1,13.6,22.1,-999.0,-999.0,-999.0,1.131321284385605
1986-04-01,35.9,23.1,13.6,26.5,-999.0,-999.0,-999.0,1.2091364697495393
1986-05-01,40.9,23.1,13.6,26.5,-999.0,-999.0,-999.0,1.2525126689738708
1986-06-01,40.9,23.1,13.6,26.5,-999.0,-999.0,-999.0,1.2525126689738708
1986-07-01,40.9,23.1,13.6,26.5,-999.0,-999.0,-999.0,1.2525126689738708
1986-08-01,40.9,23.1,13.6,26.5,-999.0,-999.0,-999.0,1.2525126689738708
1986-09-01,40.9,23.1,13.6,26.5,-999.0,-999.0,-999.0,1.2525126689738708
1986-10-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1986-11-01,0.0,0.0,0.0,0.7,-999.0,-999.0,-999.0,0.007549157303370786
1986-12-01,0.0,0.0,0.0,5.1,-999.0,-999.0,-999.0,0.05500100321027287
1987-01-01,8.6,5.6,3.9,5.5,-999.0,-999.0,-999.0,0.29784627759504523
1987-02-01,11.9,9.3,5.0,9.2,-999.0,-999.0,-999.0,0.4365211374840382
1987-03-01,13.9,11.5,5.4,11.9,-999.0,-999.0,-999.0,0.5181316641253785
1987-04-01,18.9,13.3,7.2,15.7,-999.0,-999.0,-999.0,0.6692998802799177
1987-05-01,18.9,13.3,7.2,15.7,-999.0,-999.0,-999.0,0.6692998802799177
1987-06-01,18.9,13.3,7.2,15.7,-999.0,-999.0,-999.0,0.6692998802799177
1987-07-01,18.9,13.3,7.2,15.7,-999.0,-999.0,-999.0,0.6692998802799177
1987-08-01,18.9,13.3,7.2,15.7,-999.0,-999.0,-999.0,0.6692998802799177
1987-09-01,18.9,13.3,7.2,15.7,-999.0,-999.0,-999.0,0.6692998802799177
1987-10-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1987-11-01,0.0,0.0,0.0,0.1,-999.0,-999.0,-999.0,0.0010784510433386838
1987-12-01,0.0,0.0,0.0,2.1,-999.0,-999.0,-999.0,0.02264747191011236
1988-01-01,8.6,6.2,4.0,8.5,-999.0,-999.0,-999.0,0.3395490262895422
1988-02-01,14.4,15.0,5.8,16.0,-999.0,-999.0,-999.0,0.6164851507793979
1988-03-01,20.6,20.1,7.0,21.8,-999.0,-999.0,-999.0,0.8213348987064826
1988-04-01,29.5,23.1,10.6,28.6,-999.0,-999.0,-999.0,1.0987359564518506
1988-05-01,29.5,23.1,10.6,28.6,-999.0,-999.0,-999.0,1.0987359564518506
1988-06-01,29.5,23.1,10.6,28.6,-999.0,-999.0,-999.0,1.0987359564518506
1988-07-01,29.5,23.1,10.6,28.6,-999.0,-999.0,-999.0,1.0987359564518506
1988-08-01,29.5,23.1,10.6,28.6,-999.0,-999.0,-999.0,1.0987359564518506
1988-09-01,29.5,23.1,10.6,28.6,-999.0,-999.0,-999.0,1.0987359564518506
1988-10-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1988-11-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1988-12-01,0.0,0.0,0.0,6.7,-999.0,-999.0,-999.0,0.07225621990369181
1989-01-01,9.0,11.6,3.5,11.5,-999.0,-999.0,-999.0,0.4233365999830376
1989-02-01,12.7,13.3,5.5,15.2,-999.0,-999.0,-999.0,0.5661894829113476
1989-03-01,22.0,19.1,8.0,21.3,-999.0,-999.0,-999.0,0.8426551253600743
1989-04-01,26.9,21.0,8.0,22.1,-999.0,-999.0,-999.0,0.9152139165075136
1989-05-01,26.9,21.0,8.0,22.1,-999.0,-999.0,-999.0,0.9152139165075136
1989-06-01,26.9,21.0,8.0,22.1,-999.0,-999.0,-999.0,0.9152139165075136
1989-07-01,26.9,21.0,8.0,22.1,-999.0,-999.0,-999.0,0.9152139165075136
1989-08-01,26.9,21.0,8.0,22.1,-999.0,-999.0,-999.0,0.9152139165075136
1989-09-01,26.9,21.0,8.0,22.1,-999.0,-999.0,-999.0,0.9152139165075136
1989-10-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1989-11-01,0.0,0.0,0.0,1.2,-999.0,-999.0,-999.0,0.012941412520064205
1989-12-01,0.0,0.0,0.0,5.1,-999.0,-999.0,-999.0,0.05500100321027287
1990-01-01,0.0,0.0,0.0,12.2,-999.0,-999.0,-999.0,0.1315710272873194
1990-02-01,14.4,0.0,3.5,17.1,-999.0,-999.0,-999.0,0.3997861074110891
1990-03-01,19.3,0.0,6.4,20.5,-999.0,-999.0,-999.0,0.5539043533184174
1990-04-01,29.6,20.6,8.7,23.5,-999.0,-999.0,-999.0,0.9673148821504488
1990-05-01,32.0,20.6,8.7,23.5,-999.0,-999.0,-999.0,0.988135457778128
1990-06-01,32.0,20.6,8.7,23.5,-999.0,-999.0,-999.0,0.988135457778128
1990-07-01,32.0,20.6,8.7,23.5,-999.0,-999.0,-999.0,0.988135457778128
1990-08-01,32.0,20.6,8.7,23.5,-999.0,-999.0,-999.0,0.988135457778128
1990-09-01,32.0,20.6,8.7,23.5,-999.0,-999.0,-999.0,0.988135457778128
1990-10-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1990-11-01,0.0,0.0,0.0,1.0,-999.0,-999.0,-999.0,0.010784510433386837
1990-12-01,0.0,0.0,0.0,3.2,-999.0,-999.0,-999.0,0.03451043338683788
1991-01-01,0.0,0.0,0.0,7.0,-999.0,-999.0,-999.0,0.07549157303370786
1991-02-01,14.0,0.0,4.4,12.5,-999.0,-999.0,-999.0,0.3699651985397602
1991-03-01,15.0,0.0,5.4,16.1,-999.0,-999.0,-999.0,0.4433068260117046
1991-04-01,21.1,22.1,9.1,25.5,-999.0,-999.0,-999.0,0.9423937303317329
1991-05-01,24.1,22.1,9.1,25.7,-999.0,-999.0,-999.0,0.9705763519530092
1991-06-01,24.1,22.1,9.1,25.7,-999.0,-999.0,-999.0,0.9705763519530092
1991-07-01,24.1,22.1,9.1,25.7,-999.0,-999.0,-999.0,0.9705763519530092
1991-08-01,24.1,22.1,9.1,25.7,-999.0,-999.0,-999.0,0.9705763519530092
1991-09-01,24.1,22.1,9.1,25.7,-999.0,-999.0,-999.0,0.9705763519530092
1991-10-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1991-11-01,0.0,0.0,0.0,1.2,-999.0,-999.0,-999.0,0.012941412520064205
1991-12-01,0.0,0.0,0.0,6.5,-999.0,-999.0,-999.0,0.07009931781701445
1992-01-01,0.0,0.0,0.0,8.2,-999.0,-999.0,-999.0,0.08843298555377206
1992-02-01,10.0,0.0,4.6,12.6,-999.0,-999.0,-999.0,0.3415111202170107
1992-03-01,14.7,0.0,6.2,17.0,-999.0,-999.0,-999.0,0.47108403350180134
1992-04-01,18.8,16.7,6.6,18.0,-999.0,-999.0,-999.0,0.7160664537820941
1992-05-01,21.4,16.7,6.6,18.0,-999.0,-999.0,-999.0,0.7386220773787465
1992-06-01,21.4,16.7,6.6,18.0,-999.0,-999.0,-999.0,0.7386220773787465
1992-07-01,21.4,16.7,6.6,18.0,-999.0,-999.0,-999.0,0.7386220773787465
1992-08-01,21.4,16.7,6.6,18.0,-999.0,-999.0,-999.0,0.7386220773787465
1992-09-01,21.4,16.7,6.6,18.0,-999.0,-999.0,-999.0,0.7386220773787465
1992-10-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1992-11-01,0.0,0.0,0.0,0.4,-999.0,-999.0,-999.0,0.004313804173354735
1992-12-01,0.0,0.0,0.0,5.0,-999.0,-999.0,-999.0,0.05392255216693419
1993-01-01,0.0,0.0,0.0,8.7,-999.0,-999.0,-999.0,0.09382524077046547
1993-02-01,15.0,0.0,7.1,14.6,-999.0,-999.0,-999.0,0.4710617154753297
1993-03-01,21.1,0.0,10.0,21.5,-999.0,-999.0,-999.0,0.6733360357133515
1993-04-01,26.5,23.1,10.0,25.0,-999.0,-999.0,-999.0,1.0183807093169277
1993-05-01,32.6,23.1,11.3,27.9,-999.0,-999.0,-999.0,1.1361695477143852
1993-06-01,32.6,23.1,11.3,27.9,-999.0,-999.0,-999.0,1.1361695477143852
1993-07-01,32.6,23.1,11.3,27.9,-999.0,-999.0,-999.0,1.1361695477143852
1993-08-01,32.6,23.1,11.3,27.9,-999.0,-999.0,-999.0,1.1361695477143852
1993-09-01,32.6,23.1,11.3,27.9,-999.0,-999.0,-999.0,1.1361695477143852
1993-10-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1993-11-01,0.0,0.0,0.0,0.4,-999.0,-999.0,-999.0,0.004313804173354735
1993-12-01,0.0,0.0,0.0,5.3,-999.0,-999.0,-999.0,0.05715790529695024
1994-01-01,0.0,0.0,0.0,9.0,-999.0,-999.0,-999.0,0.09706059390048154
1994-02-01,15.1,0.0,5.5,15.1,-999.0,-999.0,-999.0,0.43597405456949295
1994-03-01,18.6,0.0,8.6,19.8,-999.0,-999.0,-999.0,0.5971352582707884
1994-04-01,23.5,17.7,10.1,19.9,-999.0,-999.0,-999.0,0.8790531800899133
1994-05-01,23.5,17.7,10.1,19.9,-999.0,-999.0,-999.0,0.8790531800899133
1994-06-01,23.5,17.7,10.1,19.9,-999.0,-999.0,-999.0,0.8790531800899133
1994-07-01,23.5,17.7,10.1,19.9,-999.0,-999.0,-999.0,0.8790531800899133
1994-08-01,23.5,17.7,10.1,19.9,-999.0,-999.0,-999.0,0.8790531800899133
1994-09-01,23.5,17.7,10.1,19.9,-999.0,-999.0,-999.0,0.8790531800899133
1994-10-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1994-11-01,0.0,0.0,0.0,0.2,-999.0,-999.0,-999.0,0.0021569020866773676
1994-12-01,0.0,0.0,0.0,3.1,-999.0,-999.0,-999.0,0.0334319823434992
1995-01-01,0.0,0.0,0.0,6.4,-999.0,-999.0,-999.0,0.06902086677367576
1995-02-01,11.3,0.0,3.7,14.3,-999.0,-999.0,-999.0,0.3478646646918976
1995-03-01,16.1,0.0,5.3,19.7,-999.0,-999.0,-999.0,0.4890896123945616
1995-04-01,19.8,18.0,6.4,21.7,-999.0,-999.0,-999.0,0.7741334573903518
1995-05-01,25.0,18.0,7.5,23.8,-999.0,-999.0,-999.0,0.8703185415673429
1995-06-01,25.0,18.0,7.5,23.8,-999.0,-999.0,-999.0,0.8703185415673429
1995-07-01,25.0,18.0,7.5,23.8,-999.0,-999.0,-999.0,0.8703185415673429
1995-08-01,25.0,18.0,7.5,23.8,-999.0,-999.0,-999.0,0.8703185415673429
1995-09-01,25.0,18.0,7.5,23.8,-999.0,-999.0,-999.0,0.8703185415673429
1995-10-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1995-11-01,0.0,0.0,0.0,0.8,-999.0,-999.0,-999.0,0.00862760834670947
1995-12-01,0.0,0.0,0.0,8.6,-999.0,-999.0,-999.0,0.0927467897271268
1996-01-01,0.0,0.0,0.0,12.6,-999.0,-999.0,-999.0,0.13588483146067415
1996-02-01,18.0,0.0,7.7,26.2,-999.0,-999.0,-999.0,0.6376930460773473
1996-03-01,28.7,0.0,11.1,32.8,-999.0,-999.0,-999.0,0.8895591915051808
1996-04-01,36.4,33.0,12.1,37.9,-999.0,-999.0,-999.0,1.4092768229084442
1996-05-01,36.4,33.0,12.1,37.9,-999.0,-999.0,-999.0,1.4092768229084442
1996-06-01,36.4,33.0,12.1,37.9,-999.0,-999.0,-999.0,1.4092768229084442
1996-07-01,36.4,33.0,12.1,37.9,-999.0,-999.0,-999.0,1.4092768229084442
1996-08-01,36.4,33.0,12.1,37.9,-999.0,-999.0,-999.0,1.4092768229084442
1996-09-01,36.4,33.0,12.1,37.9,-999.0,-999.0,-999.0,1.4092768229084442
1996-10-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1996-11-01,0.0,0.0,0.0,2.5,-999.0,-999.0,-999.0,0.026961276083467094
1996-12-01,0.0,0.0,0.0,5.4,-999.0,-999.0,-999.0,0.058236356340288925
1997-01-01,0.0,0.0,0.0,17.3,-999.0,-999.0,-999.0,0.1865720304975923
1997-02-01,24.1,0.0,10.1,24.6,-999.0,-999.0,-999.0,0.7353779525981382
1997-03-01,24.9,0.0,11.8,27.5,-999.0,-999.0,-999.0,0.8175248798445585
1997-04-01,26.8,28.9,11.8,28.3,-999.0,-999.0,-999.0,1.1684830589015545
1997-05-01,33.2,28.9,12.9,28.6,-999.0,-999.0,-999.0,1.255666312112289
1997-06-01,33.2,28.9,12.9,28.6,-999.0,-999.0,-999.0,1.255666312112289
1997-07-01,33.2,28.9,12.9,28.6,-999.0,-999.0,-999.0,1.255666312112289
1997-08-01,33.2,28.9,12.9,28.6,-999.0,-999.0,-999.0,1.255666312112289
1997-09-01,33.2,28.9,12.9,28.6,-999.0,-999.0,-999.0,1.255666312112289
1997-10-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1997-11-01,0.0,0.0,0.0,1.3,-999.0,-999.0,-999.0,0.014019863563402889
1997-12-01,0.0,0.0,0.0,4.1,-999.0,-999.0,-999.0,0.04421649277688603
1998-01-01,0.0,0.0,0.0,6.4,-999.0,-999.0,-999.0,0.06902086677367576
1998-02-01,13.2,0.0,4.4,14.2,-999.0,-999.0,-999.0,0.38135867440062465
1998-03-01,16.0,0.0,7.9,19.0,-999.0,-999.0,-999.0,0.5478625212806066
1998-04-01,20.5,18.8,7.9,21.1,-999.0,-999.0,-999.0,0.821518647305585
1998-05-01,24.0,18.8,7.9,21.1,-999.0,-999.0,-999.0,0.8518819867626171
1998-06-01,24.0,18.8,7.9,21.1,-999.0,-999.0,-999.0,0.8518819867626171
1998-07-01,24.0,18.8,7.9,21.1,-999.0,-999.0,-999.0,0.8518819867626171
1998-08-01,24.0,18.8,7.9,21.1,-999.0,-999.0,-999.0,0.8518819867626171
1998-09-01,24.0,18.8,7.9,21.1,-999.0,-999.0,-999.0,0.8518819867626171
1998-10-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1998-11-01,0.0,0.0,0.0,0.9,-999.0,-999.0,-999.0,0.009706059390048155
1998-12-01,0.0,0.0,0.0,3.3,-999.0,-999.0,-999.0,0.03558888443017656
1999-01-01,0.0,0.0,0.0,6.7,-999.0,-999.0,-999.0,0.07225621990369181
1999-02-01,16.4,0.0,5.8,13.6,-999.0,-999.0,-999.0,0.4388277457378046
1999-03-01,20.0,0.0,7.0,18.4,-999.0,-999.0,-999.0,0.5528348393398427
1999-04-01,21.9,17.6,7.0,18.5,-999.0,-999.0,-999.0,0.7688363161260992
1999-05-01,24.2,17.6,8.3,18.5,-999.0,-999.0,-999.0,0.8223841628562428
1999-06-01,24.2,17.6,8.3,18.5,-999.0,-999.0,-999.0,0.8223841628562428
1999-07-01,24.2,17.6,8.3,18.5,-999.0,-999.0,-999.0,0.8223841628562428
1999-08-01,24.2,17.6,8.3,18.5,-999.0,-999.0,-999.0,0.8223841628562428
1999-09-01,24.2,17.6,8.3,18.5,-999.0,-999.0,-999.0,0.8223841628562428
1999-10-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1999-11-01,0.0,0.0,0.0,0.4,-999.0,-999.0,-999.0,0.004313804173354735
1999-12-01,0.0,0.0,0.0,2.7,-999.0,-999.0,-999.0,0.029118178170144463
2000-01-01,0.0,0.0,0.0,7.8,-999.0,-999.0,-999.0,0.08411918138041734
2000-02-01,14.2,0.0,4.8,16.9,-999.0,-999.0,-999.0,0.42948895244238966
2000-03-01,21.3,0.0,8.2,25.3,-999.0,-999.0,-999.0,0.6695363532088008
2000-04-01,27.9,27.3,10.2,29.7,-999.0,-999.0,-999.0,1.1337366908635709
2000-05-01,30.4,27.3,10.2,29.7,-999.0,-999.0,-999.0,1.1554247904757367
2000-06-01,30.4,27.3,10.2,29.7,-999.0,-999.0,-999.0,1.1554247904757367
2000-07-01,30.4,27.3,10.2,29.7,-999.0,-999.0,-999.0,1.1554247904757367
2000-08-01,30.4,27.3,10.2,29.7,-999.0,-999.0,-999.0,1.1554247904757367
2000-09-01,30.4,27.3,10.2,29.7,-999.0,-999.0,-999.0,1.1554247904757367
2000-10-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
2000-11-01,0.0,0.0,0.0,0.3,-999.0,-999.0,-999.0,0.003235353130016051
2000-12-01,0.0,0.0,0.0,4.3,-999.0,-999.0,-999.0,0.0463733948635634
2001-01-01,0.0,0.0,0.0,11.6,-999.0,-999.0,-999.0,0.12510032102728733
2001-02-01,12.8,0.0,4.4,14.0,-999.0,-999.0,-999.0,0.3757316763760008
2001-03-01,18.0,0.0,6.1,18.2,-999.0,-999.0,-999.0,0.5100695225032357
2001-04-01,21.1,0.0,8.5,20.9,-999.0,-999.0,-999.0,0.6281021043529911
2001-05-01,22.8,0.0,8.5,20.9,-999.0,-999.0,-999.0,0.6428500120892637
2001-06-01,22.8,0.0,8.5,20.9,-999.0,-999.0,-999.0,0.6428500120892637
2001-07-01,22.8,0.0,8.5,20.9,-999.0,-999.0,-999.0,0.6428500120892637
2001-08-01,22.8,0.0,8.5,20.9,-999.0,-999.0,-999.0,0.6428500120892637
2001-09-01,22.8,0.0,8.5,20.9,-999.0,-999.0,-999.0,0.6428500120892637
2001-10-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
2001-11-01,0.0,0.0,0.0,0.5,-999.0,-999.0,-999.0,0.005392255216693419
2001-12-01,0.0,0.0,0.0,3.5,-999.0,-999.0,-999.0,0.03774578651685393
2002-01-01,0.0,0.0,0.0,7.5,-999.0,-999.0,-999.0,0.08088382825040129
2002-02-01,10.0,0.0,2.7,10.8,-999.0,-999.0,-999.0,0.27299891630983186
2002-03-01,14.8,0.0,5.0,14.8,-999.0,-999.0,-999.0,0.41721505445257423
2002-04-01,16.8,0.0,7.2,18.0,-999.0,-999.0,-999.0,0.525928697676293
2002-05-01,16.8,0.0,7.2,18.0,-999.0,-999.0,-999.0,0.525928697676293
2002-06-01,16.8,0.0,7.2,18.0,-999.0,-999.0,-999.0,0.525928697676293
2002-07-01,16.8,0.0,7.2,18.0,-999.0,-999.0,-999.0,0.525928697676293
2002-08-01,16.8,0.0,7.2,18.0,-999.0,-999.0,-999.0,0.525928697676293
2002-09-01,16.8,0.0,7.2,18.0,-999.0,-999.0,-999.0,0.525928697676293
2002-10-01,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
2002-11-01,0.0,0.0,0.0,0.8,3.2,0.9,-999.0,0.04193149908851612
2002-12-01,0.0,0.0,0.0,4.8,6.6,3.0,-999.0,0.12551235115014517
2003-01-01,0.0,0.0,0.0,9.1,9.2,4.5,-999.0,0.19683429234258787
2003-02-01,11.2,0.0,4.6,12.1,11.8,5.5,-999.0,0.3956728783286309
2003-03-01,18.3,0.0,6.2,18.8,16.0,8.4,-999.0,0.5845738896809646
2003-04-01,27.3,0.0,10.4,22.5,21.4,12.5,-999.0,0.8336079951796349
2003-05-01,32.4,0.0,10.8,22.5,25.4,12.5,-999.0,0.8991071321838447
2003-06-01,32.4,0.0,10.8,22.5,25.4,12.5,-999.0,0.8991071321838447
2003-07-01,32.4,0.0,10.8,22.5,25.4,12.5,-999.0,0.8991071321838447
2003-08-01,32.4,0.0,10.8,22.5,25.4,12.5,-999.0,0.8991071321838447
2003-09-01,32.4,0.0,10.8,22.5,25.4,12.5,-999.0,0.8991071321838447
2003-10-01,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
2003-11-01,0.0,0.0,0.0,0.2,0.0,0.0,-999.0,0.0014379347244515785
2003-12-01,0.0,0.0,0.0,7.3,4.5,2.4,-999.0,0.11960929575793196
2004-01-01,0.0,0.0,0.0,11.3,7.4,3.7,-999.0,0.18809327542620166
2004-02-01,11.1,12.9,5.2,13.8,9.9,4.8,-999.0,0.4907650002655027
2004-03-01,13.3,15.2,6.6,18.0,13.1,8.2,-999.0,0.6470785736609352
2004-04-01,16.1,15.2,6.6,18.0,15.6,8.2,-999.0,0.6814674056508284
2004-05-01,19.1,15.2,6.6,18.0,18.5,8.2,-999.0,0.7199241444380865
2004-06-01,19.1,15.2,6.6,18.0,18.5,8.2,-999.0,0.7199241444380865
2004-07-01,19.1,15.2,6.6,18.0,18.5,8.2,-999.0,0.7199241444380865
2004-08-01,19.1,15.2,6.6,18.0,18.5,8.2,-999.0,0.7199241444380865
2004-09-01,19.1,15.2,6.6,18.0,18.5,8.2,-999.0,0.7199241444380865
2004-10-01,0.0,0.0,0.0,0.0,1.4,0.0,-999.0,0.010189228529839882
2004-11-01,0.0,0.0,0.0,0.6,3.6,0.5,-999.0,0.037675841413381934
2004-12-01,0.0,0.0,0.0,4.0,6.3,2.0,-999.0,0.10325487838363819
2005-01-01,0.0,0.0,0.0,9.5,9.3,3.5,-999.0,0.18611563607417314
2005-02-01,13.8,11.1,6.6,12.8,13.9,5.2,-999.0,0.5446211062670286
2005-03-01,17.6,14.2,8.4,15.6,16.2,6.6,-999.0,0.6778324273817423
2005-04-01,22.2,16.0,9.2,19.1,19.4,8.1,-999.0,0.8016859955720107
2005-05-01,23.8,16.0,9.2,19.1,22.5,8.1,-999.0,0.833501447913085
2005-06-01,23.8,16.0,9.2,19.1,22.5,8.1,-999.0,0.833501447913085
2005-07-01,23.8,16.0,9.2,19.1,22.5,8.1,-999.0,0.833501447913085
2005-08-01,23.8,16.0,9.2,19.1,22.5,8.1,-999.0,0.833501447913085
2005-09-01,23.8,16.0,9.2,19.1,22.5,8.1,-999.0,0.833501447913085
2005-10-01,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
2005-11-01,0.0,0.0,0.0,0.0,1.8,0.0,-999.0,0.013100436681222705
2005-12-01,0.0,0.0,0.0,6.2,6.8,2.8,-999.0,0.13416903274596495
2006-01-01,0.0,0.0,0.0,16.0,10.9,6.0,-999.0,0.28029916661228965
2006-02-01,18.7,21.4,6.2,22.5,13.9,7.4,-999.0,0.7447396322649875
2006-03-01,24.0,22.5,6.2,27.3,16.3,8.5,-999.0,0.8513927254608994
2006-04-01,27.4,28.0,6.9,30.7,19.6,10.5,-999.0,1.0015649668065703
2006-05-01,27.4,28.0,6.9,30.7,20.0,10.5,-999.0,1.0044761749579532
2006-06-01,27.4,28.0,6.9,30.7,20.0,10.5,-999.0,1.0044761749579532
2006-07-01,27.4,28.0,6.9,30.7,20.0,10.5,-999.0,1.0044761749579532
2006-08-01,27.4,28.0,6.9,30.7,20.0,10.5,-999.0,1.0044761749579532
2006-09-01,27.4,28.0,6.9,30.7,20.0,10.5,-999.0,1.0044761749579532
2006-10-01,0.0,0.0,0.0,0.0,0.4,0.0,-999.0,0.0029112081513828236
2006-11-01,0.0,0.0,0.0,1.9,2.7,2.0,-999.0,0.0619556904144512
2006-12-01,0.0,0.0,0.0,4.4,5.5,3.2,-999.0,0.11749512483597198
2007-01-01,0.0,0.0,0.0,7.9,8.2,6.2,-999.0,0.20527662080119943
2007-02-01,16.2,8.4,6.5,10.2,10.9,8.0,-999.0,0.5360589780126283
2007-03-01,20.8,15.3,7.8,16.9,15.4,10.4,-999.0,0.7522200868180636
2007-04-01,23.2,15.3,8.2,16.9,18.5,10.7,-999.0,0.7998502720874517
2007-05-01,27.4,15.3,8.2,16.9,21.0,10.7,-999.0,0.84233599459922
2007-06-01,27.4,15.3,8.2,16.9,21.0,10.7,-999.0,0.84233599459922
2007-07-01,27.4,15.3,8.2,16.9,21.0,10.7,-999.0,0.84233599459922
2007-08-01,27.4,15.3,8.2,16.9,21.0,10.7,-999.0,0.84233599459922
2007-09-01,27.4,15.3,8.2,16.9,21.0,10.7,-999.0,0.84233599459922
2007-10-01,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
2007-11-01,0.0,0.0,0.0,0.0,2.3,0.0,-999.0,0.016739446870451234
2007-12-01,0.0,0.0,0.0,1.5,3.8,0.7,-999.0,0.04846661730013816
2008-01-01,0.0,0.0,0.0,8.2,8.0,3.6,-999.0,0.16873986664876006
2008-02-01,18.1,14.8,6.2,15.9,13.4,6.5,-999.0,0.6276785677418452
2008-03-01,25.3,21.5,8.9,22.3,17.8,9.2,-999.0,0.8829047593455795
2008-04-01,28.0,23.9,9.2,26.9,21.0,12.0,-999.0,1.018193309034684
2008-05-01,32.2,23.9,9.9,26.9,24.6,12.0,-999.0,1.0807445239939684
2008-06-01,32.2,23.9,9.9,26.9,24.6,12.0,-999.0,1.0807445239939684
2008-07-01,32.2,23.9,9.9,26.9,24.6,12.0,-999.0,1.0807445239939684
2008-08-01,32.2,23.9,9.9,26.9,24.6,12.0,-999.0,1.0807445239939684
