,06K47,06K48,06K28,06K09,06K51,06K52,1041,1040,842,basinwide_average
1969-05-01,-999.0,-999.0,8.1,17.4,-999.0,-999.0,-999.0,-999.0,-999.0,1.060138051024907
1969-06-01,-999.0,-999.0,8.1,17.4,-999.0,-999.0,-999.0,-999.0,-999.0,1.060138051024907
1969-07-01,-999.0,-999.0,8.1,17.4,-999.0,-999.0,-999.0,-999.0,-999.0,1.060138051024907
1969-08-01,-999.0,-999.0,8.1,17.4,-999.0,-999.0,-999.0,-999.0,-999.0,1.060138051024907
1969-09-01,-999.0,-999.0,8.1,17.4,-999.0,-999.0,-999.0,-999.0,-999.0,1.060138051024907
1969-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1969-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1969-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1970-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1970-02-01,-999.0,-999.0,3.9,16.2,-999.0,-999.0,-999.0,-999.0,-999.0,0.706775263337232
1970-03-01,-999.0,-999.0,4.9,21.4,-999.0,-999.0,-999.0,-999.0,-999.0,0.9142582377929572
1970-04-01,-999.0,-999.0,5.7,23.7,-999.0,-999.0,-999.0,-999.0,-999.0,1.033558463706905
1970-05-01,-999.0,-999.0,5.7,27.9,-999.0,-999.0,-999.0,-999.0,-999.0,1.1389788106599457
1970-06-01,-999.0,-999.0,5.7,27.9,-999.0,-999.0,-999.0,-999.0,-999.0,1.1389788106599457
1970-07-01,-999.0,-999.0,5.7,27.9,-999.0,-999.0,-999.0,-999.0,-999.0,1.1389788106599457
1970-08-01,-999.0,-999.0,5.7,27.9,-999.0,-999.0,-999.0,-999.0,-999.0,1.1389788106599457
1970-09-01,-999.0,-999.0,5.7,27.9,-999.0,-999.0,-999.0,-999.0,-999.0,1.1389788106599457
1970-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1970-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1970-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1971-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1971-02-01,-999.0,-999.0,3.5,13.8,-999.0,-999.0,-999.0,-999.0,-999.0,0.6157500471204245
1971-03-01,-999.0,-999.0,5.7,17.3,-999.0,-999.0,-999.0,-999.0,-999.0,0.8729179350165576
1971-04-01,-999.0,-999.0,5.7,23.6,-999.0,-999.0,-999.0,-999.0,-999.0,1.0310484554461186
1971-05-01,-999.0,-999.0,5.7,23.6,-999.0,-999.0,-999.0,-999.0,-999.0,1.0310484554461186
1971-06-01,-999.0,-999.0,5.7,23.6,-999.0,-999.0,-999.0,-999.0,-999.0,1.0310484554461186
1971-07-01,-999.0,-999.0,5.7,23.6,-999.0,-999.0,-999.0,-999.0,-999.0,1.0310484554461186
1971-08-01,-999.0,-999.0,5.7,23.6,-999.0,-999.0,-999.0,-999.0,-999.0,1.0310484554461186
1971-09-01,-999.0,-999.0,5.7,23.6,-999.0,-999.0,-999.0,-999.0,-999.0,1.0310484554461186
1971-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1971-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1971-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1972-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1972-02-01,-999.0,-999.0,6.2,11.4,-999.0,-999.0,-999.0,-999.0,-999.0,0.7633087200775523
1972-03-01,-999.0,-999.0,7.2,16.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9557316449685576
1972-04-01,-999.0,-999.0,7.2,18.8,-999.0,-999.0,-999.0,-999.0,-999.0,1.0260118762705845
1972-05-01,-999.0,-999.0,7.2,23.9,-999.0,-999.0,-999.0,-999.0,-999.0,1.1540222975707053
1972-06-01,-999.0,-999.0,7.2,23.9,-999.0,-999.0,-999.0,-999.0,-999.0,1.1540222975707053
1972-07-01,-999.0,-999.0,7.2,23.9,-999.0,-999.0,-999.0,-999.0,-999.0,1.1540222975707053
1972-08-01,-999.0,-999.0,7.2,23.9,-999.0,-999.0,-999.0,-999.0,-999.0,1.1540222975707053
1972-09-01,-999.0,-999.0,7.2,23.9,-999.0,-999.0,-999.0,-999.0,-999.0,1.1540222975707053
1972-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1972-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1972-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1973-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1973-02-01,-999.0,-999.0,5.1,12.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6937099702579728
1973-03-01,-999.0,-999.0,5.5,12.9,-999.0,-999.0,-999.0,-999.0,-999.0,0.74708506256298
1973-04-01,-999.0,-999.0,6.2,14.7,-999.0,-999.0,-999.0,-999.0,-999.0,0.8461389926835128
1973-05-01,-999.0,-999.0,7.6,19.1,-999.0,-999.0,-999.0,-999.0,-999.0,1.0643269190108717
1973-06-01,-999.0,-999.0,7.6,19.1,-999.0,-999.0,-999.0,-999.0,-999.0,1.0643269190108717
1973-07-01,-999.0,-999.0,7.6,19.1,-999.0,-999.0,-999.0,-999.0,-999.0,1.0643269190108717
1973-08-01,-999.0,-999.0,7.6,19.1,-999.0,-999.0,-999.0,-999.0,-999.0,1.0643269190108717
1973-09-01,-999.0,-999.0,7.6,19.1,-999.0,-999.0,-999.0,-999.0,-999.0,1.0643269190108717
1973-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1973-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1973-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1974-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1974-02-01,-999.0,-999.0,6.5,13.4,-999.0,-999.0,-999.0,-999.0,-999.0,0.8365976487617313
1974-03-01,-999.0,-999.0,7.5,15.2,-999.0,-999.0,-999.0,-999.0,-999.0,0.9587403423507093
1974-04-01,-999.0,-999.0,7.5,20.6,-999.0,-999.0,-999.0,-999.0,-999.0,1.0942807884331902
1974-05-01,-999.0,-999.0,7.5,25.2,-999.0,-999.0,-999.0,-999.0,-999.0,1.2097411684293773
1974-06-01,-999.0,-999.0,7.5,25.2,-999.0,-999.0,-999.0,-999.0,-999.0,1.2097411684293773
1974-07-01,-999.0,-999.0,7.5,25.2,-999.0,-999.0,-999.0,-999.0,-999.0,1.2097411684293773
1974-08-01,-999.0,-999.0,7.5,25.2,-999.0,-999.0,-999.0,-999.0,-999.0,1.2097411684293773
1974-09-01,-999.0,-999.0,7.5,25.2,-999.0,-999.0,-999.0,-999.0,-999.0,1.2097411684293773
1974-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1974-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1974-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1975-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1975-02-01,-999.0,-999.0,4.0,11.9,-999.0,-999.0,-999.0,-999.0,-999.0,0.6065411626128865
1975-03-01,-999.0,-999.0,5.4,15.3,-999.0,-999.0,-999.0,-999.0,-999.0,0.7996290063323785
1975-04-01,-999.0,-999.0,9.2,20.9,-999.0,-999.0,-999.0,-999.0,-999.0,1.2326471395367404
1975-05-01,-999.0,-999.0,9.2,20.9,-999.0,-999.0,-999.0,-999.0,-999.0,1.2326471395367404
1975-06-01,-999.0,-999.0,9.2,20.9,-999.0,-999.0,-999.0,-999.0,-999.0,1.2326471395367404
1975-07-01,-999.0,-999.0,9.2,20.9,-999.0,-999.0,-999.0,-999.0,-999.0,1.2326471395367404
1975-08-01,-999.0,-999.0,9.2,20.9,-999.0,-999.0,-999.0,-999.0,-999.0,1.2326471395367404
1975-09-01,-999.0,-999.0,9.2,20.9,-999.0,-999.0,-999.0,-999.0,-999.0,1.2326471395367404
1975-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1975-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1975-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1976-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1976-02-01,-999.0,-999.0,3.8,9.1,-999.0,-999.0,-999.0,-999.0,-999.0,0.5208684223318958
1976-03-01,-999.0,-999.0,5.8,12.9,-999.0,-999.0,-999.0,-999.0,-999.0,0.7701738260314254
1976-04-01,-999.0,-999.0,6.8,16.9,-999.0,-999.0,-999.0,-999.0,-999.0,0.9475367013577104
1976-05-01,-999.0,-999.0,6.8,17.9,-999.0,-999.0,-999.0,-999.0,-999.0,0.9726367839655772
1976-06-01,-999.0,-999.0,6.8,17.9,-999.0,-999.0,-999.0,-999.0,-999.0,0.9726367839655772
1976-07-01,-999.0,-999.0,6.8,17.9,-999.0,-999.0,-999.0,-999.0,-999.0,0.9726367839655772
1976-08-01,-999.0,-999.0,6.8,17.9,-999.0,-999.0,-999.0,-999.0,-999.0,0.9726367839655772
1976-09-01,-999.0,-999.0,6.8,17.9,-999.0,-999.0,-999.0,-999.0,-999.0,0.9726367839655772
1976-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1976-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1976-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1977-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1977-02-01,-999.0,-999.0,1.2,4.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.19275538430524863
1977-03-01,-999.0,-999.0,2.2,6.9,-999.0,-999.0,-999.0,-999.0,-999.0,0.34250816876288026
1977-04-01,-999.0,-999.0,2.4,10.7,-999.0,-999.0,-999.0,-999.0,-999.0,0.4532809916517377
1977-05-01,-999.0,-999.0,2.4,10.7,-999.0,-999.0,-999.0,-999.0,-999.0,0.4532809916517377
1977-06-01,-999.0,-999.0,2.4,10.7,-999.0,-999.0,-999.0,-999.0,-999.0,0.4532809916517377
1977-07-01,-999.0,-999.0,2.4,10.7,-999.0,-999.0,-999.0,-999.0,-999.0,0.4532809916517377
1977-08-01,-999.0,-999.0,2.4,10.7,-999.0,-999.0,-999.0,-999.0,-999.0,0.4532809916517377
1977-09-01,-999.0,-999.0,2.4,10.7,-999.0,-999.0,-999.0,-999.0,-999.0,0.4532809916517377
1977-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1977-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1977-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1978-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1978-02-01,-999.0,-999.0,4.0,15.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6843514186972736
1978-03-01,-999.0,-999.0,5.1,19.8,-999.0,-999.0,-999.0,-999.0,-999.0,0.8894906145993339
1978-04-01,-999.0,-999.0,7.5,23.9,-999.0,-999.0,-999.0,-999.0,-999.0,1.1771110610391506
1978-05-01,-999.0,-999.0,7.5,25.6,-999.0,-999.0,-999.0,-999.0,-999.0,1.2197812014725242
1978-06-01,-999.0,-999.0,7.5,25.6,-999.0,-999.0,-999.0,-999.0,-999.0,1.2197812014725242
1978-07-01,-999.0,-999.0,7.5,25.6,-999.0,-999.0,-999.0,-999.0,-999.0,1.2197812014725242
1978-08-01,-999.0,-999.0,7.5,25.6,-999.0,-999.0,-999.0,-999.0,-999.0,1.2197812014725242
1978-09-01,-999.0,-999.0,7.5,25.6,-999.0,-999.0,-999.0,-999.0,-999.0,1.2197812014725242
1978-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1978-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.4,0.0059499100594991
1978-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,3.1,0.046111802961118026
1979-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,10.4,0.15469766154697662
1979-02-01,-999.0,-999.0,5.4,12.8,-999.0,-999.0,-999.0,-999.0,18.1,0.7604859634008087
1979-03-01,-999.0,-999.0,5.8,14.6,-999.0,-999.0,-999.0,-999.0,21.1,0.8557537332817767
1979-04-01,-999.0,-999.0,9.6,17.6,-999.0,-999.0,-999.0,-999.0,26.2,1.1767870321563292
1979-05-01,-999.0,-999.0,9.6,18.0,-999.0,-999.0,-999.0,-999.0,30.1,1.2414920105985432
1979-06-01,-999.0,-999.0,9.6,18.0,-999.0,-999.0,-999.0,-999.0,30.1,1.2414920105985432
1979-07-01,-999.0,-999.0,9.6,18.0,-999.0,-999.0,-999.0,-999.0,30.1,1.2414920105985432
1979-08-01,-999.0,-999.0,9.6,18.0,-999.0,-999.0,-999.0,-999.0,30.1,1.2414920105985432
1979-09-01,-999.0,-999.0,9.6,18.0,-999.0,-999.0,-999.0,-999.0,30.1,1.2414920105985432
1979-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0
1979-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.2,0.00297495502974955
1979-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,7.3,0.10858585858585858
1980-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,8.1,0.12048567870485677
1980-02-01,-999.0,-999.0,4.7,11.8,-999.0,-999.0,-999.0,-999.0,16.1,0.6780871704138204
1980-03-01,-999.0,-999.0,6.0,16.5,-999.0,-999.0,-999.0,-999.0,22.6,0.9201210066275055
1980-04-01,-999.0,-999.0,8.2,21.3,-999.0,-999.0,-999.0,-999.0,28.9,1.207030753588856
1980-05-01,-999.0,-999.0,8.2,21.5,-999.0,-999.0,-999.0,-999.0,28.9,1.2103774312699052
1980-06-01,-999.0,-999.0,8.2,21.5,-999.0,-999.0,-999.0,-999.0,28.9,1.2103774312699052
1980-07-01,-999.0,-999.0,8.2,21.5,-999.0,-999.0,-999.0,-999.0,28.9,1.2103774312699052
1980-08-01,-999.0,-999.0,8.2,21.5,-999.0,-999.0,-999.0,-999.0,28.9,1.2103774312699052
1980-09-01,-999.0,-999.0,8.2,21.5,-999.0,-999.0,-999.0,-999.0,28.9,1.2103774312699052
1980-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0
1980-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,2.0,0.0297495502974955
1980-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,2.9,0.04313684793136848
1981-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,4.7,0.06991144319911442
1981-02-01,-999.0,-999.0,1.8,4.6,-999.0,-999.0,-999.0,-999.0,6.2,0.26155224646014236
1981-03-01,-999.0,-999.0,2.0,7.2,-999.0,-999.0,-999.0,-999.0,8.0,0.3420953242341665
1981-04-01,-999.0,-999.0,3.6,10.5,-999.0,-999.0,-999.0,-999.0,13.6,0.5627076280255999
1981-05-01,-999.0,-999.0,3.6,10.5,-999.0,-999.0,-999.0,-999.0,13.6,0.5627076280255999
1981-06-01,-999.0,-999.0,3.6,10.5,-999.0,-999.0,-999.0,-999.0,13.6,0.5627076280255999
1981-07-01,-999.0,-999.0,3.6,10.5,-999.0,-999.0,-999.0,-999.0,13.6,0.5627076280255999
1981-08-01,-999.0,-999.0,3.6,10.5,-999.0,-999.0,-999.0,-999.0,13.6,0.5627076280255999
1981-09-01,-999.0,-999.0,3.6,10.5,-999.0,-999.0,-999.0,-999.0,13.6,0.5627076280255999
1981-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0
1981-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,2.3,0.03421198284211983
1981-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,4.8,0.07139892071398919
1982-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,13.0,0.19337207693372074
1982-02-01,-999.0,-999.0,7.0,13.9,-999.0,-999.0,-999.0,-999.0,20.1,0.8907356221652122
1982-03-01,-999.0,-999.0,7.4,14.8,-999.0,-999.0,-999.0,-999.0,21.1,0.9411937921839648
1982-04-01,-999.0,-999.0,9.7,19.4,-999.0,-999.0,-999.0,-999.0,27.3,1.228400220275713
1982-05-01,-999.0,-999.0,9.7,22.5,-999.0,-999.0,-999.0,-999.0,31.6,1.3442352574715866
1982-06-01,-999.0,-999.0,9.7,22.5,-999.0,-999.0,-999.0,-999.0,31.6,1.3442352574715866
1982-07-01,-999.0,-999.0,9.7,22.5,-999.0,-999.0,-999.0,-999.0,31.6,1.3442352574715866
1982-08-01,-999.0,-999.0,9.7,22.5,-999.0,-999.0,-999.0,-999.0,31.6,1.3442352574715866
1982-09-01,-999.0,-999.0,9.7,22.5,-999.0,-999.0,-999.0,-999.0,31.6,1.3442352574715866
1982-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0
1982-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,2.8,0.0416493704164937
1982-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,7.2,0.10709838107098381
1983-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,9.0,0.13387297633872977
1983-02-01,-999.0,-999.0,3.2,7.6,-999.0,-999.0,-999.0,-999.0,11.6,0.4639079060476105
1983-03-01,-999.0,-999.0,4.3,12.3,-999.0,-999.0,-999.0,-999.0,15.6,0.6584931317367839
1983-04-01,-999.0,-999.0,6.8,18.8,-999.0,-999.0,-999.0,-999.0,24.6,1.029404040867633
1983-05-01,-999.0,-999.0,6.8,21.3,-999.0,-999.0,-999.0,-999.0,32.5,1.1887482355558516
1983-06-01,-999.0,-999.0,6.8,21.3,-999.0,-999.0,-999.0,-999.0,32.5,1.1887482355558516
1983-07-01,-999.0,-999.0,6.8,21.3,-999.0,-999.0,-999.0,-999.0,32.5,1.1887482355558516
1983-08-01,-999.0,-999.0,6.8,21.3,-999.0,-999.0,-999.0,-999.0,32.5,1.1887482355558516
1983-09-01,-999.0,-999.0,6.8,21.3,-999.0,-999.0,-999.0,-999.0,32.5,1.1887482355558516
1983-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0
1983-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,1.3,0.019337207693372077
1983-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,9.7,0.14428531894285315
1984-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,21.3,0.31683271066832713
1984-02-01,-999.0,-999.0,0.0,14.2,-999.0,-999.0,-999.0,-999.0,21.3,0.5544468260227996
1984-03-01,-999.0,-999.0,0.0,18.3,-999.0,-999.0,-999.0,-999.0,22.6,0.6423909261776743
1984-04-01,-999.0,-999.0,0.0,24.9,-999.0,-999.0,-999.0,-999.0,28.3,0.8376175080001503
1984-05-01,-999.0,-999.0,0.0,27.8,-999.0,-999.0,-999.0,-999.0,33.9,0.969443075208347
1984-06-01,-999.0,-999.0,0.0,27.8,-999.0,-999.0,-999.0,-999.0,33.9,0.969443075208347
1984-07-01,-999.0,-999.0,0.0,27.8,-999.0,-999.0,-999.0,-999.0,33.9,0.969443075208347
1984-08-01,-999.0,-999.0,0.0,27.8,-999.0,-999.0,-999.0,-999.0,33.9,0.969443075208347
1984-09-01,-999.0,-999.0,0.0,27.8,-999.0,-999.0,-999.0,-999.0,33.9,0.969443075208347
1984-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0
1984-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,3.3,0.04908675799086757
1984-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,6.0,0.0892486508924865
1985-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,10.2,0.15172270651722705
1985-02-01,-999.0,-999.0,4.9,10.6,-999.0,-999.0,-999.0,-999.0,13.8,0.6340567941380494
1985-03-01,-999.0,-999.0,7.4,14.3,-999.0,-999.0,-999.0,-999.0,16.8,0.8688655648417272
1985-04-01,-999.0,-999.0,8.6,17.5,-999.0,-999.0,-999.0,-999.0,22.8,1.0732310945468504
1985-05-01,-999.0,-999.0,8.6,21.2,-999.0,-999.0,-999.0,-999.0,27.0,1.197618687270996
1985-06-01,-999.0,-999.0,8.6,21.2,-999.0,-999.0,-999.0,-999.0,27.0,1.197618687270996
1985-07-01,-999.0,-999.0,8.6,21.2,-999.0,-999.0,-999.0,-999.0,27.0,1.197618687270996
1985-08-01,-999.0,-999.0,8.6,21.2,-999.0,-999.0,-999.0,-999.0,27.0,1.197618687270996
1985-09-01,-999.0,-999.0,8.6,21.2,-999.0,-999.0,-999.0,-999.0,27.0,1.197618687270996
1985-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.5,0.007437387574373875
1985-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,3.2,0.0475992804759928
1985-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,9.3,0.13833540888335408
1986-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,9.9,0.14726027397260275
1986-02-01,-999.0,-999.0,4.8,11.9,-999.0,-999.0,-999.0,-999.0,11.1,0.6105174698369271
1986-03-01,-999.0,-999.0,5.5,17.9,-999.0,-999.0,-999.0,-999.0,16.6,0.8286449178707554
1986-04-01,-999.0,-999.0,5.5,20.0,-999.0,-999.0,-999.0,-999.0,20.3,0.9188217015721357
1986-05-01,-999.0,-999.0,5.5,22.2,-999.0,-999.0,-999.0,-999.0,24.6,1.0195966892032888
1986-06-01,-999.0,-999.0,5.5,22.2,-999.0,-999.0,-999.0,-999.0,24.6,1.0195966892032888
1986-07-01,-999.0,-999.0,5.5,22.2,-999.0,-999.0,-999.0,-999.0,24.6,1.0195966892032888
1986-08-01,-999.0,-999.0,5.5,22.2,-999.0,-999.0,-999.0,-999.0,24.6,1.0195966892032888
1986-09-01,-999.0,-999.0,5.5,22.2,-999.0,-999.0,-999.0,-999.0,24.6,1.0195966892032888
1986-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.9,0.013387297633872976
1986-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,3.2,0.0475992804759928
1986-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,6.9,0.10263594852635949
1987-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,7.9,0.11751072367510723
1987-02-01,-999.0,-999.0,2.8,8.9,-999.0,-999.0,-999.0,-999.0,11.1,0.45770057809476977
1987-03-01,-999.0,-999.0,3.4,10.2,-999.0,-999.0,-999.0,-999.0,12.9,0.5370135962472607
1987-04-01,-999.0,-999.0,5.4,14.4,-999.0,-999.0,-999.0,-999.0,15.9,0.7545348795219549
1987-05-01,-999.0,-999.0,5.4,14.4,-999.0,-999.0,-999.0,-999.0,15.9,0.7545348795219549
1987-06-01,-999.0,-999.0,5.4,14.4,-999.0,-999.0,-999.0,-999.0,15.9,0.7545348795219549
1987-07-01,-999.0,-999.0,5.4,14.4,-999.0,-999.0,-999.0,-999.0,15.9,0.7545348795219549
1987-08-01,-999.0,-999.0,5.4,14.4,-999.0,-999.0,-999.0,-999.0,15.9,0.7545348795219549
1987-09-01,-999.0,-999.0,5.4,14.4,-999.0,-999.0,-999.0,-999.0,15.9,0.7545348795219549
1987-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0
1987-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.8,0.0118998201189982
1987-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,3.1,0.046111802961118026
1988-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,7.5,0.11156081361560814
1988-02-01,-999.0,-999.0,4.0,10.7,-999.0,-999.0,-999.0,-999.0,12.4,0.5687279208334363
1988-03-01,-999.0,-999.0,5.2,14.7,-999.0,-999.0,-999.0,-999.0,15.2,0.7388808807867623
1988-04-01,-999.0,-999.0,6.3,20.3,-999.0,-999.0,-999.0,-999.0,20.5,0.967863363734028
1988-05-01,-999.0,-999.0,6.3,20.3,-999.0,-999.0,-999.0,-999.0,21.1,0.9767882288232766
1988-06-01,-999.0,-999.0,6.3,20.3,-999.0,-999.0,-999.0,-999.0,21.1,0.9767882288232766
1988-07-01,-999.0,-999.0,6.3,20.3,-999.0,-999.0,-999.0,-999.0,21.1,0.9767882288232766
1988-08-01,-999.0,-999.0,6.3,20.3,-999.0,-999.0,-999.0,-999.0,21.1,0.9767882288232766
1988-09-01,-999.0,-999.0,6.3,20.3,-999.0,-999.0,-999.0,-999.0,21.1,0.9767882288232766
1988-10-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0
1988-11-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0
1988-12-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,4.1,0.06098657810986577
1989-01-01,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,7.2,0.10709838107098381
1989-02-01,-999.0,-999.0,4.6,10.0,-999.0,-999.0,-999.0,-999.0,9.9,0.5506126290358228
1989-03-01,-999.0,-999.0,7.8,15.1,-999.0,-999.0,-999.0,-999.0,14.0,0.8611262504547138
1989-04-01,-999.0,-999.0,7.8,17.3,-999.0,-999.0,-999.0,-999.0,17.3,0.9470264629371193
1989-05-01,-999.0,-999.0,7.8,17.3,-999.0,-999.0,-999.0,-999.0,19.6,0.9812384457792392
1989-06-01,-999.0,-999.0,7.8,17.3,-999.0,-999.0,-999.0,-999.0,19.6,0.9812384457792392
1989-07-01,-999.0,-999.0,7.8,17.3,-999.0,-999.0,-999.0,-999.0,19.6,0.9812384457792392
