,07J01,378,717,827,basinwide_average
2016-05-01,12.4,15.4,31.3,13.2,0.9163197380046155
2016-06-01,12.4,15.4,31.3,13.2,0.9163197380046155
2016-07-01,12.4,15.4,31.3,13.2,0.9163197380046155
2016-08-01,12.4,15.4,31.3,13.2,0.9163197380046155
2016-09-01,12.4,15.4,31.3,13.2,0.9163197380046155
2016-10-01,0.0,0.0,0.0,0.0,0.0
2016-11-01,0.0,0.0,0.0,0.0,0.0
2016-12-01,0.0,2.7,3.9,1.7,0.09943107354256785
2017-01-01,0.0,6.6,11.8,3.0,0.2474756086302694
2017-02-01,11.4,10.1,21.7,4.1,0.6048113130337628
2017-03-01,12.2,12.1,27.1,4.1,0.6976763739959118
2017-04-01,12.2,12.1,28.3,4.1,0.7086229961810661
2017-05-01,12.2,12.1,29.2,4.1,0.7168329628199318
2017-06-01,12.2,12.1,29.2,4.1,0.7168329628199318
2017-07-01,12.2,12.1,29.2,4.1,0.7168329628199318
2017-08-01,12.2,12.1,29.2,4.1,0.7168329628199318
2017-09-01,12.2,12.1,29.2,4.1,0.7168329628199318
2017-10-01,0.0,0.3,1.2,0.0,0.015384492007639501
2017-11-01,0.0,0.3,3.0,0.0,0.031804425285370946
2017-12-01,0.0,1.5,6.4,1.6,0.10307836754786812
2018-01-01,0.0,2.0,8.6,2.0,0.13617038295344774
2018-02-01,5.1,5.0,12.5,2.7,0.31534650265499514
2018-03-01,8.2,8.1,17.4,2.7,0.46022861453722036
2018-04-01,9.6,10.4,21.4,4.2,0.5763754266975867
2018-05-01,9.6,10.4,23.8,4.2,0.5982686710678953
2018-06-01,9.6,10.4,23.8,4.2,0.5982686710678953
2018-07-01,9.6,10.4,23.8,4.2,0.5982686710678953
2018-08-01,9.6,10.4,23.8,4.2,0.5982686710678953
2018-09-01,9.6,10.4,23.8,4.2,0.5982686710678953
2018-10-01,0.0,0.0,0.0,0.0,0.0
2018-11-01,0.0,0.0,2.0,0.1,0.01965105989908752
2018-12-01,0.0,3.2,8.1,2.2,0.15217414884723504
2019-01-01,0.0,5.6,11.6,5.1,0.26039875359156395
2019-02-01,9.6,9.5,19.1,6.0,0.5674012040041986
2019-03-01,12.6,13.5,24.6,6.0,0.7293178036574083
2019-04-01,15.2,17.8,32.4,7.9,0.9363706700512324
2019-05-01,15.2,17.8,33.7,7.9,0.9482295107518164
2019-06-01,15.2,17.8,33.7,7.9,0.9482295107518164
2019-07-01,15.2,17.8,33.7,7.9,0.9482295107518164
2019-08-01,15.2,17.8,33.7,7.9,0.9482295107518164
2019-09-01,15.2,17.8,33.7,7.9,0.9482295107518164
2019-10-01,0.0,0.0,0.0,0.0,0.0
2019-11-01,0.0,1.0,3.2,2.5,0.07915113166445457
2019-12-01,0.0,2.6,5.6,2.6,0.12611970467851463
2020-01-01,0.0,4.8,10.0,5.4,0.2381890065895554
2020-02-01,8.5,8.5,15.9,6.4,0.5097673097846263
2020-03-01,12.3,11.6,21.4,7.2,0.6836432790067432
2020-04-01,12.3,13.8,27.2,9.3,0.7986368130003182
2020-05-01,12.3,13.8,27.8,9.3,0.8041101240928953
2020-06-01,12.3,13.8,27.8,9.3,0.8041101240928953
2020-07-01,12.3,13.8,27.8,9.3,0.8041101240928953
2020-08-01,12.3,13.8,27.8,9.3,0.8041101240928953
2020-09-01,12.3,13.8,27.8,9.3,0.8041101240928953
2020-10-01,0.0,0.0,0.0,0.0,0.0
2020-11-01,0.0,0.9,1.4,1.3,0.044371633359930364
2020-12-01,0.0,1.5,4.3,1.3,0.07970170995235698
2021-01-01,0.0,4.1,7.6,2.4,0.16374004491853708
2021-02-01,5.4,6.2,10.7,3.0,0.3261554158058406
2021-03-01,9.7,9.7,17.6,4.9,0.5429553534479934
2021-04-01,10.9,12.6,22.7,8.0,0.6970144767929107
2021-05-01,10.9,12.6,22.7,8.0,0.6970144767929107
2021-06-01,-999.0,12.6,22.7,8.0,0.6746657370488576
2021-07-01,-999.0,12.6,22.7,8.0,0.6746657370488576
2021-08-01,-999.0,12.6,22.7,8.0,0.6746657370488576
2021-09-01,-999.0,12.6,22.7,8.0,0.6746657370488576
