,06L06,1059,1124,1128,basinwide_average
2015-09-01,6.3,4.3,6.0,10.5,0.9761263099802979
2015-10-01,0.0,0.0,0.0,0.0,0.0
2015-11-01,0.0,0.0,0.0,1.9,0.04448847262247839
2015-12-01,0.0,1.2,1.9,3.5,0.21865001945113394
2016-01-01,0.0,2.9,4.2,7.0,0.4793694454570028
2016-02-01,0.0,4.0,6.2,9.7,0.6777157003877251
2016-03-01,0.0,4.7,7.3,11.0,0.7875786666218393
2016-04-01,5.8,5.2,7.8,12.9,1.1275790353323072
2016-05-01,5.8,5.2,7.8,14.9,1.1744090065138635
2016-06-01,5.8,5.2,7.8,14.9,1.1744090065138635
2016-07-01,5.8,5.2,7.8,14.9,1.1744090065138635
2016-08-01,5.8,5.2,7.8,14.9,1.1744090065138635
2016-09-01,5.8,5.2,7.8,14.9,1.1744090065138635
2016-10-01,0.0,0.0,0.0,0.0,0.0
2016-11-01,0.0,0.0,0.0,0.0,0.0
2016-12-01,0.0,0.5,0.8,0.9,0.07834757194900832
2017-01-01,0.0,1.8,3.0,3.8,0.2997250544560376
2017-02-01,0.0,3.8,5.4,7.8,0.5920719797632359
2017-03-01,0.0,4.9,6.9,9.5,0.7479974011499638
2017-04-01,4.0,4.9,7.5,10.5,0.96638583183123
2017-05-01,4.0,4.9,7.5,10.5,0.96638583183123
2017-06-01,4.0,4.9,7.5,10.5,0.96638583183123
2017-07-01,4.0,4.9,7.5,10.5,0.96638583183123
2017-08-01,4.0,4.9,7.5,10.5,0.96638583183123
2017-09-01,4.0,4.9,7.5,10.5,0.96638583183123
2017-10-01,0.0,0.0,0.0,0.0,0.0
2017-11-01,0.0,0.4,0.5,0.5,0.052205123302334885
2017-12-01,0.0,0.4,0.5,1.1,0.06625411465680174
2018-01-01,0.0,0.6,0.8,1.5,0.09776950894190753
2018-02-01,0.0,1.1,1.2,3.6,0.18901038523727648
2018-03-01,0.0,2.6,3.0,6.2,0.39890458498136394
2018-04-01,2.2,2.6,3.0,6.8,0.5076451114864764
2018-05-01,2.2,2.6,3.0,6.8,0.5076451114864764
2018-06-01,2.2,2.6,3.0,6.8,0.5076451114864764
2018-07-01,2.2,2.6,3.0,6.8,0.5076451114864764
2018-08-01,2.2,2.6,3.0,6.8,0.5076451114864764
2018-09-01,2.2,2.6,3.0,6.8,0.5076451114864764
2018-10-01,0.0,0.0,0.0,0.0,0.0
2018-11-01,0.0,0.6,0.7,0.3,0.06587035664233053
2018-12-01,0.0,1.6,2.3,2.3,0.2272484976585028
2019-01-01,0.0,2.6,3.1,4.1,0.3535342848313732
2019-02-01,0.0,3.8,4.7,6.4,0.5326828128016436
2019-03-01,0.0,5.7,7.8,10.0,0.8368989853686012
2019-04-01,9.4,8.7,11.6,14.6,1.6548318374181725
2019-05-01,9.4,8.7,11.6,14.6,1.6548318374181725
2019-06-01,9.4,8.7,11.6,14.6,1.6548318374181725
2019-07-01,9.4,8.7,11.6,14.6,1.6548318374181725
2019-08-01,9.4,8.7,11.6,14.6,1.6548318374181725
2019-09-01,9.4,8.7,11.6,14.6,1.6548318374181725
2019-10-01,0.0,0.0,0.0,0.0,0.0
2019-11-01,0.0,1.3,0.7,1.0,0.11987146602490176
2019-12-01,0.0,2.8,2.1,3.4,0.30987799028826046
2020-01-01,0.0,4.3,3.5,6.2,0.5092505087879304
2020-02-01,0.0,5.0,4.0,7.6,0.5986479560372628
2020-03-01,0.0,5.6,4.7,9.5,0.7019822896248382
2020-04-01,0.0,6.3,5.6,12.1,0.8346823979456772
2020-05-01,0.0,6.3,5.6,12.1,0.8346823979456772
2020-06-01,0.0,6.3,5.6,12.1,0.8346823979456772
2020-07-01,0.0,6.3,5.6,12.1,0.8346823979456772
2020-08-01,0.0,6.3,5.6,12.1,0.8346823979456772
2020-09-01,0.0,6.3,5.6,12.1,0.8346823979456772
2020-10-01,0.0,0.0,0.0,0.0,0.0
2020-11-01,0.0,0.8,0.9,0.8,0.09592607989587087
2020-12-01,0.0,1.4,2.7,2.7,0.2410732789805224
2021-01-01,0.0,2.8,4.3,5.1,0.4333091967867353
2021-02-01,0.0,3.6,5.2,6.7,0.5479672651552288
2021-03-01,0.0,4.5,6.2,9.0,0.6881899386663424
2021-04-01,6.1,6.4,8.9,12.6,1.2397552348793353
2021-05-01,6.1,6.4,8.9,12.6,1.2397552348793353
2021-06-01,-999.0,6.4,8.9,12.6,1.3029352438276358
2021-07-01,-999.0,6.4,8.9,12.6,1.3029352438276358
2021-08-01,-999.0,6.4,8.9,12.6,1.3029352438276358
2021-09-01,-999.0,6.4,8.9,12.6,1.3029352438276358
