,07M10,06M14,07M20,07M17,327,624,839,basinwide_average
1983-08-01,8.8,4.5,8.4,4.0,29.1,17.8,-999.0,0.9489999183914021
1983-09-01,8.8,4.5,8.4,4.0,29.1,17.8,-999.0,0.9489999183914021
1983-10-01,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
1983-11-01,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
1983-12-01,0.0,0.0,0.0,0.0,7.0,6.1,-999.0,0.10566410401457142
1984-01-01,0.0,0.0,0.0,0.0,17.1,10.7,-999.0,0.22145606014470945
1984-02-01,6.8,3.1,7.8,5.5,18.6,11.7,-999.0,0.7839332850195936
1984-03-01,7.4,4.4,9.4,5.8,22.6,14.1,-999.0,0.9225685736034608
1984-04-01,8.1,5.5,10.9,5.9,28.5,17.6,-999.0,1.0719859095165196
1984-05-01,8.2,5.7,10.9,5.9,32.9,23.3,-999.0,1.1623105213087321
1984-06-01,8.2,5.7,10.9,5.9,32.9,23.3,-999.0,1.1623105213087321
1984-07-01,8.2,5.7,10.9,5.9,32.9,23.3,-999.0,1.1623105213087321
1984-08-01,8.2,5.7,10.9,5.9,32.9,23.3,-999.0,1.1623105213087321
1984-09-01,8.2,5.7,10.9,5.9,32.9,23.3,-999.0,1.1623105213087321
1984-10-01,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
1984-11-01,0.0,0.0,0.0,0.0,4.4,4.5,-999.0,0.07222718621696368
1984-12-01,0.0,0.0,0.0,0.0,5.6,5.9,-999.0,0.09343291642447349
1985-01-01,0.0,0.0,0.0,0.0,15.8,14.2,-999.0,0.2422640942018961
1985-02-01,8.0,4.5,6.3,2.7,18.8,16.0,-999.0,0.7589160300827339
1985-03-01,10.6,5.6,7.0,4.4,24.1,20.3,-999.0,0.986265040412886
1985-04-01,12.4,7.1,8.8,4.4,35.1,29.5,-999.0,1.256183873648723
1985-05-01,12.4,7.1,11.8,4.4,39.0,32.5,-999.0,1.3647831670795167
1985-06-01,12.4,7.1,11.8,4.4,39.0,32.5,-999.0,1.3647831670795167
1985-07-01,12.4,7.1,11.8,4.4,39.0,32.5,-999.0,1.3647831670795167
1985-08-01,12.4,7.1,11.8,4.4,39.0,32.5,-999.0,1.3647831670795167
1985-09-01,12.4,7.1,11.8,4.4,39.0,32.5,-999.0,1.3647831670795167
1985-10-01,0.0,0.0,0.0,0.0,0.9,0.0,-999.0,0.006740851701262572
1985-11-01,0.0,0.0,0.0,0.0,3.9,3.3,-999.0,0.058009758943014265
1985-12-01,0.0,0.0,0.0,0.0,16.3,15.8,-999.0,0.2599723580298912
1986-01-01,0.0,0.0,0.0,0.0,18.1,17.6,-999.0,0.2891628259256217
1986-02-01,7.8,3.8,6.7,3.6,18.1,17.8,-999.0,0.7843437073289765
1986-03-01,9.5,4.9,8.0,4.4,25.5,22.3,-999.0,0.9923037179995574
1986-04-01,9.5,5.2,8.1,4.4,28.5,25.3,-999.0,1.051575469205185
1986-05-01,9.5,5.2,9.2,4.4,32.7,31.0,-999.0,1.1522866740707758
1986-06-01,9.5,5.2,9.2,4.4,32.7,31.0,-999.0,1.1522866740707758
1986-07-01,9.5,5.2,9.2,4.4,32.7,31.0,-999.0,1.1522866740707758
1986-08-01,9.5,5.2,9.2,4.4,32.7,31.0,-999.0,1.1522866740707758
1986-09-01,9.5,5.2,9.2,4.4,32.7,31.0,-999.0,1.1522866740707758
1986-10-01,0.0,0.0,0.0,0.0,1.5,2.1,0.0,0.025338552637866156
1986-11-01,0.0,0.0,0.0,0.0,7.5,9.2,2.0,0.16071282186514052
1986-12-01,0.0,0.0,0.0,0.0,11.3,13.5,4.1,0.2632056090859806
1987-01-01,0.0,0.0,0.0,0.0,11.3,15.9,6.4,0.33146469451603566
1987-02-01,9.8,8.3,8.4,4.6,15.0,17.0,7.6,1.012276188461807
1987-03-01,11.7,9.8,9.9,6.0,24.8,23.1,11.8,1.344144627253329
1987-04-01,17.8,11.8,15.7,8.8,32.8,28.6,12.8,1.7727657139253357
1987-05-01,17.8,11.8,15.7,8.8,32.8,28.6,12.8,1.7727657139253357
1987-06-01,17.8,11.8,15.7,8.8,32.8,28.6,12.8,1.7727657139253357
1987-07-01,17.8,11.8,15.7,8.8,32.8,28.6,12.8,1.7727657139253357
1987-08-01,17.8,11.8,15.7,8.8,32.8,28.6,12.8,1.7727657139253357
1987-09-01,17.8,11.8,15.7,8.8,32.8,28.6,12.8,1.7727657139253357
1987-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987-11-01,0.0,0.0,0.0,0.0,2.6,1.6,0.0,0.028660215255092342
1987-12-01,0.0,0.0,0.0,0.0,8.1,6.0,0.0,0.09688304024746938
1988-01-01,4.5,2.5,0.0,0.0,11.6,7.6,1.1,0.28517598554298107
1988-02-01,6.1,3.0,4.2,2.8,15.6,10.2,2.4,0.5441456301901632
1988-03-01,6.8,3.1,5.1,3.5,18.8,11.4,2.7,0.6281068248844338
1988-04-01,6.8,3.8,5.5,3.5,18.8,12.3,2.7,0.6586147934690713
1988-05-01,6.8,3.8,5.5,3.5,18.8,12.3,2.7,0.6586147934690713
1988-06-01,6.8,3.8,5.5,3.5,18.8,12.3,2.7,0.6586147934690713
1988-07-01,6.8,3.8,5.5,3.5,18.8,12.3,2.7,0.6586147934690713
1988-08-01,6.8,3.8,5.5,3.5,18.8,12.3,2.7,0.6586147934690713
1988-09-01,6.8,3.8,5.5,3.5,18.8,12.3,2.7,0.6586147934690713
1988-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988-12-01,0.0,0.0,0.0,0.0,5.1,4.4,0.3,0.07221656127716039
1989-01-01,0.0,0.0,0.0,0.0,10.8,8.3,1.5,0.1642298951600721
1989-02-01,9.2,3.7,7.0,4.3,16.6,12.2,3.6,0.7435774711622919
1989-03-01,12.7,5.8,9.3,5.5,23.6,16.8,8.3,1.102105998951195
1989-04-01,12.7,6.5,10.3,5.5,26.7,18.1,8.3,1.1646289887883576
1989-05-01,12.7,6.5,10.3,5.5,26.7,18.1,8.3,1.1646289887883576
1989-06-01,12.7,6.5,10.3,5.5,26.7,18.1,8.3,1.1646289887883576
1989-07-01,12.7,6.5,10.3,5.5,26.7,18.1,8.3,1.1646289887883576
1989-08-01,12.7,6.5,10.3,5.5,26.7,18.1,8.3,1.1646289887883576
1989-09-01,12.7,6.5,10.3,5.5,26.7,18.1,8.3,1.1646289887883576
1989-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989-11-01,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.005772190179251538
1989-12-01,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.008340133684494423
1990-01-01,0.0,0.0,0.0,0.0,0.6,0.9,0.0,0.010584242897809472
1990-02-01,1.6,0.8,1.6,1.0,4.3,4.3,1.1,0.18249899230431263
1990-03-01,4.0,1.9,3.3,1.8,9.3,8.7,3.0,0.4025928784504587
1990-04-01,7.5,2.8,4.3,2.0,15.3,13.0,3.3,0.575680208347861
1990-05-01,7.5,2.8,4.5,2.0,21.1,16.6,3.3,0.6428851375567101
1990-06-01,7.5,2.8,4.5,2.0,21.1,16.6,3.3,0.6428851375567101
1990-07-01,7.5,2.8,4.5,2.0,21.1,16.6,3.3,0.6428851375567101
1990-08-01,7.5,2.8,4.5,2.0,21.1,16.6,3.3,0.6428851375567101
1990-09-01,7.5,2.8,4.5,2.0,21.1,16.6,3.3,0.6428851375567101
1990-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-11-01,0.0,0.0,0.0,0.0,1.6,1.0,0.0,0.01775213806535503
1990-12-01,0.0,0.0,0.0,0.0,5.8,6.4,1.9,0.12666681604690908
1991-01-01,0.0,0.0,0.0,0.0,12.0,10.4,2.2,0.20295307634573403
1991-02-01,7.4,4.0,6.0,3.3,12.3,11.5,2.2,0.615413492885679
1991-03-01,8.2,4.6,6.1,3.5,14.2,12.4,2.9,0.6842697649013416
1991-04-01,11.6,5.4,8.9,5.2,24.4,19.8,5.1,1.0180868529522769
1991-05-01,11.6,5.4,8.9,5.2,24.4,19.8,5.1,1.0180868529522769
1991-06-01,11.6,5.4,8.9,5.2,24.4,19.8,5.1,1.0180868529522769
1991-07-01,11.6,5.4,8.9,5.2,24.4,19.8,5.1,1.0180868529522769
1991-08-01,11.6,5.4,8.9,5.2,24.4,19.8,5.1,1.0180868529522769
1991-09-01,11.6,5.4,8.9,5.2,24.4,19.8,5.1,1.0180868529522769
1991-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-11-01,0.0,0.0,0.0,0.0,2.7,3.6,0.8,0.06176074199357338
1991-12-01,0.0,0.0,0.0,0.0,8.6,8.6,4.1,0.2092182066081121
1992-01-01,0.0,0.0,0.0,0.0,10.0,11.0,7.2,0.3039629070799204
1992-02-01,8.4,3.8,6.5,3.9,10.7,11.8,7.6,0.761106979724137
1992-03-01,9.0,4.3,7.5,4.4,13.3,13.9,7.6,0.8454499193067538
1992-04-01,11.0,5.9,8.4,4.4,16.6,18.5,7.8,0.9891466287129587
1992-05-01,11.0,5.9,8.4,4.4,16.6,18.5,7.8,0.9891466287129587
1992-06-01,11.0,5.9,8.4,4.4,16.6,18.5,7.8,0.9891466287129587
1992-07-01,11.0,5.9,8.4,4.4,16.6,18.5,7.8,0.9891466287129587
1992-08-01,11.0,5.9,8.4,4.4,16.6,18.5,7.8,0.9891466287129587
1992-09-01,11.0,5.9,8.4,4.4,16.6,18.5,7.8,0.9891466287129587
1992-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-11-01,0.0,0.0,0.0,0.0,1.6,0.9,0.0,0.017004101660916683
1992-12-01,0.0,0.0,0.0,0.0,5.0,3.7,0.0,0.05977664077975498
1993-01-01,0.0,0.0,0.0,0.0,10.5,7.9,2.3,0.17680960468678988
1993-02-01,8.8,3.4,6.8,5.2,16.5,14.1,5.5,0.8095598711078456
1993-03-01,12.5,4.7,9.8,7.6,27.0,21.7,7.7,1.1882283017490392
1993-04-01,13.2,5.8,11.1,7.6,27.8,24.2,7.7,1.2699939693567026
1993-05-01,13.2,5.8,11.1,7.6,32.7,24.8,7.7,1.3059394957225579
1993-06-01,13.2,5.8,11.1,7.6,32.7,24.8,7.7,1.3059394957225579
1993-07-01,13.2,5.8,11.1,7.6,32.7,24.8,7.7,1.3059394957225579
1993-08-01,13.2,5.8,11.1,7.6,32.7,24.8,7.7,1.3059394957225579
1993-09-01,13.2,5.8,11.1,7.6,32.7,24.8,7.7,1.3059394957225579
1993-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993-11-01,0.0,0.0,0.0,0.0,1.0,0.4,0.5,0.020348137364237684
1993-12-01,0.0,0.0,0.0,0.0,4.7,3.4,2.7,0.114661692047744
1994-01-01,0.0,0.0,0.0,0.0,5.8,5.0,3.4,0.14900270533490342
1994-02-01,3.8,1.7,2.9,1.6,6.9,5.6,3.4,0.35255997633920827
1994-03-01,6.2,3.5,5.8,3.2,12.8,10.6,5.4,0.645398596986359
1994-04-01,7.4,3.5,5.8,3.2,17.3,13.2,5.4,0.711496847732553
1994-05-01,7.4,3.5,5.8,3.2,20.2,16.8,5.4,0.7570437487053443
1994-06-01,7.4,3.5,5.8,3.2,20.2,16.8,5.4,0.7570437487053443
1994-07-01,7.4,3.5,5.8,3.2,20.2,16.8,5.4,0.7570437487053443
1994-08-01,7.4,3.5,5.8,3.2,20.2,16.8,5.4,0.7570437487053443
1994-09-01,7.4,3.5,5.8,3.2,20.2,16.8,5.4,0.7570437487053443
1994-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-11-01,0.0,0.0,0.0,0.0,1.1,2.0,0.0,0.02202257272818492
1994-12-01,0.0,0.0,0.0,0.0,11.0,8.7,2.6,0.19256550509387654
1995-01-01,0.0,0.0,0.0,0.0,13.6,10.3,5.1,0.27590638526585426
1995-02-01,8.2,3.9,6.8,3.9,18.5,12.6,6.4,0.7950479405342946
1995-03-01,9.0,4.3,8.8,4.7,23.8,16.1,6.4,0.93196412303948
1995-04-01,10.9,5.2,11.1,4.9,30.7,23.1,6.4,1.1205475550742048
1995-05-01,13.4,6.4,11.2,4.9,34.1,26.5,6.4,1.23666228947692
1995-06-01,13.4,6.4,11.2,4.9,34.6,26.5,6.4,1.2398722188584732
1995-07-01,13.4,6.4,11.2,4.9,34.6,26.5,6.4,1.2398722188584732
1995-08-01,13.4,6.4,11.2,4.9,34.6,26.5,6.4,1.2398722188584732
1995-09-01,13.4,6.4,11.2,4.9,34.6,26.5,6.4,1.2398722188584732
1995-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995-11-01,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0012839717526214425
1995-12-01,0.0,0.0,0.0,0.0,3.6,1.0,0.0,0.030591855591569458
1996-01-01,0.0,0.0,0.0,0.0,5.5,2.5,1.0,0.07588239927480256
1996-02-01,2.4,1.6,3.4,1.3,10.6,5.0,1.7,0.3098629652404144
1996-03-01,3.6,2.9,5.9,2.7,14.7,9.5,2.1,0.5098415929431325
1996-04-01,4.5,2.9,6.9,2.7,18.1,12.2,2.1,0.5803882396203756
1996-05-01,4.5,2.9,6.9,2.7,18.1,12.2,2.1,0.5803882396203756
1996-06-01,4.5,2.9,6.9,2.7,18.1,12.2,2.1,0.5803882396203756
1996-07-01,4.5,2.9,6.9,2.7,18.1,12.2,2.1,0.5803882396203756
1996-08-01,4.5,2.9,6.9,2.7,18.1,12.2,2.1,0.5803882396203756
1996-09-01,4.5,2.9,6.9,2.7,18.1,12.2,2.1,0.5803882396203756
1996-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-11-01,0.0,0.0,0.0,0.0,6.5,6.1,3.3,0.15953778032122493
1996-12-01,0.0,0.0,0.0,0.0,15.1,10.4,5.1,0.28628420981495345
1997-01-01,0.0,0.0,0.0,0.0,21.5,13.2,5.1,0.34831632522311334
1997-02-01,11.6,4.7,10.9,6.4,29.5,18.7,7.5,1.1443338199784143
1997-03-01,12.9,6.5,13.0,7.4,36.1,23.4,10.1,1.4058383777550267
1997-04-01,13.2,6.6,13.0,7.4,36.3,25.1,10.1,1.4268067769463892
1997-05-01,13.2,6.6,13.0,7.4,42.2,26.8,10.1,1.477400562524174
1997-06-01,13.2,6.6,13.0,7.4,42.2,26.8,10.1,1.477400562524174
1997-07-01,13.2,6.6,13.0,7.4,42.2,26.8,10.1,1.477400562524174
1997-08-01,13.2,6.6,13.0,7.4,42.2,26.8,10.1,1.477400562524174
1997-09-01,13.2,6.6,13.0,7.4,42.2,26.8,10.1,1.477400562524174
1997-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997-11-01,0.0,0.0,0.0,0.0,1.0,1.8,0.0,0.019884514042997497
1997-12-01,0.0,0.0,0.0,0.0,4.7,5.2,2.1,0.11500298774758178
1998-01-01,0.0,0.0,0.0,0.0,6.4,6.9,3.0,0.15831840589039473
1998-02-01,4.1,1.8,4.4,2.8,8.5,9.0,3.6,0.458941570071609
1998-03-01,5.2,3.5,5.4,3.1,11.4,11.3,4.6,0.6002241582546494
1998-04-01,8.8,6.4,9.0,3.5,19.9,18.0,6.2,0.9333986195760112
1998-05-01,8.8,6.8,9.0,3.5,20.0,19.1,6.2,0.9523803003574863
1998-06-01,8.8,6.8,9.0,3.5,20.0,19.1,6.2,0.9523803003574863
1998-07-01,8.8,6.8,9.0,3.5,20.0,19.1,6.2,0.9523803003574863
1998-08-01,8.8,6.8,9.0,3.5,20.0,19.1,6.2,0.9523803003574863
1998-09-01,8.8,6.8,9.0,3.5,20.0,19.1,6.2,0.9523803003574863
1998-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-11-01,0.0,0.0,0.0,0.0,5.4,7.0,2.5,0.1417104505483488
1998-12-01,0.0,0.0,0.0,0.0,9.3,11.9,3.2,0.21871226971867394
1999-01-01,0.0,0.0,0.0,0.0,9.6,14.1,4.5,0.2655289740020302
1999-02-01,6.3,3.2,4.7,2.2,13.5,15.3,4.5,0.6120967554305825
1999-03-01,7.5,3.8,7.2,3.2,18.1,17.0,5.6,0.779779101891697
1999-04-01,7.5,3.8,7.2,3.2,18.1,18.1,5.6,0.7880075023405188
1999-05-01,7.5,4.4,8.4,3.2,25.2,25.8,5.6,0.9245968713231255
1999-06-01,7.5,4.4,8.4,3.2,25.2,25.8,5.6,0.9245968713231255
1999-07-01,7.5,4.4,8.4,3.2,25.2,25.8,5.6,0.9245968713231255
1999-08-01,7.5,4.4,8.4,3.2,25.2,25.8,5.6,0.9245968713231255
1999-09-01,7.5,4.4,8.4,3.2,25.2,25.8,5.6,0.9245968713231255
1999-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-12-01,0.0,0.0,0.0,0.0,1.4,0.8,0.0,0.014972093503856889
2000-01-01,0.0,0.0,0.0,0.0,2.5,1.5,0.0,0.027270192974343268
2000-02-01,0.6,0.6,0.8,0.1,6.1,2.6,0.0,0.09786300088971088
2000-03-01,2.2,1.8,3.0,0.7,13.0,6.1,2.1,0.3199971964578193
2000-04-01,6.3,4.2,7.1,2.0,21.9,13.0,5.2,0.7198043018442372
2000-05-01,6.3,4.2,7.1,2.0,21.9,13.0,5.2,0.7198043018442372
2000-06-01,6.3,4.2,7.1,2.0,21.9,13.0,5.2,0.7198043018442372
2000-07-01,6.3,4.2,7.1,2.0,21.9,13.0,5.2,0.7198043018442372
2000-08-01,6.3,4.2,7.1,2.0,21.9,13.0,5.2,0.7198043018442372
2000-09-01,6.3,4.2,7.1,2.0,21.9,13.0,5.2,0.7198043018442372
2000-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-11-01,0.0,0.0,0.0,0.0,5.6,7.2,1.2,0.11605654935306652
2000-12-01,0.0,0.0,0.0,0.0,8.4,9.5,2.9,0.18841984333533082
2001-01-01,0.0,0.0,0.0,0.0,11.0,11.3,2.9,0.21857613139929985
2001-02-01,8.2,4.2,5.5,3.1,15.2,16.2,5.7,0.7489477316375235
2001-03-01,10.9,6.8,8.0,4.0,22.3,20.7,8.1,1.0517708340709369
2001-04-01,14.2,9.0,10.4,4.0,27.2,24.6,9.0,1.273023808981017
2001-05-01,14.2,10.1,10.4,4.0,30.7,27.2,9.0,1.3427483209222308
2001-06-01,14.2,10.1,10.4,4.0,30.7,27.2,9.0,1.3427483209222308
2001-07-01,14.2,10.1,10.4,4.0,30.7,27.2,9.0,1.3427483209222308
2001-08-01,14.2,10.1,10.4,4.0,30.7,27.2,9.0,1.3427483209222308
2001-09-01,14.2,10.1,10.4,4.0,30.7,27.2,9.0,1.3427483209222308
2001-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-11-01,0.0,0.0,0.0,0.0,0.4,0.3,0.0,0.004812052718557933
2001-12-01,0.0,0.0,0.0,0.0,2.7,2.2,0.0,0.033790419558033156
2002-01-01,0.0,0.0,0.0,0.0,5.4,3.4,0.7,0.07541106124841072
2002-02-01,2.6,1.8,1.8,0.7,6.7,4.4,1.8,0.24795114057875806
2002-03-01,3.2,2.2,1.8,0.7,8.7,4.6,2.2,0.2900271016553003
2002-04-01,3.2,2.6,4.8,0.8,9.8,5.8,2.2,0.3648274979942716
2002-05-01,3.2,2.6,4.8,0.8,9.8,5.8,2.2,0.3648274979942716
2002-06-01,3.2,2.6,4.8,0.8,9.8,5.8,2.2,0.3648274979942716
2002-07-01,3.2,2.6,4.8,0.8,9.8,5.8,2.2,0.3648274979942716
2002-08-01,3.2,2.6,4.8,0.8,9.8,5.8,2.2,0.3648274979942716
2002-09-01,3.2,2.6,4.8,0.8,9.8,5.8,2.2,0.3648274979942716
2002-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-11-01,0.0,0.0,0.0,0.0,2.3,2.6,0.0,0.03421462167054367
2002-12-01,0.0,0.0,0.0,0.0,4.4,5.3,0.2,0.07226776118625508
2003-01-01,0.0,0.0,0.0,0.0,6.7,6.5,0.4,0.10038432638801267
2003-02-01,4.8,2.3,1.6,1.0,8.9,7.6,1.1,0.32199273763052655
2003-03-01,6.1,2.5,3.4,1.5,13.8,10.8,2.3,0.4705147173086212
2003-04-01,6.5,2.6,3.9,1.5,16.0,13.5,2.3,0.5208842876112659
2003-05-01,6.5,2.6,3.9,1.5,16.0,13.5,2.3,0.5208842876112659
2003-06-01,6.5,2.6,3.9,1.5,16.0,13.5,2.3,0.5208842876112659
2003-07-01,6.5,2.6,3.9,1.5,16.0,13.5,2.3,0.5208842876112659
2003-08-01,6.5,2.6,3.9,1.5,16.0,13.5,2.3,0.5208842876112659
2003-09-01,6.5,2.6,3.9,1.5,16.0,13.5,2.3,0.5208842876112659
2003-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-11-01,0.0,0.0,0.0,0.0,0.2,0.3,0.0,0.0035280809659364904
2003-12-01,0.0,0.0,0.0,0.0,6.9,7.9,2.1,0.14932365994625307
2004-01-01,0.0,0.0,0.0,0.0,11.3,10.9,2.7,0.21313549021712783
2004-02-01,8.4,3.8,6.9,3.7,15.6,14.1,3.9,0.7288341104460409
2004-03-01,8.8,4.4,7.0,4.5,21.1,18.2,5.9,0.8855185230409438
2004-04-01,9.8,4.4,7.0,4.5,21.1,18.6,5.9,0.9033106184893758
2004-05-01,9.8,4.4,8.8,4.5,22.7,22.5,5.9,0.9701197526908615
2004-06-01,9.8,4.4,8.8,4.5,22.7,22.5,5.9,0.9701197526908615
2004-07-01,9.8,4.4,8.8,4.5,22.7,22.5,5.9,0.9701197526908615
2004-08-01,9.8,4.4,8.8,4.5,22.7,22.5,5.9,0.9701197526908615
2004-09-01,9.8,4.4,8.8,4.5,22.7,22.5,5.9,0.9701197526908615
2004-10-01,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.00513588701048577
2004-11-01,0.0,0.0,0.0,0.0,6.3,5.2,0.0,0.0793430032383696
2004-12-01,0.0,0.0,0.0,0.0,11.7,9.4,1.2,0.1716744887056642
2005-01-01,0.0,0.0,0.0,0.0,15.2,11.8,5.7,0.3105220649334535
2005-02-01,11.4,5.0,11.0,5.9,27.6,20.0,8.8,1.1612169419093685
2005-03-01,13.0,5.8,11.0,6.0,32.2,23.5,8.8,1.2638763280610275
2005-04-01,14.0,6.5,11.3,6.0,37.2,25.4,8.8,1.3472436854247398
2005-05-01,14.0,6.5,11.3,6.0,37.2,25.4,8.8,1.3472436854247398
2005-06-01,14.0,6.5,11.3,6.0,37.2,25.4,8.8,1.3472436854247398
2005-07-01,14.0,6.5,11.3,6.0,37.2,25.4,8.8,1.3472436854247398
2005-08-01,14.0,6.5,11.3,6.0,37.2,25.4,8.8,1.3472436854247398
2005-09-01,14.0,6.5,11.3,6.0,37.2,25.4,8.8,1.3472436854247398
2005-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-01,0.0,0.0,0.0,0.0,0.5,0.9,0.0,0.009942257021498748
2005-12-01,0.0,0.0,0.0,0.0,2.2,1.3,0.9,0.043533201906613146
2006-01-01,0.0,0.0,0.0,0.0,4.8,2.8,2.0,0.0955048733206967
2006-02-01,2.3,1.0,2.5,1.0,7.9,5.9,2.8,0.28385950077934974
2006-03-01,3.0,1.4,2.5,1.0,8.9,7.8,3.7,0.3446483499346817
2006-04-01,7.0,3.4,5.3,1.9,16.0,15.1,4.5,0.6420544959755005
2006-05-01,7.0,3.4,5.3,1.9,16.0,15.1,4.5,0.6420544959755005
2006-06-01,7.0,3.4,5.3,1.9,16.0,15.1,4.5,0.6420544959755005
2006-07-01,7.0,3.4,5.3,1.9,16.0,15.1,4.5,0.6420544959755005
2006-08-01,7.0,3.4,5.3,1.9,16.0,15.1,4.5,0.6420544959755005
2006-09-01,7.0,3.4,5.3,1.9,16.0,15.1,4.5,0.6420544959755005
2006-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-11-01,0.0,0.0,0.0,0.0,2.2,3.6,0.0,0.04105299983861644
2006-12-01,0.0,0.0,0.0,0.0,5.6,4.3,1.9,0.1096740798010823
2007-01-01,0.0,0.0,0.0,0.0,9.1,7.9,4.1,0.20719188115859724
2007-02-01,6.9,4.2,5.0,2.6,12.1,12.1,5.6,0.6541271557344798
2007-03-01,7.3,4.5,5.9,3.0,15.2,14.3,6.1,0.7407840849363826
2007-04-01,7.3,4.5,5.9,3.0,15.2,16.3,6.1,0.7557448130251495
2007-05-01,7.3,4.5,5.9,3.0,15.2,16.3,6.1,0.7557448130251495
2007-06-01,7.3,4.5,5.9,3.0,15.2,16.3,6.1,0.7557448130251495
2007-07-01,7.3,4.5,5.9,3.0,15.2,16.3,6.1,0.7557448130251495
2007-08-01,7.3,4.5,5.9,3.0,15.2,16.3,6.1,0.7557448130251495
2007-09-01,7.3,4.5,5.9,3.0,15.2,16.3,6.1,0.7557448130251495
2007-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-01,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0029921456177533974
2007-12-01,0.0,0.0,0.0,0.0,2.9,3.0,1.9,0.08261598788299429
2008-01-01,0.0,0.0,0.0,0.0,12.0,12.2,6.0,0.2995323422992901
2008-02-01,11.2,4.9,9.8,6.4,20.1,18.7,8.4,1.0860854462444294
2008-03-01,13.0,6.0,13.2,7.6,26.8,23.9,10.8,1.363154280281242
2008-04-01,15.1,7.4,13.2,7.6,27.9,26.2,10.8,1.4538903874643654
2008-05-01,15.1,7.4,13.2,7.6,27.9,26.2,10.8,1.4538903874643654
2008-06-01,15.1,7.4,13.2,7.6,27.9,26.2,10.8,1.4538903874643654
2008-07-01,15.1,7.4,13.2,7.6,27.9,26.2,10.8,1.4538903874643654
2008-08-01,15.1,7.4,13.2,7.6,27.9,26.2,10.8,1.4538903874643654
2008-09-01,15.1,7.4,13.2,7.6,27.9,26.2,10.8,1.4538903874643654
2008-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-01,0.0,0.0,0.0,0.0,0.1,0.7,0.0,0.005878240707379166
2008-12-01,0.0,0.0,0.0,0.0,2.7,1.8,0.5,0.04173440692365683
2009-01-01,0.0,0.0,0.0,0.0,13.4,11.0,4.0,0.2557991757808717
2009-02-01,6.6,2.8,6.0,3.0,15.7,13.6,4.2,0.6453877067406281
2009-03-01,7.7,3.5,7.5,3.1,19.3,16.1,5.5,0.7754563009850008
2009-04-01,8.4,3.5,7.5,3.1,22.3,18.1,5.5,0.8200365702445644
2009-05-01,8.4,3.5,7.5,3.1,22.3,19.9,5.5,0.8335012255244546
2009-06-01,8.4,3.5,7.5,3.1,22.3,19.9,5.5,0.8335012255244546
2009-07-01,8.4,3.5,7.5,3.1,22.3,19.9,5.5,0.8335012255244546
2009-08-01,8.4,3.5,7.5,3.1,22.3,19.9,5.5,0.8335012255244546
2009-09-01,8.4,3.5,7.5,3.1,22.3,19.9,5.5,0.8335012255244546
2009-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-01,0.0,0.0,0.0,0.0,1.9,2.4,0.5,0.04108673833980116
2009-12-01,0.0,0.0,0.0,0.0,2.6,3.6,0.5,0.0545570763272364
2010-01-01,0.0,0.0,0.0,0.0,8.2,7.5,2.3,0.15905178391388988
2010-02-01,6.8,3.9,4.9,3.6,13.5,12.3,5.5,0.6822826499207137
2010-03-01,8.8,4.5,6.8,4.6,16.6,15.6,6.8,0.8593968902969351
