,06J10,1061,426,457,467,1252,940,709,825,basinwide_average
1989-11-01,0.0,-999.0,0.0,1.5,0.1,-999.0,-999.0,1.3,2.6,0.029652240431581534
1989-12-01,0.0,-999.0,1.5,5.1,1.9,-999.0,-999.0,5.5,11.8,0.15195649991592555
1990-01-01,0.0,-999.0,4.3,11.9,7.9,-999.0,-999.0,12.8,22.4,0.37732203300205386
1990-02-01,9.5,-999.0,6.4,14.2,11.8,-999.0,-999.0,15.2,28.5,0.5945900028112322
1990-03-01,13.7,-999.0,8.9,18.3,17.7,-999.0,-999.0,18.6,35.8,0.8028682444294771
1990-04-01,15.1,-999.0,10.4,22.2,22.3,-999.0,-999.0,24.3,45.8,0.9785259634420274
1990-05-01,15.1,-999.0,10.4,22.2,22.3,-999.0,-999.0,24.3,49.1,0.9900828438173206
1990-06-01,15.1,-999.0,10.4,22.2,22.3,-999.0,-999.0,24.3,49.1,0.9900828438173206
1990-07-01,15.1,-999.0,10.4,22.2,22.3,-999.0,-999.0,24.3,49.1,0.9900828438173206
1990-08-01,15.1,-999.0,10.4,22.2,22.3,-999.0,-999.0,24.3,49.1,0.9900828438173206
1990-09-01,15.1,-999.0,10.4,22.2,22.3,-999.0,-999.0,24.3,49.1,0.9900828438173206
1990-10-01,0.0,-999.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0
1990-11-01,0.0,-999.0,0.0,0.0,0.0,-999.0,-999.0,0.6,2.7,0.01314449954973782
1990-12-01,0.0,-999.0,1.3,1.6,1.0,-999.0,-999.0,3.8,7.9,0.09004432384209066
1991-01-01,0.0,-999.0,3.6,5.1,4.2,-999.0,-999.0,6.5,14.0,0.21459603250780646
1991-02-01,7.8,-999.0,5.7,10.2,9.2,-999.0,-999.0,10.6,22.1,0.4626285472682572
1991-03-01,10.8,-999.0,7.2,13.4,12.0,-999.0,-999.0,16.1,28.3,0.6197083397008197
1991-04-01,14.6,-999.0,10.9,22.2,18.0,-999.0,-999.0,25.3,41.6,0.9344539133422947
1991-05-01,14.6,-999.0,10.9,22.2,18.0,-999.0,-999.0,30.6,52.0,1.0034606166232536
1991-06-01,14.6,-999.0,10.9,22.2,18.0,-999.0,-999.0,30.6,52.0,1.0034606166232536
1991-07-01,14.6,-999.0,10.9,22.2,18.0,-999.0,-999.0,30.6,52.0,1.0034606166232536
1991-08-01,14.6,-999.0,10.9,22.2,18.0,-999.0,-999.0,30.6,52.0,1.0034606166232536
1991-09-01,14.6,-999.0,10.9,22.2,18.0,-999.0,-999.0,30.6,52.0,1.0034606166232536
1991-10-01,0.0,-999.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0
1991-11-01,0.0,-999.0,0.0,0.0,0.1,-999.0,-999.0,0.1,1.5,0.0067308582674267675
1991-12-01,0.0,-999.0,3.0,6.3,3.2,-999.0,-999.0,8.5,14.4,0.2207485052419005
1992-01-01,0.0,-999.0,4.0,6.6,3.6,-999.0,-999.0,9.1,17.6,0.2552147976322335
1992-02-01,8.5,-999.0,5.0,9.3,7.6,-999.0,-999.0,12.2,23.5,0.454315180624903
1992-03-01,12.0,-999.0,7.1,13.6,11.5,-999.0,-999.0,17.9,31.2,0.6495082618944085
1992-04-01,13.5,-999.0,8.8,15.7,13.3,-999.0,-999.0,22.9,39.6,0.7808830280851348
1992-05-01,13.5,-999.0,8.8,15.7,13.3,-999.0,-999.0,22.9,42.9,0.792439908460428
1992-06-01,13.5,-999.0,8.8,15.7,13.3,-999.0,-999.0,22.9,42.9,0.792439908460428
1992-07-01,13.5,-999.0,8.8,15.7,13.3,-999.0,-999.0,22.9,42.9,0.792439908460428
1992-08-01,13.5,-999.0,8.8,15.7,13.3,-999.0,-999.0,22.9,42.9,0.792439908460428
1992-09-01,13.5,-999.0,8.8,15.7,13.3,-999.0,-999.0,22.9,42.9,0.792439908460428
1992-10-01,0.0,-999.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0
1992-11-01,0.0,-999.0,1.1,0.3,0.7,-999.0,-999.0,1.0,2.8,0.039491542984791066
1992-12-01,0.0,-999.0,3.2,3.9,2.8,-999.0,-999.0,5.0,11.0,0.16792133400972356
1993-01-01,0.0,-999.0,4.7,7.9,7.4,-999.0,-999.0,8.5,20.3,0.3135515487540021
1993-02-01,10.0,-999.0,7.8,12.8,12.7,-999.0,-999.0,14.5,31.8,0.6232869637382565
1993-03-01,13.9,-999.0,11.2,19.1,18.0,-999.0,-999.0,20.9,44.2,0.8890649356124932
1993-04-01,16.3,-999.0,13.9,23.1,19.8,-999.0,-999.0,28.1,53.9,1.0766414361646652
1993-05-01,19.8,-999.0,14.2,28.7,19.8,-999.0,-999.0,38.6,66.2,1.269128277798397
1993-06-01,19.8,-999.0,14.2,28.7,19.8,-999.0,-999.0,38.6,66.2,1.269128277798397
1993-07-01,19.8,-999.0,14.2,28.7,19.8,-999.0,-999.0,38.6,66.2,1.269128277798397
1993-08-01,19.8,-999.0,14.2,28.7,19.8,-999.0,-999.0,38.6,66.2,1.269128277798397
1993-09-01,19.8,-999.0,14.2,28.7,19.8,-999.0,-999.0,38.6,66.2,1.269128277798397
1993-10-01,0.0,-999.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0
1993-11-01,0.0,-999.0,0.1,0.4,0.0,-999.0,-999.0,3.0,6.6,0.046053884831733706
1993-12-01,0.0,-999.0,3.3,4.1,3.6,-999.0,-999.0,7.9,14.0,0.20609740788911415
1994-01-01,0.0,-999.0,5.5,8.1,6.5,-999.0,-999.0,11.9,19.8,0.3375213213842358
1994-02-01,10.0,-999.0,7.6,10.9,9.9,-999.0,-999.0,15.1,26.7,0.5673882627430369
1994-03-01,12.0,-999.0,10.0,14.6,13.7,-999.0,-999.0,18.8,33.8,0.7308897732355466
1994-04-01,12.0,-999.0,11.3,15.2,14.3,-999.0,-999.0,20.8,37.8,0.7849634464729848
1994-05-01,12.0,-999.0,11.3,15.2,14.3,-999.0,-999.0,22.1,46.4,0.8230739291434944
1994-06-01,12.0,-999.0,11.3,15.2,14.3,-999.0,-999.0,22.1,46.4,0.8230739291434944
1994-07-01,12.0,-999.0,11.3,15.2,14.3,-999.0,-999.0,22.1,46.4,0.8230739291434944
1994-08-01,12.0,-999.0,11.3,15.2,14.3,-999.0,-999.0,22.1,46.4,0.8230739291434944
1994-09-01,12.0,-999.0,11.3,15.2,14.3,-999.0,-999.0,22.1,46.4,0.8230739291434944
1994-10-01,0.0,-999.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0
1994-11-01,0.0,-999.0,0.5,0.0,0.0,-999.0,-999.0,0.4,2.3,0.017404444256157222
1994-12-01,0.0,-999.0,3.4,4.4,3.9,-999.0,-999.0,4.5,10.0,0.17749057800550513
1995-01-01,0.0,-999.0,4.7,7.3,6.4,-999.0,-999.0,7.1,16.5,0.278330531527767
1995-02-01,9.2,-999.0,7.0,12.9,11.2,-999.0,-999.0,14.0,28.2,0.5759423290253333
1995-03-01,12.7,-999.0,8.2,15.9,14.4,-999.0,-999.0,19.0,36.2,0.7393066943307534
1995-04-01,14.8,-999.0,11.7,18.3,17.5,-999.0,-999.0,24.6,45.6,0.9225896289896819
1995-05-01,14.8,-999.0,13.0,21.0,17.9,-999.0,-999.0,32.6,59.0,1.0611136518883566
1995-06-01,14.8,-999.0,13.0,21.0,17.9,-999.0,-999.0,37.1,69.5,1.1255520701298423
1995-07-01,14.8,-999.0,13.0,21.0,17.9,-999.0,-999.0,37.1,69.5,1.1255520701298423
1995-08-01,14.8,-999.0,13.0,21.0,17.9,-999.0,-999.0,37.1,69.5,1.1255520701298423
1995-09-01,14.8,-999.0,13.0,21.0,17.9,-999.0,-999.0,37.1,69.5,1.1255520701298423
1995-10-01,0.0,-999.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.6,0.002101250977326036
1995-11-01,0.0,-999.0,1.5,2.0,0.5,-999.0,-999.0,0.7,3.5,0.05713524563414126
1995-12-01,0.0,-999.0,5.7,9.7,5.0,-999.0,-999.0,8.4,17.9,0.3116320962142113
1996-01-01,0.0,-999.0,7.3,13.0,6.9,-999.0,-999.0,11.9,24.9,0.4218308168047196
1996-02-01,13.3,-999.0,14.5,20.4,14.5,-999.0,-999.0,24.2,39.7,0.912645777652077
1996-03-01,21.0,-999.0,18.1,26.0,18.6,-999.0,-999.0,31.9,48.7,1.2017061820453636
1996-04-01,21.0,-999.0,19.3,29.6,23.0,-999.0,-999.0,36.6,54.1,1.3320782333238796
1996-05-01,21.0,-999.0,19.3,29.6,23.0,-999.0,-999.0,42.2,60.0,1.3871699893507783
1996-06-01,21.0,-999.0,19.3,29.6,23.0,-999.0,-999.0,42.2,60.0,1.3871699893507783
1996-07-01,21.0,-999.0,19.3,29.6,23.0,-999.0,-999.0,42.2,60.0,1.3871699893507783
1996-08-01,21.0,-999.0,19.3,29.6,23.0,-999.0,-999.0,42.2,60.0,1.3871699893507783
1996-09-01,21.0,-999.0,19.3,29.6,23.0,-999.0,-999.0,42.2,60.0,1.3871699893507783
1996-10-01,0.0,-999.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0
1996-11-01,0.0,-999.0,0.4,3.5,2.5,-999.0,-999.0,3.4,7.0,0.0997833051645255
1996-12-01,0.0,-999.0,2.3,7.8,6.3,-999.0,-999.0,9.2,15.4,0.2573495506413546
1997-01-01,0.0,-999.0,6.4,14.7,14.1,-999.0,-999.0,17.9,32.6,0.5486632211666347
1997-02-01,18.5,-999.0,11.4,23.5,21.9,-999.0,-999.0,30.3,46.2,1.073291897596805
1997-03-01,20.7,-999.0,12.9,25.8,26.2,-999.0,-999.0,32.5,50.2,1.1998332319053473
1997-04-01,20.7,-999.0,12.9,25.8,26.2,-999.0,-999.0,36.6,53.6,1.2369476001472943
1997-05-01,20.7,-999.0,12.9,25.8,26.2,-999.0,-999.0,44.9,61.5,1.3156434417815812
1997-06-01,20.7,-999.0,12.9,25.8,26.2,-999.0,-999.0,44.9,62.4,1.3187953182475702
1997-07-01,20.7,-999.0,12.9,25.8,26.2,-999.0,-999.0,44.9,62.4,1.3187953182475702
1997-08-01,20.7,-999.0,12.9,25.8,26.2,-999.0,-999.0,44.9,62.4,1.3187953182475702
1997-09-01,20.7,-999.0,12.9,25.8,26.2,-999.0,-999.0,44.9,62.4,1.3187953182475702
1997-10-01,0.0,-999.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0
1997-11-01,0.0,-999.0,0.0,0.8,0.5,-999.0,-999.0,2.0,5.3,0.04140726561419562
1997-12-01,0.0,-999.0,1.5,2.8,3.0,-999.0,-999.0,5.0,11.4,0.13904698370820193
1998-01-01,0.0,-999.0,2.7,5.2,4.3,-999.0,-999.0,6.9,14.2,0.2069953148916491
1998-02-01,7.6,-999.0,5.8,11.6,9.8,-999.0,-999.0,13.5,27.7,0.5154187666785003
1998-03-01,11.7,-999.0,7.9,16.8,13.7,-999.0,-999.0,20.4,38.1,0.7408155741758429
1998-04-01,13.0,-999.0,8.7,18.9,16.4,-999.0,-999.0,26.8,44.0,0.8652875242741097
1998-05-01,13.0,-999.0,8.7,18.9,16.4,-999.0,-999.0,30.0,53.4,0.917881097061661
1998-06-01,13.0,-999.0,8.7,18.9,16.4,-999.0,-999.0,30.0,53.4,0.917881097061661
1998-07-01,13.0,-999.0,8.7,18.9,16.4,-999.0,-999.0,30.0,53.4,0.917881097061661
1998-08-01,13.0,-999.0,8.7,18.9,16.4,-999.0,-999.0,30.0,53.4,0.917881097061661
1998-09-01,13.0,-999.0,8.7,18.9,16.4,-999.0,0.0,30.0,53.4,0.7867552260528523
1998-10-01,0.0,-999.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0
1998-11-01,0.0,-999.0,0.0,0.0,0.6,-999.0,1.4,1.2,2.8,0.027933774422495995
1998-12-01,0.0,-999.0,1.2,2.2,1.9,-999.0,4.3,3.7,11.6,0.12417212807968973
1999-01-01,0.0,-999.0,2.5,4.9,3.6,-999.0,7.8,5.1,14.8,0.20904119344109967
1999-02-01,10.4,-999.0,6.0,11.8,11.2,-999.0,16.0,14.6,27.8,0.5875559808735601
1999-03-01,14.2,-999.0,8.5,16.1,16.2,-999.0,20.4,19.8,38.0,0.8028724606961511
1999-04-01,14.2,-999.0,8.5,16.1,16.2,-999.0,21.7,22.9,42.5,0.8408578278467834
1999-05-01,14.2,-999.0,8.5,16.1,16.2,-999.0,22.5,27.3,54.8,0.9059767778524542
1999-06-01,14.2,-999.0,8.5,16.1,16.2,-999.0,22.5,27.3,54.8,0.9059767778524542
1999-07-01,14.2,-999.0,8.5,16.1,16.2,-999.0,22.5,27.3,54.8,0.9059767778524542
1999-08-01,14.2,-999.0,8.5,16.1,16.2,-999.0,22.5,27.3,54.8,0.9059767778524542
1999-09-01,14.2,-999.0,8.5,16.1,16.2,-999.0,22.5,27.3,54.8,0.9059767778524542
1999-10-01,0.0,-999.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0
1999-11-01,0.0,-999.0,0.1,0.0,0.0,-999.0,0.2,0.6,0.7,0.007696797647121401
1999-12-01,0.0,-999.0,0.8,2.0,1.6,-999.0,2.2,1.7,4.4,0.0705890107961227
2000-01-01,0.0,-999.0,3.1,6.3,5.4,-999.0,6.0,6.3,14.1,0.23174566310638103
2000-02-01,11.2,-999.0,6.9,12.5,10.5,-999.0,13.0,14.1,25.6,0.5769238626868921
2000-03-01,16.0,-999.0,9.4,21.0,16.2,-999.0,20.7,23.3,37.7,0.8820044625728757
2000-04-01,18.6,-999.0,12.8,23.4,19.1,-999.0,24.0,30.8,45.9,1.06805916095929
2000-05-01,18.6,-999.0,12.8,23.4,19.1,-999.0,24.0,30.8,45.9,1.06805916095929
2000-06-01,18.6,-999.0,12.8,23.4,19.1,-999.0,24.0,30.8,45.9,1.06805916095929
2000-07-01,18.6,-999.0,12.8,23.4,19.1,-999.0,24.0,30.8,45.9,1.06805916095929
2000-08-01,18.6,-999.0,12.8,23.4,19.1,-999.0,24.0,30.8,45.9,1.06805916095929
2000-09-01,18.6,-999.0,12.8,23.4,19.1,-999.0,24.0,30.8,45.9,1.06805916095929
2000-10-01,0.0,-999.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0
2000-11-01,0.0,-999.0,0.0,1.3,0.4,-999.0,0.7,0.0,1.8,0.021430359994523425
2000-12-01,0.0,-999.0,2.3,5.4,3.0,-999.0,4.1,5.0,9.7,0.16657493519097216
2001-01-01,0.0,-999.0,5.1,10.7,8.4,-999.0,10.2,10.3,18.8,0.36844366546596463
2001-02-01,9.1,-999.0,6.2,12.7,10.4,-999.0,12.0,12.0,22.7,0.524151222878827
2001-03-01,12.6,-999.0,8.5,16.4,14.4,-999.0,16.5,15.7,29.8,0.7063925223500374
2001-04-01,12.6,-999.0,11.0,16.4,17.0,-999.0,19.9,20.5,36.0,0.8203513610131531
2001-05-01,12.6,-999.0,11.0,16.4,17.0,-999.0,19.9,20.5,36.0,0.8203513610131531
2001-06-01,12.6,-999.0,11.0,16.4,17.0,-999.0,19.9,20.5,36.0,0.8203513610131531
2001-07-01,12.6,-999.0,11.0,16.4,17.0,-999.0,19.9,20.5,36.0,0.8203513610131531
2001-08-01,12.6,-999.0,11.0,16.4,17.0,-999.0,19.9,20.5,36.0,0.8203513610131531
2001-09-01,12.6,-999.0,11.0,16.4,17.0,-999.0,19.9,20.5,36.0,0.8203513610131531
2001-10-01,0.0,-999.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0
2001-11-01,0.0,-999.0,0.2,0.1,0.1,-999.0,0.4,0.0,1.7,0.011378076046314597
2001-12-01,0.0,-999.0,1.8,4.4,2.1,-999.0,3.4,3.7,7.8,0.1303935850130795
2002-01-01,0.0,-999.0,3.3,8.0,5.1,-999.0,7.1,7.3,13.7,0.2542040153102783
2002-02-01,9.2,-999.0,5.2,12.0,7.6,-999.0,10.3,10.6,18.5,0.4572294031270145
2002-03-01,11.9,-999.0,7.7,15.3,11.0,-999.0,13.9,14.5,22.6,0.6138720590394742
2002-04-01,13.3,-999.0,8.6,17.0,15.1,-999.0,18.4,16.4,28.4,0.7344998656662726
2002-05-01,13.3,-999.0,8.6,17.0,15.1,-999.0,18.4,16.4,30.2,0.739903082465111
2002-06-01,13.3,-999.0,8.6,17.0,15.1,-999.0,18.4,16.4,30.2,0.739903082465111
2002-07-01,13.3,-999.0,8.6,17.0,15.1,-999.0,18.4,16.4,30.2,0.739903082465111
2002-08-01,13.3,-999.0,8.6,17.0,15.1,-999.0,18.4,16.4,30.2,0.739903082465111
2002-09-01,13.3,-999.0,8.6,17.0,15.1,-999.0,18.4,16.4,30.2,0.739903082465111
2002-10-01,0.0,-999.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.1,0.00030017871104657656
2002-11-01,0.0,-999.0,0.8,1.0,0.7,-999.0,1.4,1.7,4.4,0.052241650811049964
2002-12-01,0.0,-999.0,4.3,4.3,2.7,-999.0,4.6,6.4,11.1,0.19534274611721192
2003-01-01,0.0,-999.0,5.8,9.2,6.1,-999.0,8.6,11.2,18.6,0.34380206402197044
2003-02-01,9.4,-999.0,7.8,11.8,9.1,-999.0,12.5,14.2,23.7,0.5478728338895783
2003-03-01,13.8,-999.0,12.2,17.8,14.0,-999.0,18.3,20.8,34.1,0.8184428356636511
2003-04-01,15.8,-999.0,14.8,21.0,17.9,-999.0,22.8,25.3,43.0,0.9961477783354757
2003-05-01,15.8,-999.0,14.8,21.0,17.9,-999.0,22.8,29.5,50.1,1.0395936877304066
2003-06-01,15.8,-999.0,14.8,21.0,17.9,-999.0,22.8,29.5,50.1,1.0395936877304066
2003-07-01,15.8,-999.0,14.8,21.0,17.9,-999.0,22.8,29.5,50.1,1.0395936877304066
2003-08-01,15.8,-999.0,14.8,21.0,17.9,-999.0,22.8,29.5,50.1,1.0395936877304066
2003-09-01,15.8,-999.0,14.8,21.0,17.9,-999.0,22.8,29.5,50.1,1.0395936877304066
2003-10-01,0.0,-999.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0
2003-11-01,0.0,-999.0,0.0,0.3,0.8,-999.0,0.5,0.2,0.0,0.01210646927836193
2003-12-01,0.0,-999.0,3.4,6.4,5.8,-999.0,7.7,6.0,13.4,0.2458795526280809
2004-01-01,0.0,-999.0,5.7,11.0,9.6,-999.0,12.0,11.6,20.4,0.40933654085715354
2004-02-01,10.2,-999.0,7.4,13.6,12.0,-999.0,15.4,14.1,24.9,0.6051221934118974
2004-03-01,13.2,-999.0,10.5,18.1,15.7,-999.0,19.2,19.2,30.1,0.7926899750336956
2004-04-01,13.2,-999.0,10.5,18.1,15.7,-999.0,19.2,20.7,33.4,0.810500594252027
2004-05-01,13.2,-999.0,10.5,18.1,15.7,-999.0,19.2,20.7,39.7,0.8294118530479614
2004-06-01,13.2,-999.0,10.5,18.1,15.7,-999.0,19.2,20.7,39.7,0.8294118530479614
2004-07-01,13.2,-999.0,10.5,18.1,15.7,-999.0,19.2,20.7,39.7,0.8294118530479614
2004-08-01,13.2,-999.0,10.5,18.1,15.7,-999.0,19.2,20.7,39.7,0.8294118530479614
2004-09-01,13.2,-999.0,10.5,18.1,15.7,-999.0,19.2,20.7,39.7,0.8294118530479614
2004-10-01,0.0,-999.0,0.0,0.0,0.0,-999.0,0.0,0.0,2.2,0.006603931643024684
2004-11-01,0.0,0.2,0.4,2.2,1.1,-999.0,2.0,2.1,8.0,0.0679797436524652
2004-12-01,0.0,2.0,1.7,5.3,3.6,-999.0,4.1,4.7,12.3,0.17040839740280067
2005-01-01,0.0,4.1,2.7,8.1,7.0,-999.0,10.0,7.9,18.5,0.3057032710343315
2005-02-01,7.1,6.0,5.3,12.5,13.7,-999.0,16.4,12.1,24.0,0.5479519016369132
2005-03-01,9.8,7.0,7.2,16.3,18.3,-999.0,21.8,15.4,30.5,0.7139582784665077
2005-04-01,12.2,9.0,9.5,21.1,21.8,-999.0,24.8,21.8,38.0,0.8952685996906943
2005-05-01,12.2,10.0,9.5,21.1,21.8,-999.0,24.8,21.8,41.4,0.9152551078115516
2005-06-01,12.2,10.0,9.5,21.1,21.8,-999.0,24.8,21.8,41.4,0.9152551078115516
2005-07-01,12.2,10.0,9.5,21.1,21.8,-999.0,24.8,21.8,41.4,0.9152551078115516
2005-08-01,12.2,10.0,9.5,21.1,21.8,-999.0,24.8,21.8,41.4,0.9152551078115516
2005-09-01,12.2,10.0,9.5,21.1,21.8,-999.0,24.8,21.8,41.4,0.9152551078115516
2005-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0
2005-11-01,0.0,0.3,0.0,0.0,0.0,-999.0,0.0,0.0,1.6,0.007519359394818565
2005-12-01,0.0,3.1,3.3,5.3,3.1,-999.0,4.5,7.0,11.5,0.2065672577826595
2006-01-01,0.0,6.5,7.0,13.4,9.3,-999.0,14.3,16.2,27.2,0.5072334282749043
2006-02-01,16.7,8.6,10.2,18.7,14.5,-999.0,20.2,24.2,38.3,0.8592056594379546
2006-03-01,18.1,10.5,12.6,21.9,17.8,-999.0,23.5,28.2,44.7,1.0095400351177617
2006-04-01,20.1,12.5,16.1,24.6,20.9,-999.0,28.0,35.5,51.3,1.195215882769548
2006-05-01,20.1,12.5,16.1,24.6,20.9,-999.0,28.0,35.5,55.2,1.2054594812840125
2006-06-01,20.1,12.5,16.1,24.6,20.9,-999.0,28.0,35.5,55.2,1.2054594812840125
2006-07-01,20.1,12.5,16.1,24.6,20.9,-999.0,28.0,35.5,55.2,1.2054594812840125
2006-08-01,20.1,12.5,16.1,24.6,20.9,-999.0,28.0,35.5,55.2,1.2054594812840125
2006-09-01,20.1,12.5,16.1,24.6,20.9,-999.0,28.0,35.5,55.2,1.2054594812840125
2006-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,0.0,1.3,0.003414532838154808
2006-11-01,0.0,1.7,1.1,2.7,1.4,-999.0,2.4,3.1,5.3,0.09637450464332462
2006-12-01,0.0,3.6,2.1,5.5,4.0,-999.0,5.5,5.8,10.0,0.20269277000774408
2007-01-01,0.0,4.6,3.6,8.3,7.0,-999.0,8.7,8.9,14.0,0.30737080768073843
2007-02-01,7.6,6.4,5.0,10.3,8.5,-999.0,11.7,11.0,16.6,0.4564693924153551
2007-03-01,14.4,8.6,8.1,16.7,15.2,-999.0,19.2,18.4,26.7,0.7493757710968052
2007-04-01,14.4,10.2,8.1,16.7,15.2,-999.0,20.6,21.4,30.0,0.7972378336716819
2007-05-01,14.4,10.9,8.1,16.7,15.2,-999.0,20.6,21.4,30.1,0.8052398240709029
2007-06-01,14.4,10.9,8.1,16.7,15.2,-999.0,20.6,21.4,30.1,0.8052398240709029
2007-07-01,14.4,10.9,8.1,16.7,15.2,-999.0,20.6,21.4,30.1,0.8052398240709029
2007-08-01,14.4,10.9,8.1,16.7,15.2,-999.0,20.6,21.4,30.1,0.8052398240709029
2007-09-01,14.4,10.9,8.1,16.7,15.2,-999.0,20.6,21.4,30.1,0.8052398240709029
2007-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0
2007-11-01,0.0,0.8,0.0,0.0,0.3,-999.0,0.0,2.2,3.2,0.029335918047788047
2007-12-01,0.0,1.3,0.8,1.6,2.1,-999.0,1.7,4.0,5.5,0.08779110617188783
2008-01-01,0.0,4.1,4.8,8.4,8.1,-999.0,9.1,9.7,14.9,0.33019364426606224
2008-02-01,11.6,6.5,8.9,15.3,14.8,-999.0,18.0,17.1,26.5,0.6883140648236558
2008-03-01,16.6,9.3,12.5,21.6,21.6,-999.0,24.3,25.0,37.3,0.9763533960138329
2008-04-01,19.0,11.4,15.4,25.6,27.0,-999.0,28.4,32.0,43.3,1.1774449608163247
2008-05-01,19.0,12.0,15.4,25.6,27.0,-999.0,28.4,34.3,48.8,1.2091302778521147
2008-06-01,19.0,12.0,15.4,25.6,27.0,-999.0,28.4,34.3,48.8,1.2091302778521147
2008-07-01,19.0,12.0,15.4,25.6,27.0,-999.0,28.4,34.3,48.8,1.2091302778521147
2008-08-01,19.0,12.0,15.4,25.6,27.0,-999.0,28.4,34.3,48.8,1.2091302778521147
2008-09-01,19.0,12.0,15.4,25.6,27.0,-999.0,28.4,34.3,48.8,1.2091302778521147
2008-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0
2008-11-01,0.0,0.3,0.1,0.1,0.2,-999.0,0.1,0.1,0.9,0.009602325193727085
2008-12-01,0.0,1.6,1.7,4.2,1.8,-999.0,3.2,4.2,7.4,0.12779905798039437
2009-01-01,0.0,4.4,5.7,9.6,8.5,-999.0,10.3,10.0,13.7,0.3572229032522227
2009-02-01,12.7,7.6,10.4,17.5,16.1,-999.0,20.6,20.0,28.5,0.7788639597655731
2009-03-01,15.4,8.6,12.3,21.5,20.3,-999.0,25.5,24.5,37.1,0.9517600770546757
2009-04-01,15.4,10.5,14.5,24.2,22.2,-999.0,29.8,30.4,44.9,1.094839343900582
2009-05-01,15.4,10.8,14.5,24.2,22.2,-999.0,29.8,30.4,49.4,1.1099757380882074
2009-06-01,15.4,10.8,14.5,24.2,22.2,-999.0,29.8,30.4,49.4,1.1099757380882074
2009-07-01,15.4,10.8,14.5,24.2,22.2,-999.0,29.8,30.4,49.4,1.1099757380882074
2009-08-01,15.4,10.8,14.5,24.2,22.2,-999.0,29.8,30.4,49.4,1.1099757380882074
2009-09-01,15.4,10.8,14.5,24.2,22.2,-999.0,29.8,30.4,49.4,1.1099757380882074
2009-10-01,0.0,0.0,0.3,0.0,0.0,-999.0,0.0,0.0,1.0,0.005727244655509684
2009-11-01,0.0,0.6,0.5,0.9,0.2,-999.0,0.8,1.3,7.3,0.04790889272452316
2009-12-01,0.0,1.9,1.1,2.5,2.1,-999.0,1.7,2.0,9.6,0.10433334464642433
2010-01-01,0.0,3.9,4.0,6.8,5.6,-999.0,6.9,5.7,15.6,0.2655205603585481
2010-02-01,7.6,5.4,6.0,9.9,10.3,-999.0,11.6,8.6,21.4,0.46605289286772594
2010-03-01,9.6,7.2,8.7,13.7,14.1,-999.0,16.0,11.9,28.1,0.6334799472086159
2010-04-01,12.4,9.1,9.6,15.7,17.6,-999.0,20.4,14.7,32.8,0.7697416296806612
2010-05-01,13.1,10.2,9.6,15.7,17.6,-999.0,23.0,16.4,39.5,0.8271479456940806
2010-06-01,13.1,10.2,9.6,15.7,17.6,-999.0,23.0,16.4,39.5,0.8271479456940806
2010-07-01,13.1,10.2,9.6,15.7,17.6,-999.0,23.0,16.4,39.5,0.8271479456940806
2010-08-01,13.1,10.2,9.6,15.7,17.6,-999.0,23.0,16.4,39.5,0.8271479456940806
2010-09-01,13.1,10.2,9.6,15.7,17.6,-999.0,23.0,16.4,39.5,0.8271479456940806
2010-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0
2010-11-01,0.0,0.8,1.1,2.5,1.0,-999.0,2.7,3.4,8.4,0.09383554954664794
2010-12-01,0.0,3.6,3.1,7.5,4.7,-999.0,7.6,10.3,15.8,0.27674086047094615
2011-01-01,0.0,6.3,6.8,13.4,11.8,-999.0,16.7,17.0,27.7,0.5372876400308088
2011-02-01,12.4,8.6,9.9,18.4,16.0,-999.0,22.4,23.8,37.2,0.8372191880993234
2011-03-01,16.8,11.4,14.1,23.8,20.9,-999.0,28.4,29.4,45.0,1.0890064876615706
2011-04-01,20.9,14.2,18.7,31.1,26.4,-999.0,35.8,40.7,57.1,1.4027832719500255
2011-05-01,23.7,16.4,19.1,36.9,30.5,-999.0,44.5,50.7,72.5,1.6481564153879262
2011-06-01,23.7,16.4,19.1,36.9,30.5,-999.0,44.5,50.7,78.7,1.664441110462203
