,07M06,538,basinwide_average
2010-02-01,7.3,7.5,0.5332862618163611
2010-03-01,11.5,10.4,0.7874571155561667
2010-04-01,18.6,15.3,1.2170383024635858
2010-05-01,18.6,15.3,1.2170383024635858
2010-06-01,18.6,15.3,1.2170383024635858
2010-07-01,18.6,15.3,1.2170383024635858
2010-08-01,18.6,15.3,1.2170383024635858
2010-09-01,18.6,15.3,1.2170383024635858
2010-10-01,0.0,0.0,0.0
2010-11-01,0.0,0.5,0.01860382707299787
2010-12-01,0.0,3.3,0.12278525868178594
2011-01-01,0.0,6.8,0.25301204819277107
2011-02-01,9.4,10.0,0.6994397255395595
2011-03-01,14.0,12.9,0.9675409275380715
2011-04-01,15.4,14.5,1.0758293930771372
2011-05-01,15.4,15.9,1.1279201088815314
2011-06-01,15.4,15.9,1.1279201088815314
2011-07-01,15.4,15.9,1.1279201088815314
2011-08-01,15.4,15.9,1.1279201088815314
2011-09-01,15.4,15.9,1.1279201088815314
2011-10-01,0.0,0.0,0.0
2011-11-01,0.0,0.2,0.007441530829199149
2011-12-01,0.0,2.2,0.08185683912119064
2012-01-01,0.0,5.1,0.18975903614457826
2012-02-01,6.6,7.1,0.49402509070522643
2012-03-01,9.6,9.6,0.6915218380105144
2012-04-01,9.6,9.6,0.6915218380105144
2012-05-01,9.6,9.6,0.6915218380105144
2012-06-01,9.6,9.6,0.6915218380105144
2012-07-01,9.6,9.6,0.6915218380105144
2012-08-01,9.6,9.6,0.6915218380105144
2012-09-01,9.6,9.6,0.6915218380105144
2012-10-01,0.0,0.0,0.0
2012-11-01,0.0,0.0,0.0
2012-12-01,0.0,1.0,0.03720765414599574
2013-01-01,0.0,3.2,0.11906449326718638
2013-02-01,4.7,5.5,0.3683236898427775
2013-03-01,9.2,8.2,0.6255007739474138
2013-04-01,10.4,9.3,0.7082202382841285
2013-05-01,10.4,9.3,0.7082202382841285
2013-06-01,10.4,9.3,0.7082202382841285
2013-07-01,10.4,9.3,0.7082202382841285
2013-08-01,10.4,9.3,0.7082202382841285
2013-09-01,10.4,9.3,0.7082202382841285
2013-10-01,0.0,0.0,0.0
2013-11-01,0.0,1.2,0.04464918497519489
2013-12-01,0.0,3.8,0.14138908575478382
2014-01-01,0.0,5.6,0.20836286321757613
2014-02-01,6.2,7.2,0.4838155078611196
2014-03-01,12.2,10.8,0.8267182866673013
2014-04-01,14.2,12.6,0.9633438054236259
2014-05-01,14.2,12.6,0.9633438054236259
2014-06-01,14.2,12.6,0.9633438054236259
2014-07-01,14.2,12.6,0.9633438054236259
2014-08-01,14.2,12.6,0.9633438054236259
2014-09-01,14.2,12.6,0.9633438054236259
2014-10-01,0.0,0.0,0.0
2014-11-01,0.0,0.0,0.0
2014-12-01,0.0,4.6,0.1711552090715804
2015-01-01,0.0,7.9,0.29394046775336635
2015-02-01,9.6,8.9,0.6654764801083173
2015-03-01,11.6,11.6,0.8355888875960381
2015-04-01,11.6,11.6,0.8355888875960381
2015-05-01,11.6,11.6,0.8355888875960381
2015-06-01,11.6,11.6,0.8355888875960381
2015-07-01,11.6,11.6,0.8355888875960381
2015-08-01,11.6,11.6,0.8355888875960381
2015-09-01,11.6,11.6,0.8355888875960381
2015-10-01,0.0,0.0,0.0
2015-11-01,0.0,0.2,0.007441530829199149
2015-12-01,0.0,3.6,0.1339475549255847
2016-01-01,0.0,7.5,0.27905740609496804
2016-02-01,11.5,11.2,0.8172232388729632
2016-03-01,14.0,12.9,0.9675409275380715
2016-04-01,14.0,15.0,1.0456770012446626
2016-05-01,14.0,15.0,1.0456770012446626
2016-06-01,14.0,15.0,1.0456770012446626
2016-07-01,14.0,15.0,1.0456770012446626
2016-08-01,14.0,15.0,1.0456770012446626
2016-09-01,14.0,15.0,1.0456770012446626
2016-10-01,0.0,0.0,0.0
2016-11-01,0.0,0.0,0.0
2016-12-01,0.0,2.7,0.10046066619418852
2017-01-01,0.0,6.4,0.23812898653437276
2017-02-01,13.8,12.8,0.9568549879941186
2017-03-01,14.3,15.5,1.0747285895116903
2017-04-01,15.3,16.3,1.1393205834752531
2017-05-01,15.3,16.3,1.1393205834752531
2017-06-01,15.3,16.3,1.1393205834752531
2017-07-01,15.3,16.3,1.1393205834752531
2017-08-01,15.3,16.3,1.1393205834752531
2017-09-01,15.3,16.3,1.1393205834752531
2017-10-01,0.0,0.0,0.0
2017-11-01,0.0,0.9,0.03348688873139617
2017-12-01,0.0,1.1,0.04092841956059532
2018-01-01,0.0,1.6,0.05953224663359319
2018-02-01,3.9,4.4,0.29953457376476933
2018-03-01,8.0,7.6,0.561385136683697
2018-04-01,8.0,8.2,0.5837097291712945
2018-05-01,8.0,8.2,0.5837097291712945
2018-06-01,8.0,8.2,0.5837097291712945
2018-07-01,8.0,8.2,0.5837097291712945
2018-08-01,8.0,8.2,0.5837097291712945
2018-09-01,8.0,8.2,0.5837097291712945
2018-10-01,0.0,0.0,0.0
2018-11-01,0.0,0.4,0.014883061658398297
2018-12-01,0.0,1.8,0.06697377746279234
2019-01-01,0.0,4.3,0.1599929128277817
2019-02-01,10.0,7.4,0.6235953471480302
2019-03-01,13.6,11.6,0.9052406288895705
2019-04-01,21.3,18.9,1.445015708135439
2019-05-01,21.3,18.9,1.445015708135439
2019-06-01,21.3,18.9,1.445015708135439
2019-07-01,21.3,18.9,1.445015708135439
2019-08-01,21.3,18.9,1.445015708135439
2019-09-01,21.3,18.9,1.445015708135439
2019-10-01,0.0,0.0,0.0
2019-11-01,0.0,0.7,0.026045357902197017
2019-12-01,0.0,2.9,0.10790219702338764
2020-01-01,0.0,6.5,0.24184975194897232
2020-02-01,10.1,8.6,0.6717271191879017
2020-03-01,11.0,10.5,0.7737649456473832
2020-04-01,11.0,12.6,0.8519010193539742
2020-05-01,11.0,12.6,0.8519010193539742
2020-06-01,11.0,12.6,0.8519010193539742
2020-07-01,11.0,12.6,0.8519010193539742
2020-08-01,11.0,12.6,0.8519010193539742
2020-09-01,11.0,12.6,0.8519010193539742
2020-10-01,0.0,0.0,0.0
2020-11-01,0.0,0.6,0.022324592487597446
2020-12-01,0.0,2.7,0.10046066619418852
2021-01-01,0.0,5.2,0.19347980155917788
2021-02-01,7.6,7.2,0.5325717267665923
2021-03-01,11.2,9.7,0.7509639964599397
2021-04-01,14.2,13.1,0.9819476324966239
2021-05-01,14.2,13.1,0.9819476324966239
2021-06-01,-999.0,13.1,0.9748405386250885
2021-07-01,-999.0,13.1,0.9748405386250885
2021-08-01,-999.0,13.1,0.9748405386250885
2021-09-01,-999.0,13.1,0.9748405386250885
