,05K03,06J17,06J11,05J16,05K21,05J10,05K07,06K12,05J24,05J09,05K18,05K19,06J05,1030,335,345,913,1186,1187,970,565,607,1014,688,793,869,basinwide_average
1993-01-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,6.4,13.5,-999.0,-999.0,-999.0,-999.0,9.9,4.1,-999.0,3.5,3.3,6.9,0.1452248261121145
1993-02-01,8.8,-999.0,0.0,4.9,9.1,0.0,5.8,6.5,7.7,4.9,6.4,7.6,8.6,-999.0,9.9,22.5,-999.0,-999.0,-999.0,-999.0,15.9,7.6,-999.0,5.1,5.8,10.1,0.5342748632977781
1993-03-01,17.1,-999.0,0.0,7.7,14.8,0.0,10.1,10.8,12.9,10.4,11.8,13.1,13.5,-999.0,16.3,28.4,-999.0,-999.0,-999.0,-999.0,23.3,11.3,-999.0,9.6,10.2,14.4,0.8824082009485698
1993-04-01,18.9,-999.0,0.0,9.0,18.2,22.1,10.8,12.3,15.3,10.9,13.2,15.7,13.8,-999.0,22.7,34.2,-999.0,-999.0,-999.0,-999.0,29.2,13.7,-999.0,11.9,10.8,17.4,1.0776777236593633
1993-05-01,21.9,-999.0,0.0,9.0,23.5,22.1,12.5,14.2,17.9,13.0,15.9,19.3,16.9,-999.0,30.4,38.5,-999.0,-999.0,-999.0,-999.0,35.5,13.7,-999.0,11.9,10.8,22.5,1.2383134913246274
1993-06-01,21.9,-999.0,0.0,9.0,23.5,22.1,12.5,14.2,17.9,13.0,15.9,19.3,16.9,-999.0,30.4,38.5,-999.0,-999.0,-999.0,-999.0,35.5,13.7,-999.0,11.9,10.8,22.5,1.2383134913246274
1993-07-01,21.9,-999.0,0.0,9.0,23.5,22.1,12.5,14.2,17.9,13.0,15.9,19.3,16.9,-999.0,30.4,38.5,-999.0,-999.0,-999.0,-999.0,35.5,13.7,-999.0,11.9,10.8,22.5,1.2383134913246274
1993-08-01,21.9,-999.0,0.0,9.0,23.5,22.1,12.5,14.2,17.9,13.0,15.9,19.3,16.9,-999.0,30.4,38.5,-999.0,-999.0,-999.0,-999.0,35.5,13.7,-999.0,11.9,10.8,22.5,1.2383134913246274
1993-09-01,21.9,-999.0,0.0,9.0,23.5,22.1,12.5,14.2,17.9,13.0,15.9,19.3,16.9,-999.0,30.4,38.5,-999.0,-999.0,-999.0,-999.0,35.5,13.7,-999.0,11.9,10.8,22.5,1.2383134913246274
1993-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0
1993-11-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.1,2.0,-999.0,-999.0,-999.0,-999.0,3.2,0.4,-999.0,1.0,0.5,1.5,0.026321648477445635
1993-12-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,3.3,5.9,-999.0,-999.0,-999.0,-999.0,5.6,2.1,-999.0,3.0,2.1,3.4,0.08226308202794619
1994-01-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,6.1,8.7,-999.0,-999.0,-999.0,-999.0,9.1,3.4,-999.0,4.8,3.4,4.7,0.13037374320185796
1994-02-01,9.0,-999.0,0.0,3.0,10.3,0.0,5.6,5.2,7.4,4.2,5.8,8.5,7.0,-999.0,10.5,11.4,-999.0,-999.0,-999.0,-999.0,15.2,5.2,-999.0,6.9,4.3,5.9,0.459517527723427
1994-03-01,13.3,-999.0,0.0,3.6,13.5,0.0,6.8,7.4,10.7,7.3,7.0,10.7,10.6,-999.0,13.9,18.4,-999.0,-999.0,-999.0,-999.0,20.1,7.4,-999.0,9.7,6.6,9.0,0.6449451397140777
1994-04-01,17.3,-999.0,0.0,4.3,16.6,18.2,7.6,9.1,10.7,7.3,9.8,13.8,12.9,-999.0,17.0,21.2,-999.0,-999.0,-999.0,-999.0,24.6,9.8,-999.0,9.7,7.3,10.3,0.8036172603393987
1994-05-01,17.3,-999.0,0.0,4.3,16.6,18.2,7.6,9.1,10.7,7.3,9.8,13.8,12.9,-999.0,19.5,24.0,-999.0,-999.0,-999.0,-999.0,24.6,9.8,-999.0,9.7,7.3,13.1,0.8247490867407415
1994-06-01,17.3,-999.0,0.0,4.3,16.6,18.2,7.6,9.1,10.7,7.3,9.8,13.8,12.9,-999.0,19.5,24.0,-999.0,-999.0,-999.0,-999.0,24.6,9.8,-999.0,9.7,7.3,13.1,0.8247490867407415
1994-07-01,17.3,-999.0,0.0,4.3,16.6,18.2,7.6,9.1,10.7,7.3,9.8,13.8,12.9,-999.0,19.5,24.0,-999.0,-999.0,-999.0,-999.0,24.6,9.8,-999.0,9.7,7.3,13.1,0.8247490867407415
1994-08-01,17.3,-999.0,0.0,4.3,16.6,18.2,7.6,9.1,10.7,7.3,9.8,13.8,12.9,-999.0,19.5,24.0,-999.0,-999.0,-999.0,-999.0,24.6,9.8,-999.0,9.7,7.3,13.1,0.8247490867407415
1994-09-01,17.3,-999.0,0.0,4.3,16.6,18.2,7.6,9.1,10.7,7.3,9.8,13.8,12.9,-999.0,19.5,24.0,-999.0,-999.0,-999.0,-999.0,24.6,9.8,-999.0,9.7,7.3,13.1,0.8247490867407415
1994-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0
1994-11-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.2,2.0,-999.0,-999.0,-999.0,-999.0,1.3,0.0,-999.0,0.1,0.0,0.0,0.007495320540753192
1994-12-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,3.3,8.2,-999.0,-999.0,-999.0,-999.0,5.4,1.9,-999.0,2.1,1.1,3.0,0.0725587574166289
1995-01-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,3.8,11.4,-999.0,-999.0,-999.0,-999.0,6.5,3.4,-999.0,3.7,1.6,4.7,0.10698007928855098
1995-02-01,7.5,-999.0,4.8,3.0,6.8,0.0,3.4,4.7,5.9,3.9,4.4,6.3,5.3,-999.0,7.1,16.3,-999.0,-999.0,-999.0,-999.0,12.0,5.7,-999.0,5.6,4.0,6.7,0.417876556085419
1995-03-01,12.2,9.7,7.9,4.5,11.3,0.0,6.8,8.7,8.4,6.8,9.4,10.4,8.3,-999.0,11.8,21.7,-999.0,-999.0,-999.0,-999.0,17.3,9.2,-999.0,7.3,6.3,8.8,0.6703078695977085
1995-04-01,17.3,13.0,8.7,4.6,13.9,17.1,7.8,10.7,10.8,6.9,10.1,14.3,10.8,-999.0,14.8,27.4,-999.0,-999.0,-999.0,-999.0,21.3,12.1,-999.0,7.3,6.3,11.4,0.8455775790853384
1995-05-01,20.8,13.2,8.7,4.6,20.2,17.1,8.7,10.9,10.8,6.9,13.9,16.3,11.5,-999.0,19.9,32.8,-999.0,-999.0,-999.0,-999.0,28.7,12.1,-999.0,7.3,6.3,16.9,0.9593794300523557
1995-06-01,20.8,13.2,8.7,4.6,20.2,17.1,8.7,10.9,10.8,6.9,13.9,16.3,11.5,-999.0,22.5,33.0,-999.0,-999.0,-999.0,-999.0,33.6,12.1,-999.0,7.3,6.3,19.5,0.9838284025007283
1995-07-01,20.8,13.2,8.7,4.6,20.2,17.1,8.7,10.9,10.8,6.9,13.9,16.3,11.5,-999.0,22.5,33.0,-999.0,-999.0,-999.0,-999.0,33.6,12.1,-999.0,7.3,6.3,19.5,0.9838284025007283
1995-08-01,20.8,13.2,8.7,4.6,20.2,17.1,8.7,10.9,10.8,6.9,13.9,16.3,11.5,-999.0,22.5,33.0,-999.0,-999.0,-999.0,-999.0,33.6,12.1,-999.0,7.3,6.3,19.5,0.9838284025007283
1995-09-01,20.8,13.2,8.7,4.6,20.2,17.1,8.7,10.9,10.8,6.9,13.9,16.3,11.5,-999.0,22.5,33.0,-999.0,-999.0,-999.0,-999.0,33.6,12.1,-999.0,7.3,6.3,19.5,0.9838284025007283
1995-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,0.7,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.001268754405397241
1995-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,1.1,1.1,0.2,-999.0,-999.0,-999.0,2.0,0.2,-999.0,0.3,0.2,1.9,0.018143504612764573
1995-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,4.3,4.5,4.4,-999.0,-999.0,-999.0,9.1,3.0,-999.0,1.8,1.8,4.7,0.0957865114084191
1996-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,7.2,9.2,7.0,-999.0,-999.0,-999.0,13.5,4.6,-999.0,5.2,3.4,5.6,0.16276036213968248
1996-02-01,14.6,12.2,9.2,5.5,13.8,0.0,8.9,8.7,10.8,6.0,9.2,11.2,10.9,-999.0,15.4,19.8,12.2,-999.0,-999.0,-999.0,22.3,9.5,-999.0,10.6,7.5,9.8,0.7803029812489494
1996-03-01,20.9,16.6,13.2,8.7,21.0,0.0,12.3,13.9,12.8,10.5,15.6,15.4,14.7,-999.0,20.3,27.2,15.7,-999.0,-999.0,-999.0,27.1,13.5,-999.0,12.0,9.8,12.1,1.0843648331822757
1996-04-01,22.8,16.9,15.3,10.2,23.0,26.4,13.3,15.8,17.8,10.5,15.6,18.7,15.5,-999.0,25.3,31.2,17.6,-999.0,-999.0,-999.0,34.8,16.9,-999.0,14.9,10.5,13.6,1.2938469204997942
1996-05-01,22.8,16.9,15.3,10.2,23.7,26.4,13.3,15.8,17.8,12.1,16.2,22.4,16.0,-999.0,30.1,35.0,17.6,-999.0,-999.0,-999.0,36.4,16.9,-999.0,14.9,10.5,16.6,1.3500394089148393
1996-06-01,22.8,16.9,15.3,10.2,23.7,26.4,13.3,15.8,17.8,12.1,16.2,22.4,16.0,-999.0,30.1,35.0,17.6,-999.0,-999.0,-999.0,36.4,16.9,-999.0,14.9,10.5,16.6,1.3500394089148393
1996-07-01,22.8,16.9,15.3,10.2,23.7,26.4,13.3,15.8,17.8,12.1,16.2,22.4,16.0,-999.0,30.1,35.0,17.6,-999.0,-999.0,-999.0,36.4,16.9,-999.0,14.9,10.5,16.6,1.3500394089148393
1996-08-01,22.8,16.9,15.3,10.2,23.7,26.4,13.3,15.8,17.8,12.1,16.2,22.4,16.0,-999.0,30.1,35.0,17.6,-999.0,-999.0,-999.0,36.4,16.9,-999.0,14.9,10.5,16.6,1.3500394089148393
1996-09-01,22.8,16.9,15.3,10.2,23.7,26.4,13.3,15.8,17.8,12.1,16.2,22.4,16.0,-999.0,30.1,35.0,17.6,-999.0,-999.0,-999.0,36.4,16.9,-999.0,14.9,10.5,16.6,1.3500394089148393
1996-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,0.0,0.0,0.4,0.001255053047881733
1996-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,1.9,3.3,1.6,-999.0,-999.0,-999.0,2.5,1.8,-999.0,0.2,0.9,0.7,0.036068470045097556
1996-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,3.5,8.7,3.7,-999.0,-999.0,-999.0,5.9,3.4,-999.0,3.5,3.1,5.0,0.11158845999364757
1997-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,9.0,15.0,8.6,-999.0,-999.0,-999.0,15.2,6.8,-999.0,5.5,7.4,10.5,0.23511877128677605
1997-02-01,13.1,15.6,11.7,10.6,17.2,0.0,9.8,9.9,11.6,10.4,9.4,11.1,13.4,-999.0,13.7,26.7,14.3,-999.0,-999.0,-999.0,22.4,10.9,-999.0,9.4,10.8,14.5,0.9358669471793055
1997-03-01,13.5,18.0,12.5,10.8,18.3,0.0,10.5,11.9,14.5,12.0,12.4,12.9,15.6,-999.0,17.2,30.6,14.9,-999.0,-999.0,-999.0,26.0,11.9,-999.0,10.9,11.0,16.3,1.0528241037033512
1997-04-01,16.7,18.0,12.5,10.8,18.5,20.3,10.5,11.9,14.5,12.0,13.2,14.2,15.6,-999.0,19.7,32.0,15.6,-999.0,-999.0,-999.0,28.9,12.3,-999.0,10.9,11.0,17.9,1.1367724359972495
1997-05-01,20.6,18.0,12.5,10.8,21.5,20.3,10.7,11.9,15.0,12.0,16.7,18.1,17.9,-999.0,30.6,36.4,17.3,-999.0,-999.0,-999.0,34.7,12.3,-999.0,12.1,11.0,24.1,1.26694830250122
1997-06-01,20.6,18.0,12.5,10.8,21.5,20.3,10.7,11.9,15.0,12.0,16.7,18.1,17.9,-999.0,30.6,36.4,17.3,-999.0,-999.0,-999.0,34.7,12.3,-999.0,12.1,11.0,24.1,1.26694830250122
1997-07-01,20.6,18.0,12.5,10.8,21.5,20.3,10.7,11.9,15.0,12.0,16.7,18.1,17.9,-999.0,30.6,36.4,17.3,-999.0,-999.0,-999.0,34.7,12.3,-999.0,12.1,11.0,24.1,1.26694830250122
1997-08-01,20.6,18.0,12.5,10.8,21.5,20.3,10.7,11.9,15.0,12.0,16.7,18.1,17.9,-999.0,30.6,36.4,17.3,-999.0,-999.0,-999.0,34.7,12.3,-999.0,12.1,11.0,24.1,1.26694830250122
1997-09-01,20.6,18.0,12.5,10.8,21.5,20.3,10.7,11.9,15.0,12.0,16.7,18.1,17.9,-999.0,30.6,36.4,17.3,-999.0,-999.0,-999.0,34.7,12.3,-999.0,12.1,11.0,24.1,1.26694830250122
1997-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0
1997-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,1.2,2.0,1.4,-999.0,-999.0,-999.0,1.7,0.7,-999.0,0.7,0.3,1.9,0.02806223228540717
1997-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,3.6,6.4,3.3,-999.0,-999.0,-999.0,4.9,2.5,-999.0,2.3,1.9,3.4,0.08286191871055235
1998-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,7.7,8.7,4.6,-999.0,-999.0,-999.0,7.7,3.6,-999.0,4.5,2.7,3.5,0.12581771422431284
1998-02-01,10.4,8.0,6.8,4.4,9.1,0.0,5.6,7.0,7.7,4.8,7.5,9.8,6.2,-999.0,10.7,14.3,8.4,-999.0,-999.0,-999.0,13.1,6.4,-999.0,7.0,4.9,4.3,0.5410537750883465
1998-03-01,14.9,11.5,9.0,8.3,13.4,0.0,7.1,9.5,10.0,6.5,9.7,11.9,8.6,-999.0,13.6,19.2,10.9,-999.0,-999.0,-999.0,17.3,8.8,-999.0,9.2,6.0,5.5,0.7340581881631667
1998-04-01,16.2,11.5,9.6,8.3,15.4,14.3,7.1,9.8,10.0,6.5,10.5,13.4,8.6,-999.0,18.4,25.2,12.8,-999.0,-999.0,-999.0,20.6,10.8,-999.0,9.2,6.0,7.0,0.8335502793118931
1998-05-01,18.3,11.5,9.6,8.3,15.7,14.3,7.1,9.8,10.9,6.7,12.3,15.7,11.3,-999.0,23.2,28.6,12.8,-999.0,-999.0,-999.0,22.1,10.8,-999.0,9.2,6.0,9.4,0.8958841957143869
1998-06-01,18.3,11.5,9.6,8.3,15.7,14.3,7.1,9.8,10.9,6.7,12.3,15.7,11.3,-999.0,23.2,28.6,12.8,-999.0,-999.0,-999.0,22.1,10.8,-999.0,9.2,6.0,9.4,0.8958841957143869
1998-07-01,18.3,11.5,9.6,8.3,15.7,14.3,7.1,9.8,10.9,6.7,12.3,15.7,11.3,-999.0,23.2,28.6,12.8,-999.0,-999.0,-999.0,22.1,10.8,-999.0,9.2,6.0,9.4,0.8958841957143869
1998-08-01,18.3,11.5,9.6,8.3,15.7,14.3,7.1,9.8,10.9,6.7,12.3,15.7,11.3,-999.0,23.2,28.6,12.8,-999.0,-999.0,-999.0,22.1,10.8,-999.0,9.2,6.0,9.4,0.8958841957143869
1998-09-01,18.3,11.5,9.6,8.3,15.7,14.3,7.1,9.8,10.9,6.7,12.3,15.7,11.3,-999.0,23.2,28.6,12.8,-999.0,-999.0,-999.0,22.1,10.8,-999.0,9.2,6.0,9.4,0.8958841957143869
1998-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0
1998-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.5,1.3,0.4,-999.0,-999.0,-999.0,1.4,0.2,-999.0,0.2,0.0,1.2,0.012867943515280048
1998-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,1.8,4.8,1.7,-999.0,-999.0,-999.0,3.8,1.6,-999.0,1.1,1.0,3.8,0.055000933656095125
1999-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,3.3,7.4,3.8,-999.0,-999.0,-999.0,8.7,3.2,-999.0,2.8,2.5,4.8,0.10599501590835077
1999-02-01,8.3,11.3,7.4,5.5,7.8,0.0,4.4,5.5,8.0,5.2,5.4,6.2,8.4,-999.0,8.3,13.6,7.3,-999.0,-999.0,-999.0,17.2,6.8,-999.0,6.3,5.5,8.0,0.5430189360882037
1999-03-01,11.1,14.7,8.9,8.0,11.4,0.0,5.4,7.6,9.5,5.6,6.7,8.8,11.3,-999.0,10.6,17.8,10.2,-999.0,-999.0,-999.0,21.9,8.7,-999.0,7.4,6.6,10.0,0.6979949591963653
1999-04-01,12.8,14.7,8.9,8.0,12.3,15.2,5.4,8.6,9.6,6.4,7.6,11.4,11.3,-999.0,14.0,19.2,10.9,-999.0,-999.0,-999.0,23.6,8.7,-999.0,7.4,6.6,11.4,0.7797118256839018
1999-05-01,14.3,14.7,8.9,8.0,15.8,15.2,5.4,8.6,11.5,6.4,7.8,12.1,12.2,-999.0,21.6,26.6,11.5,-999.0,-999.0,-999.0,24.9,8.7,-999.0,7.4,6.6,14.9,0.851130018521555
1999-06-01,14.3,14.7,8.9,8.0,15.8,15.2,5.4,8.6,11.5,6.4,7.8,12.1,12.2,-999.0,21.6,26.6,11.5,-999.0,-999.0,-999.0,24.9,8.7,-999.0,7.4,6.6,14.9,0.851130018521555
1999-07-01,14.3,14.7,8.9,8.0,15.8,15.2,5.4,8.6,11.5,6.4,7.8,12.1,12.2,-999.0,21.6,26.6,11.5,-999.0,-999.0,-999.0,24.9,8.7,-999.0,7.4,6.6,14.9,0.851130018521555
1999-08-01,14.3,14.7,8.9,8.0,15.8,15.2,5.4,8.6,11.5,6.4,7.8,12.1,12.2,-999.0,21.6,26.6,11.5,-999.0,-999.0,-999.0,24.9,8.7,-999.0,7.4,6.6,14.9,0.851130018521555
1999-09-01,14.3,14.7,8.9,8.0,15.8,15.2,5.4,8.6,11.5,6.4,7.8,12.1,12.2,-999.0,21.6,26.6,11.5,-999.0,-999.0,-999.0,24.9,8.7,-999.0,7.4,6.6,14.9,0.851130018521555
1999-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0
1999-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,0.3,0.3,-999.0,-999.0,0.3,0.5,0.4,-999.0,0.0,0.0,0.8,0.007206266866085603
1999-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,1.0,0.8,1.1,-999.0,-999.0,0.8,2.5,1.5,-999.0,1.6,0.8,1.7,0.03672899837267733
2000-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,4.4,4.0,4.3,-999.0,-999.0,3.5,5.8,4.2,-999.0,4.0,2.1,3.8,0.10850506590942043
2000-02-01,8.5,9.9,5.9,4.7,7.9,0.0,3.7,4.9,6.4,4.3,6.4,7.0,7.2,-999.0,7.9,10.4,8.4,-999.0,-999.0,6.6,13.3,6.6,-999.0,7.0,5.3,7.0,0.4966233366598212
2000-03-01,14.4,14.7,8.2,7.4,12.7,0.0,6.6,8.9,11.6,8.4,9.7,10.4,11.8,-999.0,12.2,17.3,11.5,-999.0,-999.0,9.7,19.7,8.7,-999.0,10.4,8.5,11.0,0.7797649301257727
2000-04-01,16.0,16.5,10.4,8.4,14.5,19.0,7.8,10.3,12.3,8.5,12.7,12.7,13.6,-999.0,17.4,22.6,14.1,-999.0,-999.0,12.9,24.7,10.4,-999.0,11.7,9.8,14.7,0.9671804996868117
2000-05-01,16.0,16.5,10.4,8.4,15.9,19.0,7.8,10.3,12.5,8.5,12.7,13.8,14.0,-999.0,18.0,22.6,14.1,-999.0,-999.0,13.4,24.7,10.4,-999.0,11.7,9.8,17.1,0.9860486811641351
2000-06-01,16.0,16.5,10.4,8.4,15.9,19.0,7.8,10.3,12.5,8.5,12.7,13.8,14.0,-999.0,18.0,22.6,14.1,-999.0,-999.0,13.4,24.7,10.4,-999.0,11.7,9.8,17.1,0.9860486811641351
2000-07-01,16.0,16.5,10.4,8.4,15.9,19.0,7.8,10.3,12.5,8.5,12.7,13.8,14.0,-999.0,18.0,22.6,14.1,-999.0,-999.0,13.4,24.7,10.4,-999.0,11.7,9.8,17.1,0.9860486811641351
2000-08-01,16.0,16.5,10.4,8.4,15.9,19.0,7.8,10.3,12.5,8.5,12.7,13.8,14.0,-999.0,18.0,22.6,14.1,-999.0,-999.0,13.4,24.7,10.4,-999.0,11.7,9.8,17.1,0.9860486811641351
2000-09-01,16.0,16.5,10.4,8.4,15.9,19.0,7.8,10.3,12.5,8.5,12.7,13.8,14.0,-999.0,18.0,22.6,14.1,-999.0,-999.0,13.4,24.7,10.4,-999.0,11.7,9.8,17.1,0.9860486811641351
2000-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0
2000-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,1.0,1.0,0.2,-999.0,-999.0,0.0,0.7,0.2,-999.0,0.1,0.2,0.9,0.010728234798212513
2000-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,3.2,4.3,2.2,-999.0,-999.0,1.3,4.9,2.1,-999.0,2.1,1.5,2.6,0.06767579509131455
2001-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,8.2,10.3,5.6,-999.0,-999.0,6.0,11.1,4.7,-999.0,4.5,4.3,5.7,0.16978117015837738
2001-02-01,9.9,7.0,5.1,3.3,10.3,0.0,5.1,7.2,6.7,4.0,7.5,8.0,0.0,-999.0,10.0,12.4,6.7,-999.0,-999.0,7.9,12.7,5.8,-999.0,6.1,4.9,6.9,0.4771452155904469
2001-03-01,14.8,10.7,7.0,4.6,12.7,0.0,6.4,8.7,10.2,6.1,9.4,12.6,0.0,-999.0,13.3,17.5,8.6,-999.0,-999.0,9.9,17.4,8.5,-999.0,7.1,6.3,9.6,0.6484652317128403
2001-04-01,17.9,10.7,9.4,5.0,16.2,0.0,7.3,9.4,10.2,6.1,10.1,12.6,0.0,-999.0,18.5,21.0,10.5,-999.0,-999.0,13.6,21.6,10.9,-999.0,9.4,7.1,11.7,0.7598618269378353
2001-05-01,18.3,10.7,9.4,5.0,17.3,0.0,7.3,9.4,10.2,6.1,10.1,13.8,0.0,-999.0,19.9,23.8,10.5,-999.0,-999.0,14.7,21.6,10.9,-999.0,9.4,7.1,14.0,0.7848941295574654
2001-06-01,18.3,10.7,9.4,5.0,17.3,0.0,7.3,9.4,10.2,6.1,10.1,13.8,0.0,-999.0,19.9,23.8,10.5,-999.0,-999.0,14.7,21.6,10.9,-999.0,9.4,7.1,14.0,0.7848941295574654
2001-07-01,18.3,10.7,9.4,5.0,17.3,0.0,7.3,9.4,10.2,6.1,10.1,13.8,0.0,-999.0,19.9,23.8,10.5,-999.0,-999.0,14.7,21.6,10.9,-999.0,9.4,7.1,14.0,0.7848941295574654
2001-08-01,18.3,10.7,9.4,5.0,17.3,0.0,7.3,9.4,10.2,6.1,10.1,13.8,0.0,-999.0,19.9,23.8,10.5,-999.0,-999.0,14.7,21.6,10.9,-999.0,9.4,7.1,14.0,0.7848941295574654
2001-09-01,18.3,10.7,9.4,5.0,17.3,0.0,7.3,9.4,10.2,6.1,10.1,13.8,0.0,-999.0,19.9,23.8,10.5,-999.0,-999.0,14.7,21.6,10.9,-999.0,9.4,7.1,14.0,0.7848941295574654
2001-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0
2001-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.4,1.6,0.2,-999.0,-999.0,0.5,0.7,0.0,0.1,0.1,0.0,0.0,0.007288791716511262
2001-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,2.9,4.5,1.6,-999.0,-999.0,3.2,3.4,1.7,2.4,1.6,1.0,1.9,0.06616540915429821
2002-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,4.6,7.5,3.2,-999.0,-999.0,5.0,6.6,3.4,3.8,3.4,2.0,3.2,0.11869612165905777
2002-02-01,8.3,6.6,4.0,2.6,8.1,0.0,3.9,5.9,5.2,3.9,5.9,7.0,0.0,-999.0,7.0,9.9,4.6,-999.0,-999.0,6.9,10.4,4.6,5.4,5.3,3.2,4.8,0.3873997672439244
2002-03-01,11.0,8.5,6.1,3.9,11.3,0.0,4.9,7.8,6.8,4.5,6.8,8.7,0.0,-999.0,9.1,12.8,6.6,-999.0,-999.0,8.7,13.8,7.2,7.1,7.1,4.6,6.5,0.5158354128749084
