,07L01,07L04,06L02,380,680,1141,basinwide_average
1963-12-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1964-01-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1964-02-01,5.3,8.1,3.2,-999.0,-999.0,-999.0,0.37401631222964893
1964-03-01,6.1,8.6,4.3,-999.0,-999.0,-999.0,0.4382630024180659
1964-04-01,11.3,13.8,7.7,-999.0,-999.0,-999.0,0.7661222171279493
1964-05-01,12.7,19.6,7.8,-999.0,-999.0,-999.0,0.9038881859611384
1964-06-01,12.7,19.6,7.8,-999.0,-999.0,-999.0,0.9038881859611384
1964-07-01,12.7,19.6,7.8,-999.0,-999.0,-999.0,0.9038881859611384
1964-08-01,12.7,19.6,7.8,-999.0,-999.0,-999.0,0.9038881859611384
1964-09-01,12.7,19.6,7.8,-999.0,-999.0,-999.0,0.9038881859611384
1964-10-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1964-11-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1964-12-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1965-01-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1965-02-01,13.3,20.9,10.1,-999.0,-999.0,-999.0,1.0167399693169672
1965-03-01,16.3,26.8,13.7,-999.0,-999.0,-999.0,1.3102227895643925
1965-04-01,21.9,31.1,17.5,-999.0,-999.0,-999.0,1.6453016845566635
1965-05-01,24.6,31.1,17.5,-999.0,-999.0,-999.0,1.710491288306131
1965-06-01,24.6,31.1,17.5,-999.0,-999.0,-999.0,1.710491288306131
1965-07-01,24.6,31.1,17.5,-999.0,-999.0,-999.0,1.710491288306131
1965-08-01,24.6,31.1,17.5,-999.0,-999.0,-999.0,1.710491288306131
1965-09-01,24.6,31.1,17.5,-999.0,-999.0,-999.0,1.710491288306131
1965-10-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1965-11-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1965-12-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1966-01-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1966-02-01,7.9,12.5,5.2,-999.0,-999.0,-999.0,0.5790749536254852
1966-03-01,9.8,14.1,7.8,-999.0,-999.0,-999.0,0.7384084712644503
1966-04-01,9.8,14.1,7.8,-999.0,-999.0,-999.0,0.7384084712644503
1966-05-01,9.8,14.1,7.8,-999.0,-999.0,-999.0,0.7384084712644503
1966-06-01,9.8,14.1,7.8,-999.0,-999.0,-999.0,0.7384084712644503
1966-07-01,9.8,14.1,7.8,-999.0,-999.0,-999.0,0.7384084712644503
1966-08-01,9.8,14.1,7.8,-999.0,-999.0,-999.0,0.7384084712644503
1966-09-01,9.8,14.1,7.8,-999.0,-999.0,-999.0,0.7384084712644503
1966-10-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1966-11-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1966-12-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1967-01-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1967-02-01,8.1,15.0,8.2,-999.0,-999.0,-999.0,0.7261669905062541
1967-03-01,11.7,19.9,11.1,-999.0,-999.0,-999.0,0.993709734998836
1967-04-01,12.0,20.5,11.1,-999.0,-999.0,-999.0,1.0113669790036297
1967-05-01,12.0,20.5,11.1,-999.0,-999.0,-999.0,1.0113669790036297
1967-06-01,12.0,20.5,11.1,-999.0,-999.0,-999.0,1.0113669790036297
1967-07-01,12.0,20.5,11.1,-999.0,-999.0,-999.0,1.0113669790036297
1967-08-01,12.0,20.5,11.1,-999.0,-999.0,-999.0,1.0113669790036297
1967-09-01,12.0,20.5,11.1,-999.0,-999.0,-999.0,1.0113669790036297
1967-10-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1967-11-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1967-12-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1968-01-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1968-02-01,7.9,9.7,4.7,-999.0,-999.0,-999.0,0.5139978817904266
1968-03-01,11.6,15.5,7.3,-999.0,-999.0,-999.0,0.7896888181574494
1968-04-01,13.8,19.2,9.2,-999.0,-999.0,-999.0,0.9696444033491094
1968-05-01,13.8,20.9,9.2,-999.0,-999.0,-999.0,0.999150608330451
1968-06-01,13.8,20.9,9.2,-999.0,-999.0,-999.0,0.999150608330451
1968-07-01,13.8,20.9,9.2,-999.0,-999.0,-999.0,0.999150608330451
1968-08-01,13.8,20.9,9.2,-999.0,-999.0,-999.0,0.999150608330451
1968-09-01,13.8,20.9,9.2,-999.0,-999.0,-999.0,0.999150608330451
1968-10-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1968-11-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1968-12-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1969-01-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1969-02-01,11.7,15.5,9.1,-999.0,-999.0,-999.0,0.8514262675839684
1969-03-01,15.6,21.1,11.6,-999.0,-999.0,-999.0,1.1251790219405553
1969-04-01,16.1,23.2,13.7,-999.0,-999.0,-999.0,1.2429102018316127
1969-05-01,16.1,23.2,13.7,-999.0,-999.0,-999.0,1.2429102018316127
1969-06-01,16.1,23.2,13.7,-999.0,-999.0,-999.0,1.2429102018316127
1969-07-01,16.1,23.2,13.7,-999.0,-999.0,-999.0,1.2429102018316127
1969-08-01,16.1,23.2,13.7,-999.0,-999.0,-999.0,1.2429102018316127
1969-09-01,16.1,23.2,13.7,-999.0,-999.0,-999.0,1.2429102018316127
1969-10-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1969-11-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1969-12-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1970-01-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1970-02-01,9.1,15.2,10.2,-999.0,-999.0,-999.0,0.8196970727110303
1970-03-01,11.1,17.9,12.3,-999.0,-999.0,-999.0,0.9840586538288666
1970-04-01,13.1,21.5,13.3,-999.0,-999.0,-999.0,1.1277882105379693
1970-05-01,13.1,21.5,13.3,-999.0,-999.0,-999.0,1.1277882105379693
1970-06-01,13.1,21.5,13.3,-999.0,-999.0,-999.0,1.1277882105379693
1970-07-01,13.1,21.5,13.3,-999.0,-999.0,-999.0,1.1277882105379693
1970-08-01,13.1,21.5,13.3,-999.0,-999.0,-999.0,1.1277882105379693
1970-09-01,13.1,21.5,13.3,-999.0,-999.0,-999.0,1.1277882105379693
1970-10-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1970-11-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1970-12-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1971-01-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1971-02-01,6.9,13.9,5.9,-999.0,-999.0,-999.0,0.6022999467725316
1971-03-01,8.4,16.8,7.5,-999.0,-999.0,-999.0,0.7415820807093007
1971-04-01,9.7,20.4,9.1,-999.0,-999.0,-999.0,0.8881849689249185
1971-05-01,9.7,20.4,9.1,-999.0,-999.0,-999.0,0.8881849689249185
1971-06-01,9.7,20.4,9.1,-999.0,-999.0,-999.0,0.8881849689249185
1971-07-01,9.7,20.4,9.1,-999.0,-999.0,-999.0,0.8881849689249185
1971-08-01,9.7,20.4,9.1,-999.0,-999.0,-999.0,0.8881849689249185
1971-09-01,9.7,20.4,9.1,-999.0,-999.0,-999.0,0.8881849689249185
1971-10-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1971-11-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1971-12-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1972-01-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1972-02-01,9.1,14.9,7.0,-999.0,-999.0,-999.0,0.7090269493026792
1972-03-01,9.8,15.4,8.9,-999.0,-999.0,-999.0,0.797224996237273
1972-04-01,11.2,17.9,10.4,-999.0,-999.0,-999.0,0.9238543406250107
1972-05-01,11.2,17.9,10.4,-999.0,-999.0,-999.0,0.9238543406250107
1972-06-01,11.2,17.9,10.4,-999.0,-999.0,-999.0,0.9238543406250107
1972-07-01,11.2,17.9,10.4,-999.0,-999.0,-999.0,0.9238543406250107
1972-08-01,11.2,17.9,10.4,-999.0,-999.0,-999.0,0.9238543406250107
1972-09-01,11.2,17.9,10.4,-999.0,-999.0,-999.0,0.9238543406250107
1972-10-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1972-11-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1972-12-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1973-01-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1973-02-01,8.4,14.9,5.8,-999.0,-999.0,-999.0,0.6525772611511741
1973-03-01,11.1,18.3,7.3,-999.0,-999.0,-999.0,0.8262151245783418
1973-04-01,14.1,19.8,8.5,-999.0,-999.0,-999.0,0.9642315841535618
1973-05-01,14.1,21.9,8.5,-999.0,-999.0,-999.0,1.0006804256011013
1973-06-01,14.1,21.9,8.5,-999.0,-999.0,-999.0,1.0006804256011013
1973-07-01,14.1,21.9,8.5,-999.0,-999.0,-999.0,1.0006804256011013
1973-08-01,14.1,21.9,8.5,-999.0,-999.0,-999.0,1.0006804256011013
1973-09-01,14.1,21.9,8.5,-999.0,-999.0,-999.0,1.0006804256011013
1973-10-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1973-11-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1973-12-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1974-01-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1974-02-01,13.3,16.7,8.3,-999.0,-999.0,-999.0,0.8845192667638676
1974-03-01,15.0,19.2,8.7,-999.0,-999.0,-999.0,0.9821389439994226
1974-04-01,16.2,21.1,9.7,-999.0,-999.0,-999.0,1.0770468575791934
1974-05-01,16.2,21.7,9.7,-999.0,-999.0,-999.0,1.0874608122784906
1974-06-01,16.2,21.7,9.7,-999.0,-999.0,-999.0,1.0874608122784906
1974-07-01,16.2,21.7,9.7,-999.0,-999.0,-999.0,1.0874608122784906
1974-08-01,16.2,21.7,9.7,-999.0,-999.0,-999.0,1.0874608122784906
1974-09-01,16.2,21.7,9.7,-999.0,-999.0,-999.0,1.0874608122784906
1974-10-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1974-11-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1974-12-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1975-01-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1975-02-01,8.7,13.7,5.9,-999.0,-999.0,-999.0,0.6422883643724108
1975-03-01,12.9,19.0,8.5,-999.0,-999.0,-999.0,0.9213731539991802
1975-04-01,18.0,25.3,12.7,-999.0,-999.0,-999.0,1.2922759757372848
1975-05-01,18.0,25.3,12.7,-999.0,-999.0,-999.0,1.2922759757372848
1975-06-01,18.0,25.3,12.7,-999.0,-999.0,-999.0,1.2922759757372848
1975-07-01,18.0,25.3,12.7,-999.0,-999.0,-999.0,1.2922759757372848
1975-08-01,18.0,25.3,12.7,-999.0,-999.0,-999.0,1.2922759757372848
1975-09-01,18.0,25.3,12.7,-999.0,-999.0,-999.0,1.2922759757372848
1975-10-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1975-11-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1975-12-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1976-01-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1976-02-01,8.2,9.8,6.0,-999.0,-999.0,-999.0,0.5658212332988205
1976-03-01,13.8,15.9,9.6,-999.0,-999.0,-999.0,0.9255505457603134
1976-04-01,14.2,19.5,11.3,-999.0,-999.0,-999.0,1.0537192893737768
1976-05-01,14.2,19.5,11.3,-999.0,-999.0,-999.0,1.0537192893737768
1976-06-01,14.2,19.5,11.3,-999.0,-999.0,-999.0,1.0537192893737768
1976-07-01,14.2,19.5,11.3,-999.0,-999.0,-999.0,1.0537192893737768
1976-08-01,14.2,19.5,11.3,-999.0,-999.0,-999.0,1.0537192893737768
1976-09-01,14.2,19.5,11.3,-999.0,-999.0,-999.0,1.0537192893737768
1976-10-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1976-11-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1976-12-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1977-01-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1977-02-01,2.9,4.0,1.5,-999.0,-999.0,-999.0,0.18888067766346225
1977-03-01,4.8,5.8,1.9,-999.0,-999.0,-999.0,0.2791796006201683
1977-04-01,6.3,8.1,2.2,-999.0,-999.0,-999.0,0.36520337677129233
1977-05-01,6.3,8.1,2.2,-999.0,-999.0,-999.0,0.36520337677129233
1977-06-01,6.3,8.1,2.2,-999.0,-999.0,-999.0,0.36520337677129233
1977-07-01,6.3,8.1,2.2,-999.0,-999.0,-999.0,0.36520337677129233
1977-08-01,6.3,8.1,2.2,-999.0,-999.0,-999.0,0.36520337677129233
1977-09-01,6.3,8.1,2.2,-999.0,-999.0,-999.0,0.36520337677129233
1977-10-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1977-11-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1977-12-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1978-01-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1978-02-01,12.4,18.6,7.9,-999.0,-999.0,-999.0,0.8825840288044814
1978-03-01,15.8,23.7,9.2,-999.0,-999.0,-999.0,1.0960376589638132
1978-04-01,21.9,30.0,12.7,-999.0,-999.0,-999.0,1.4680147151865646
1978-05-01,21.9,30.0,12.7,-999.0,-999.0,-999.0,1.4680147151865646
1978-06-01,21.9,30.0,12.7,-999.0,-999.0,-999.0,1.4680147151865646
1978-07-01,21.9,30.0,12.7,-999.0,-999.0,-999.0,1.4680147151865646
1978-08-01,21.9,30.0,12.7,-999.0,-999.0,-999.0,1.4680147151865646
1978-09-01,21.9,30.0,12.7,-999.0,-999.0,-999.0,1.4680147151865646
1978-10-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1978-11-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1978-12-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1979-01-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1979-02-01,16.5,23.5,10.4,-999.0,-999.0,-999.0,1.1490160288822193
1979-03-01,20.8,28.8,13.1,-999.0,-999.0,-999.0,1.4338109715918217
1979-04-01,21.7,30.9,15.2,-999.0,-999.0,-999.0,1.5611998705568741
1979-05-01,21.7,30.9,15.2,-999.0,-999.0,-999.0,1.5611998705568741
1979-06-01,21.7,30.9,15.2,-999.0,-999.0,-999.0,1.5611998705568741
1979-07-01,21.7,30.9,15.2,-999.0,-999.0,-999.0,1.5611998705568741
1979-08-01,21.7,30.9,15.2,-999.0,-999.0,-999.0,1.5611998705568741
1979-09-01,21.7,30.9,15.2,-999.0,-999.0,-999.0,1.5611998705568741
1979-10-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1979-11-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1979-12-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1980-01-01,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.0
1980-02-01,13.9,19.2,7.3,-999.0,-999.0,-999.0,0.9094400901452535
1980-03-01,20.5,27.3,13.0,-999.0,-999.0,-999.0,1.3972370722237484
1980-04-01,25.3,35.7,16.5,-999.0,-999.0,-999.0,1.7742753829035554
1980-05-01,25.3,35.7,16.5,-999.0,-999.0,-999.0,1.7742753829035554
1980-06-01,25.3,35.7,16.5,-999.0,-999.0,-999.0,1.7742753829035554
1980-07-01,25.3,35.7,16.5,-999.0,-999.0,-999.0,1.7742753829035554
1980-08-01,25.3,35.7,16.5,-999.0,-999.0,-999.0,1.7742753829035554
1980-09-01,25.3,35.7,16.5,-999.0,-999.0,-999.0,1.7742753829035554
1980-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
1980-11-01,0.0,0.0,0.0,1.3,0.4,-999.0,0.02525939887221227
1980-12-01,0.0,0.0,0.0,1.8,2.1,-999.0,0.06445934656009354
1981-01-01,0.0,0.0,2.5,3.1,2.5,-999.0,0.13915459514732267
1981-02-01,3.1,3.5,3.1,3.7,4.0,-999.0,0.2691186970273969
1981-03-01,3.1,5.2,4.2,4.8,4.5,-999.0,0.3330280322925202
1981-04-01,4.3,7.7,6.0,7.9,6.2,-999.0,0.48650355664758377
1981-05-01,4.3,7.7,6.0,7.9,6.2,-999.0,0.48650355664758377
1981-06-01,4.3,7.7,6.0,7.9,6.2,-999.0,0.48650355664758377
1981-07-01,4.3,7.7,6.0,7.9,6.2,-999.0,0.48650355664758377
1981-08-01,4.3,7.7,6.0,7.9,6.2,-999.0,0.48650355664758377
1981-09-01,4.3,7.7,6.0,7.9,6.2,-999.0,0.48650355664758377
1981-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
1981-11-01,0.0,0.0,0.0,0.9,0.4,-999.0,0.01983432444283747
1981-12-01,0.0,0.0,0.0,2.3,1.5,-999.0,0.05979882913169575
1982-01-01,0.0,0.0,3.4,7.7,5.8,-999.0,0.2822700895406784
1982-02-01,11.5,18.3,8.6,11.4,9.0,-999.0,0.8534728762571367
1982-03-01,14.2,21.2,9.4,13.1,9.8,-999.0,0.9769189593219151
1982-04-01,19.5,28.8,13.1,19.1,13.1,-999.0,1.350315288251821
1982-05-01,19.5,28.8,13.1,19.1,13.1,-999.0,1.350315288251821
1982-06-01,19.5,28.8,13.1,19.1,13.1,-999.0,1.350315288251821
1982-07-01,19.5,28.8,13.1,19.1,13.1,-999.0,1.350315288251821
1982-08-01,19.5,28.8,13.1,19.1,13.1,-999.0,1.350315288251821
1982-09-01,19.5,28.8,13.1,19.1,13.1,-999.0,1.350315288251821
1982-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
1982-11-01,0.0,0.0,0.0,1.3,0.4,-999.0,0.02525939887221227
1982-12-01,0.0,0.0,0.0,4.7,2.1,-999.0,0.1037911361730608
1983-01-01,0.0,0.0,2.4,5.7,2.7,-999.0,0.17625409843803025
1983-02-01,5.0,9.0,3.6,6.6,3.5,-999.0,0.3936040230694573
1983-03-01,7.0,12.5,4.8,10.6,6.1,-999.0,0.5865873692447757
1983-04-01,12.4,20.4,6.7,14.5,9.1,-999.0,0.8947601596639819
1983-05-01,12.6,20.4,6.7,16.8,9.1,-999.0,0.9288516533550855
1983-06-01,12.6,20.4,6.7,16.8,9.1,-999.0,0.9288516533550855
1983-07-01,12.6,20.4,6.7,16.8,9.1,-999.0,0.9288516533550855
1983-08-01,12.6,20.4,6.7,16.8,9.1,-999.0,0.9288516533550855
1983-09-01,12.6,20.4,6.7,16.8,9.1,-999.0,0.9288516533550855
1983-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
1983-11-01,0.0,0.0,0.0,0.0,0.9,-999.0,0.01716279069767442
1983-12-01,0.0,0.0,0.0,6.2,4.3,-999.0,0.16608865365530928
1984-01-01,0.0,0.0,10.8,15.9,10.5,-999.0,0.6294421374760558
1984-02-01,14.9,22.6,12.2,16.8,10.5,-999.0,1.120538028290464
1984-03-01,16.4,26.6,12.2,18.5,11.7,-999.0,1.2298640022592169
1984-04-01,19.2,31.8,14.2,22.0,12.9,-999.0,1.434480788765617
1984-05-01,19.2,31.8,14.2,23.0,12.9,-999.0,1.448043474839054
1984-06-01,19.2,31.8,14.2,23.0,12.9,-999.0,1.448043474839054
1984-07-01,19.2,31.8,14.2,23.0,12.9,-999.0,1.448043474839054
1984-08-01,19.2,31.8,14.2,23.0,12.9,-999.0,1.448043474839054
1984-09-01,19.2,31.8,14.2,23.0,12.9,-999.0,1.448043474839054
1984-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
1984-11-01,0.0,0.0,0.0,2.9,1.3,-999.0,0.06412248728738586
1984-12-01,0.0,0.0,0.0,4.6,3.2,-999.0,0.1234116117517636
1985-01-01,0.0,0.0,5.9,8.6,6.1,-999.0,0.3496332869543467
1985-02-01,9.0,15.7,7.1,10.8,6.9,-999.0,0.7123345144105031
1985-03-01,11.2,19.0,8.3,13.2,8.7,-999.0,0.8691762736971732
1985-04-01,13.9,24.6,10.0,19.0,12.7,-999.0,1.1551672090625051
1985-05-01,13.9,24.6,10.0,19.0,12.7,-999.0,1.1551672090625051
1985-06-01,13.9,24.6,10.0,19.0,12.7,-999.0,1.1551672090625051
1985-07-01,13.9,24.6,10.0,19.0,12.7,-999.0,1.1551672090625051
1985-08-01,13.9,24.6,10.0,19.0,12.7,-999.0,1.1551672090625051
1985-09-01,13.9,24.6,10.0,19.0,12.7,-999.0,1.1551672090625051
1985-10-01,0.0,0.0,0.0,0.5,0.0,-999.0,0.0067813430367184915
1985-11-01,0.0,0.0,0.0,2.0,0.0,-999.0,0.027125372146873966
1985-12-01,0.0,0.0,0.0,7.6,5.5,-999.0,0.20796013508835362
1986-01-01,0.0,0.0,6.3,10.4,7.4,-999.0,0.40674655551535455
1986-02-01,9.0,14.7,6.3,12.1,8.9,-999.0,0.7418721145815897
1986-03-01,15.4,24.7,13.5,19.8,14.1,-999.0,1.2846964853273017
1986-04-01,15.4,26.9,13.5,23.3,14.1,-999.0,1.3550765869227848
1986-05-01,15.4,26.9,13.5,23.3,14.1,-999.0,1.3550765869227848
1986-06-01,15.4,26.9,13.5,23.3,14.1,-999.0,1.3550765869227848
1986-07-01,15.4,26.9,13.5,23.3,14.1,-999.0,1.3550765869227848
1986-08-01,15.4,26.9,13.5,23.3,14.1,-999.0,1.3550765869227848
1986-09-01,15.4,26.9,13.5,23.3,14.1,-999.0,1.3550765869227848
1986-10-01,0.0,0.0,0.0,0.3,0.0,-999.0,0.004068805822031095
1986-11-01,0.0,0.0,0.0,2.3,2.0,-999.0,0.06933371285262599
1986-12-01,0.0,0.0,0.0,6.0,3.8,-999.0,0.1538412327196917
1987-01-01,0.0,0.0,4.1,6.3,5.3,-999.0,0.2675894832371411
1987-02-01,5.4,7.8,6.3,8.9,6.7,-999.0,0.5325100603497747
1987-03-01,8.0,12.5,8.5,11.8,8.6,-999.0,0.738188647326769
1987-04-01,10.4,14.5,10.8,15.4,10.7,-999.0,0.9281375086218414
1987-05-01,10.4,14.5,10.8,15.4,10.7,-999.0,0.9281375086218414
1987-06-01,10.4,14.5,10.8,15.4,10.7,-999.0,0.9281375086218414
1987-07-01,10.4,14.5,10.8,15.4,10.7,-999.0,0.9281375086218414
1987-08-01,10.4,14.5,10.8,15.4,10.7,-999.0,0.9281375086218414
1987-09-01,10.4,14.5,10.8,15.4,10.7,-999.0,0.9281375086218414
1987-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
1987-11-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
1987-12-01,0.0,0.0,0.0,0.4,0.0,-999.0,0.005425074429374794
1988-01-01,0.0,0.0,2.0,3.2,1.5,-999.0,0.11155392636980255
1988-02-01,8.3,11.3,4.9,8.0,4.8,-999.0,0.5348469283231558
1988-03-01,10.6,15.5,6.2,9.5,5.9,-999.0,0.6789320840134976
1988-04-01,12.2,15.8,6.2,11.1,6.3,-999.0,0.7345630008951185
1988-05-01,12.2,15.8,6.2,11.1,6.3,-999.0,0.7345630008951185
1988-06-01,12.2,15.8,6.2,11.1,6.3,-999.0,0.7345630008951185
1988-07-01,12.2,15.8,6.2,11.1,6.3,-999.0,0.7345630008951185
1988-08-01,12.2,15.8,6.2,11.1,6.3,-999.0,0.7345630008951185
1988-09-01,12.2,15.8,6.2,11.1,6.3,-999.0,0.7345630008951185
1988-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
1988-11-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
1988-12-01,0.0,0.0,0.0,2.4,2.0,-999.0,0.07068998145996969
1989-01-01,0.0,0.0,4.4,5.6,4.7,-999.0,0.252586044486421
1989-02-01,8.8,13.3,6.7,7.2,6.5,-999.0,0.6200803946144717
1989-03-01,12.6,19.0,9.3,11.4,9.6,-999.0,0.9019817794040577
1989-04-01,12.6,19.0,9.3,13.1,9.7,-999.0,0.9269453224730866
1989-05-01,12.6,19.0,9.3,13.1,9.7,-999.0,0.9269453224730866
1989-06-01,12.6,19.0,9.3,13.1,9.7,-999.0,0.9269453224730866
1989-07-01,12.6,19.0,9.3,13.1,9.7,-999.0,0.9269453224730866
1989-08-01,12.6,19.0,9.3,13.1,9.7,-999.0,0.9269453224730866
1989-09-01,12.6,19.0,9.3,13.1,9.7,-999.0,0.9269453224730866
1989-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
1989-11-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
1989-12-01,0.0,0.0,0.0,1.2,1.1,-999.0,0.03725196747417089
1990-01-01,0.0,0.0,0.0,2.3,2.5,-999.0,0.07886859657355622
1990-02-01,4.7,6.6,3.4,3.7,3.8,-999.0,0.32669883085023604
1990-03-01,7.6,10.4,5.1,5.7,5.3,-999.0,0.49762933779532004
1990-04-01,7.6,10.4,5.1,7.3,6.9,-999.0,0.549841263419796
1990-05-01,7.6,10.4,5.1,7.5,6.9,-999.0,0.5525538006344834
1990-06-01,7.6,10.4,5.1,7.5,6.9,-999.0,0.5525538006344834
1990-07-01,7.6,10.4,5.1,7.5,6.9,-999.0,0.5525538006344834
1990-08-01,7.6,10.4,5.1,7.5,6.9,-999.0,0.5525538006344834
1990-09-01,7.6,10.4,5.1,7.5,6.9,-999.0,0.5525538006344834
1990-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
1990-11-01,0.0,0.0,0.0,0.0,0.6,-999.0,0.011441860465116279
1990-12-01,0.0,0.0,0.0,2.3,2.4,-999.0,0.07696161982937018
1991-01-01,0.0,0.0,0.0,3.6,3.7,-999.0,0.11938380939925686
1991-02-01,5.6,7.2,4.8,5.4,5.3,-999.0,0.4253304177477508
1991-03-01,7.3,9.7,5.8,6.9,6.4,-999.0,0.5370876013168899
1991-04-01,14.6,16.6,9.7,12.4,10.6,-999.0,0.9465036348174303
1991-05-01,14.6,16.6,9.8,12.4,10.6,-999.0,0.948481068806031
1991-06-01,14.6,16.6,9.8,12.4,10.6,-999.0,0.948481068806031
1991-07-01,14.6,16.6,9.8,12.4,10.6,-999.0,0.948481068806031
1991-08-01,14.6,16.6,9.8,12.4,10.6,-999.0,0.948481068806031
1991-09-01,14.6,16.6,9.8,12.4,10.6,-999.0,0.948481068806031
1991-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0
1991-11-01,0.0,0.0,0.0,1.5,1.2,-999.0,0.043227750040388035
1991-12-01,0.0,0.0,0.0,6.0,5.1,-999.0,0.17863193039411027
1992-01-01,0.0,0.0,0.0,6.3,5.1,-999.0,0.18270073621614133
1992-02-01,7.3,10.1,6.0,7.1,5.2,-999.0,0.5250368674582649
1992-03-01,9.1,12.2,6.7,8.7,6.0,-999.0,0.623780163417768
1992-04-01,10.4,16.0,7.1,11.7,8.4,-999.0,0.7765509795045661
