,07M08,762,1188,basinwide_average
1993-03-01,7.7,10.4,-999.0,0.873740490355239
1993-04-01,8.8,12.4,-999.0,1.0165487145483816
1993-05-01,8.8,12.4,-999.0,1.0165487145483816
1993-06-01,8.8,12.4,-999.0,1.0165487145483816
1993-07-01,8.8,12.4,-999.0,1.0165487145483816
1993-08-01,8.8,12.4,-999.0,1.0165487145483816
1993-09-01,8.8,12.4,-999.0,1.0165487145483816
1993-10-01,0.0,0.0,-999.0,0.0
1993-11-01,0.0,1.5,-999.0,0.0524654495819826
1993-12-01,0.0,3.4,-999.0,0.11892168571916055
1994-01-01,0.0,4.4,-999.0,0.15389865210714895
1994-02-01,3.0,6.0,-999.0,0.40855532037474585
1994-03-01,4.3,8.0,-999.0,0.5646097793710094
1994-04-01,4.8,10.0,-999.0,0.6676792991547887
1994-05-01,4.8,12.7,-999.0,0.7621171084023574
1994-06-01,4.8,12.7,-999.0,0.7621171084023574
1994-07-01,4.8,12.7,-999.0,0.7621171084023574
1994-08-01,4.8,12.7,-999.0,0.7621171084023574
1994-09-01,4.8,12.7,-999.0,0.7621171084023574
1994-10-01,0.0,0.0,-999.0,0.0
1994-11-01,0.0,2.7,-999.0,0.09443780924756869
1994-12-01,0.0,7.2,-999.0,0.2518341579935165
1995-01-01,0.0,7.8,-999.0,0.2728203378263095
1995-02-01,5.5,10.2,-999.0,0.72103651424331
1995-03-01,6.7,12.4,-999.0,0.8774632491156107
1995-04-01,9.0,15.5,-999.0,1.1382235451542666
1995-05-01,9.3,18.1,-999.0,1.249033009967718
1995-06-01,9.3,18.1,-999.0,1.249033009967718
1995-07-01,9.3,18.1,-999.0,1.249033009967718
1995-08-01,9.3,18.1,-999.0,1.249033009967718
1995-09-01,9.3,18.1,-999.0,1.249033009967718
1995-10-01,0.0,0.0,-999.0,0.0
1995-11-01,0.0,1.2,-999.0,0.04197235966558607
1995-12-01,0.0,3.9,-999.0,0.13641016891315474
1996-01-01,0.0,5.5,-999.0,0.19237331513393618
1996-02-01,6.0,9.5,-999.0,0.7296682247795208
1996-03-01,8.8,12.1,-999.0,1.0060556246319852
1996-04-01,10.5,14.1,-999.0,1.1886025532344906
1996-05-01,10.5,14.1,-999.0,1.1886025532344906
1996-06-01,10.5,14.1,-999.0,1.1886025532344906
1996-07-01,10.5,14.1,-999.0,1.1886025532344906
1996-08-01,10.5,14.1,-999.0,1.1886025532344906
1996-09-01,10.5,14.1,-999.0,1.1886025532344906
1996-10-01,0.0,0.0,-999.0,0.0
1996-11-01,0.0,4.7,-999.0,0.16439174202354548
1996-12-01,0.0,7.1,-999.0,0.24833646135471762
1997-01-01,0.0,11.1,-999.0,0.3882443269066712
1997-02-01,10.8,14.5,-999.0,1.2224626919943677
1997-03-01,11.1,16.7,-999.0,1.3192813702526234
1997-04-01,11.1,18.0,-999.0,1.3647514265570084
1997-05-01,11.1,22.4,-999.0,1.5186500786641575
1997-06-01,11.1,22.4,-999.0,1.5186500786641575
1997-07-01,11.1,22.4,-999.0,1.5186500786641575
1997-08-01,11.1,22.4,-999.0,1.5186500786641575
1997-09-01,11.1,22.4,-999.0,1.5186500786641575
1997-10-01,0.0,0.0,-999.0,0.0
1997-11-01,0.0,2.4,-999.0,0.08394471933117215
1997-12-01,0.0,5.3,-999.0,0.1853779218563385
1998-01-01,0.0,6.5,-999.0,0.2273502815219246
1998-02-01,4.8,8.7,-999.0,0.6222092428504038
1998-03-01,5.3,10.4,-999.0,0.7147856727177867
1998-04-01,7.3,14.1,-999.0,0.976662796384554
1998-05-01,7.3,14.7,-999.0,0.997648976217347
1998-06-01,7.3,14.7,-999.0,0.997648976217347
1998-07-01,7.3,14.7,-999.0,0.997648976217347
1998-08-01,7.3,14.7,-999.0,0.997648976217347
1998-09-01,7.3,14.7,-999.0,0.997648976217347
1998-10-01,0.0,0.0,-999.0,0.0
1998-11-01,0.0,4.0,-999.0,0.1399078655519536
1998-12-01,0.0,5.9,-999.0,0.20636410168913155
1999-01-01,0.0,6.5,-999.0,0.2273502815219246
1999-02-01,3.7,9.4,-999.0,0.5738388279048301
1999-03-01,4.6,11.4,-999.0,0.7034008172948514
1999-04-01,4.6,13.2,-999.0,0.7663593567932305
1999-05-01,5.2,19.7,-999.0,1.0334483427245182
1999-06-01,5.2,19.7,-999.0,1.0334483427245182
1999-07-01,5.2,19.7,-999.0,1.0334483427245182
1999-08-01,5.2,19.7,-999.0,1.0334483427245182
1999-09-01,5.2,19.7,-999.0,1.0334483427245182
1999-10-01,0.0,0.0,-999.0,0.0
1999-11-01,0.0,0.5,-999.0,0.0174884831939942
1999-12-01,0.0,1.0,-999.0,0.0349769663879884
2000-01-01,0.0,2.4,-999.0,0.08394471933117215
2000-02-01,1.8,4.2,-999.0,0.2661193720576406
2000-03-01,3.6,6.8,-999.0,0.4762755978944997
2000-04-01,9.8,13.3,-999.0,1.1142591583131765
2000-05-01,9.8,13.3,-999.0,1.1142591583131765
2000-06-01,9.8,13.3,-999.0,1.1142591583131765
2000-07-01,9.8,13.3,-999.0,1.1142591583131765
2000-08-01,9.8,13.3,-999.0,1.1142591583131765
2000-09-01,9.8,13.3,-999.0,1.1142591583131765
2000-10-01,0.0,0.0,-999.0,0.0
2000-11-01,0.0,5.0,-999.0,0.174884831939942
2000-12-01,0.0,6.0,-999.0,0.2098617983279304
2001-01-01,0.0,7.5,-999.0,0.26232724790991296
2001-02-01,5.2,9.9,-999.0,0.690674072122232
2001-03-01,8.3,13.1,-999.0,1.0079170040121708
2001-04-01,8.5,15.6,-999.0,1.1086056547852627
2001-05-01,8.5,15.6,-999.0,1.1086056547852627
2001-06-01,8.5,15.6,-999.0,1.1086056547852627
2001-07-01,8.5,15.6,-999.0,1.1086056547852627
2001-08-01,8.5,15.6,-999.0,1.1086056547852627
2001-09-01,8.5,15.6,-999.0,1.1086056547852627
2001-10-01,0.0,0.0,-999.0,0.0
2001-11-01,0.0,0.4,-999.0,0.01399078655519536
2001-12-01,0.0,2.8,-999.0,0.09793550588636751
2002-01-01,0.0,4.6,-999.0,0.1608940453847466
2002-02-01,2.6,5.3,-999.0,0.35757897429691193
2002-03-01,3.5,6.2,-999.0,0.4486663006601461
2002-04-01,3.5,7.7,-999.0,0.5011317502421287
2002-05-01,3.5,7.7,-999.0,0.5011317502421287
2002-06-01,3.5,7.7,-999.0,0.5011317502421287
2002-07-01,3.5,7.7,-999.0,0.5011317502421287
2002-08-01,3.5,7.7,-999.0,0.5011317502421287
2002-09-01,3.5,7.7,-999.0,0.5011317502421287
2002-10-01,0.0,0.7,-999.0,0.02448387647159188
2002-11-01,0.0,0.9,-999.0,0.03147926974918956
2002-12-01,0.0,3.5,-999.0,0.12241938235795939
2003-01-01,0.0,4.6,-999.0,0.1608940453847466
2003-02-01,3.9,5.7,-999.0,0.457670287072394
2003-03-01,3.9,7.4,-999.0,0.5171311299319743
2003-04-01,5.0,11.2,-999.0,0.7228978936234959
2003-05-01,5.0,11.2,-999.0,0.7228978936234959
2003-06-01,5.0,11.2,-999.0,0.7228978936234959
2003-07-01,5.0,11.2,-999.0,0.7228978936234959
2003-08-01,5.0,11.2,-999.0,0.7228978936234959
2003-09-01,5.0,11.2,-999.0,0.7228978936234959
2003-10-01,0.0,0.0,-999.0,0.0
2003-11-01,0.0,0.0,-999.0,0.0
2003-12-01,0.0,3.0,-999.0,0.1049308991639652
2004-01-01,0.0,5.3,-999.0,0.1853779218563385
2004-02-01,4.7,7.0,-999.0,0.5561252825892631
2004-03-01,5.2,9.3,-999.0,0.6696878922894389
2004-04-01,5.2,11.1,-999.0,0.7326464317878181
2004-05-01,5.2,13.4,-999.0,0.8130934544801914
2004-06-01,5.2,13.4,-999.0,0.8130934544801914
2004-07-01,5.2,13.4,-999.0,0.8130934544801914
2004-08-01,5.2,13.4,-999.0,0.8130934544801914
2004-09-01,5.2,13.4,-999.0,0.8130934544801914
2004-10-01,0.0,0.0,-999.0,0.0
2004-11-01,0.0,3.2,-999.0,0.11192629244156288
2004-12-01,0.0,6.4,-999.0,0.22385258488312576
2005-01-01,0.0,9.4,-999.0,0.32878348404709096
2005-02-01,6.5,13.8,-999.0,0.9131847672556734
2005-03-01,8.0,15.2,-999.0,1.061499281222265
2005-04-01,8.4,16.6,-999.0,1.1369595037716909
2005-05-01,8.4,18.5,-999.0,1.2034157399088687
2005-06-01,8.4,18.5,-999.0,1.2034157399088687
2005-07-01,8.4,18.5,-999.0,1.2034157399088687
2005-08-01,8.4,18.5,-999.0,1.2034157399088687
2005-09-01,8.4,18.5,-999.0,1.2034157399088687
2005-10-01,0.0,0.0,-999.0,0.0
2005-11-01,0.0,1.0,-999.0,0.0349769663879884
2005-12-01,0.0,2.9,-999.0,0.10143320252516635
2006-01-01,0.0,5.7,-999.0,0.19936870841153387
2006-02-01,4.7,7.9,-999.0,0.5876045523384527
2006-03-01,4.8,9.5,-999.0,0.6501908159607945
2006-04-01,7.5,13.4,-999.0,0.9654251547160833
2006-05-01,7.5,13.4,-999.0,0.9654251547160833
2006-06-01,7.5,13.4,-999.0,0.9654251547160833
2006-07-01,7.5,13.4,-999.0,0.9654251547160833
2006-08-01,7.5,13.4,-999.0,0.9654251547160833
2006-09-01,7.5,13.4,-999.0,0.9654251547160833
2006-10-01,0.0,0.0,-999.0,0.0
2006-11-01,0.0,2.8,-999.0,0.09793550588636751
2006-12-01,0.0,5.1,-999.0,0.17838252857874082
2007-01-01,0.0,7.8,-999.0,0.2728203378263095
2007-02-01,4.3,9.4,-999.0,0.6135775323141932
2007-03-01,5.6,11.1,-999.0,0.7591389013940602
2007-04-01,5.6,12.9,-999.0,0.8220974408924393
2007-05-01,5.6,14.7,-999.0,0.8850559803908182
2007-06-01,5.6,14.7,-999.0,0.8850559803908182
2007-07-01,5.6,14.7,-999.0,0.8850559803908182
2007-08-01,5.6,14.7,-999.0,0.8850559803908182
2007-09-01,5.6,14.7,-999.0,0.8850559803908182
2007-10-01,0.0,0.0,-999.0,0.0
2007-11-01,0.0,1.1,-999.0,0.03847466302678724
2007-12-01,0.0,3.2,-999.0,0.11192629244156288
2008-01-01,0.0,8.2,-999.0,0.28681112438150486
2008-02-01,8.0,11.9,-999.0,0.9460752921419032
2008-03-01,10.6,15.4,-999.0,1.240695726940436
2008-04-01,10.7,17.3,-999.0,1.3137750804791746
2008-05-01,10.7,17.3,-999.0,1.3137750804791746
2008-06-01,10.7,17.3,-999.0,1.3137750804791746
2008-07-01,10.7,17.3,-999.0,1.3137750804791746
2008-08-01,10.7,17.3,-999.0,1.3137750804791746
2008-09-01,10.7,17.3,-999.0,1.3137750804791746
2008-10-01,0.0,0.0,-999.0,0.0
2008-11-01,0.0,1.0,-999.0,0.0349769663879884
2008-12-01,0.0,2.7,-999.0,0.09443780924756869
2009-01-01,0.0,7.2,-999.0,0.2518341579935165
2009-02-01,3.9,7.9,-999.0,0.5346196131259685
2009-03-01,5.1,10.0,-999.0,0.6875486513594703
2009-04-01,5.1,12.0,-999.0,0.757502584135447
2009-05-01,5.1,12.0,-999.0,0.757502584135447
2009-06-01,5.1,12.0,-999.0,0.757502584135447
2009-07-01,5.1,12.0,-999.0,0.757502584135447
2009-08-01,5.1,12.0,-999.0,0.757502584135447
2009-09-01,5.1,12.0,-999.0,0.757502584135447
2009-10-01,0.0,0.0,-999.0,0.0
2009-11-01,0.0,3.0,-999.0,0.1049308991639652
2009-12-01,0.0,4.0,-999.0,0.1399078655519536
2010-01-01,0.0,6.1,-999.0,0.2133594949667292
2010-02-01,3.3,8.6,-999.0,0.5193647851881973
2010-03-01,5.4,10.5,-999.0,0.7249064867581461
2010-04-01,6.0,13.7,-999.0,0.876571483609072
2010-05-01,6.0,13.7,-999.0,0.876571483609072
2010-06-01,6.0,13.7,-999.0,0.876571483609072
2010-07-01,6.0,13.7,-999.0,0.876571483609072
2010-08-01,6.0,13.7,-999.0,0.876571483609072
2010-09-01,6.0,13.7,-999.0,0.876571483609072
2010-10-01,0.0,0.0,-999.0,0.0
2010-11-01,0.0,1.6,-999.0,0.05596314622078144
2010-12-01,0.0,4.3,-999.0,0.1504009554683501
2011-01-01,0.0,7.3,-999.0,0.2553318546323153
2011-02-01,4.2,9.5,-999.0,0.6104521115514314
2011-03-01,6.5,12.1,-999.0,0.8537239243960932
2011-04-01,6.6,14.0,-999.0,0.9268032779348316
2011-05-01,6.6,16.4,-999.0,1.0107479972660038
2011-06-01,6.6,16.4,-999.0,1.0107479972660038
2011-07-01,6.6,16.4,-999.0,1.0107479972660038
2011-08-01,6.6,16.4,-999.0,1.0107479972660038
2011-09-01,6.6,16.4,-999.0,1.0107479972660038
2011-10-01,0.0,0.0,-999.0,0.0
2011-11-01,0.0,2.2,-999.0,0.07694932605357448
2011-12-01,0.0,4.0,-999.0,0.1399078655519536
2012-01-01,0.0,5.8,-999.0,0.2028664050503327
2012-02-01,3.8,7.3,-999.0,0.5070103158916148
2012-03-01,5.7,10.5,-999.0,0.7447758389628276
2012-04-01,5.7,11.7,-999.0,0.7867481986284137
2012-05-01,5.7,11.7,-999.0,0.7867481986284137
2012-06-01,5.7,11.7,-999.0,0.7867481986284137
2012-07-01,5.7,11.7,-999.0,0.7867481986284137
2012-08-01,5.7,11.7,-999.0,0.7867481986284137
2012-09-01,5.7,11.7,-999.0,0.7867481986284137
2012-10-01,0.0,0.0,-999.0,0.0
2012-11-01,0.0,0.5,-999.0,0.0174884831939942
2012-12-01,0.0,1.7,-999.0,0.059460842859580275
2013-01-01,0.0,3.2,-999.0,0.11192629244156288
2013-02-01,2.3,5.4,-999.0,0.3412073187310292
2013-03-01,3.0,7.3,-999.0,0.4540253766791308
2013-04-01,3.0,8.8,-999.0,0.5064908262611134
2013-05-01,3.0,8.8,-999.0,0.5064908262611134
2013-06-01,3.0,8.8,-999.0,0.5064908262611134
2013-07-01,3.0,8.8,-999.0,0.5064908262611134
2013-08-01,3.0,8.8,-999.0,0.5064908262611134
2013-09-01,3.0,8.8,-999.0,0.5064908262611134
2013-10-01,0.0,0.0,-999.0,0.0
2013-11-01,0.0,2.4,-999.0,0.08394471933117215
2013-12-01,0.0,4.7,-999.0,0.16439174202354548
2014-01-01,0.0,6.2,-999.0,0.21685719160552808
2014-02-01,4.7,9.4,-999.0,0.6400700019204353
2014-03-01,6.9,12.4,-999.0,0.8907094839187317
2014-04-01,7.3,13.9,-999.0,0.9696674031069563
2014-05-01,7.3,14.2,-999.0,0.980160493023353
2014-06-01,7.3,14.2,-999.0,0.980160493023353
2014-07-01,7.3,14.2,-999.0,0.980160493023353
2014-08-01,7.3,14.2,-999.0,0.980160493023353
2014-09-01,7.3,14.2,-999.0,0.980160493023353
2014-10-01,0.0,0.4,-999.0,0.01399078655519536
2014-11-01,0.0,0.4,-999.0,0.01399078655519536
2014-12-01,0.0,4.2,-999.0,0.14690325882955127
2015-01-01,0.0,7.3,-999.0,0.2553318546323153
2015-02-01,4.7,8.0,-999.0,0.5911022489772515
2015-03-01,6.0,10.6,-999.0,0.7681428878063079
2015-04-01,6.0,11.8,-999.0,0.810115247471894
2015-05-01,6.0,12.6,-999.0,0.8380968205822847
2015-06-01,6.0,12.6,-999.0,0.8380968205822847
2015-07-01,6.0,12.6,-999.0,0.8380968205822847
2015-08-01,6.0,12.6,-999.0,0.8380968205822847
2015-09-01,6.0,12.6,-999.0,0.8380968205822847
2015-10-01,0.0,0.0,-999.0,0.0
2015-11-01,0.0,0.3,-999.0,0.010493089916396518
2015-12-01,0.0,4.0,-999.0,0.1399078655519536
2016-01-01,0.0,8.0,-999.0,0.2798157311039072
2016-02-01,5.2,11.0,-999.0,0.7291487351490192
2016-03-01,6.4,12.2,-999.0,0.8505985036333314
2016-04-01,7.2,14.3,-999.0,0.9770350722605914
2016-05-01,7.2,14.4,-999.0,0.9805327688993901
2016-06-01,7.2,14.4,-999.0,0.9805327688993901
2016-07-01,7.2,14.4,-999.0,0.9805327688993901
2016-08-01,7.2,14.4,-999.0,0.9805327688993901
2016-09-01,7.2,14.4,-999.0,0.9805327688993901
2016-10-01,0.0,0.0,-999.0,0.0
2016-11-01,0.0,0.0,-999.0,0.0
2016-12-01,0.0,2.2,-999.0,0.07694932605357448
2017-01-01,0.0,6.5,-999.0,0.2273502815219246
2017-02-01,8.7,11.9,-999.0,0.9924371139528267
2017-03-01,9.1,13.9,-999.0,1.0888835163350457
2017-04-01,10.0,14.8,-999.0,1.17997084269828
2017-05-01,10.0,14.8,-999.0,1.17997084269828
2017-06-01,10.0,14.8,-999.0,1.17997084269828
2017-07-01,10.0,14.8,-999.0,1.17997084269828
2017-08-01,10.0,14.8,-999.0,1.17997084269828
2017-09-01,10.0,14.8,-999.0,1.17997084269828
2017-10-01,0.0,0.0,-999.0,0.0
2017-11-01,0.0,0.8,-999.0,0.02798157311039072
2017-12-01,0.0,2.0,-999.0,0.0699539327759768
2018-01-01,0.0,2.7,-999.0,0.09443780924756869
2018-02-01,2.2,4.3,-999.0,0.2961095383026815
2018-03-01,3.2,7.2,-999.0,0.463773914843453
2018-04-01,3.2,8.1,-999.0,0.49525318459264256
2018-05-01,3.2,8.1,-999.0,0.49525318459264256
2018-06-01,3.2,8.1,-999.0,0.49525318459264256
2018-07-01,3.2,8.1,-999.0,0.49525318459264256
2018-08-01,3.2,8.1,-999.0,0.49525318459264256
2018-09-01,3.2,8.1,-999.0,0.49525318459264256
2018-10-01,0.0,0.0,-999.0,0.0
2018-11-01,0.0,2.2,-999.0,0.07694932605357448
2018-12-01,0.0,4.3,-999.0,0.1504009554683501
2019-01-01,0.0,6.5,-999.0,0.2273502815219246
2019-02-01,6.3,8.8,-999.0,0.7250537005126104
2019-03-01,8.9,13.9,-999.0,1.0756372815319246
2019-04-01,14.0,21.1,-999.0,1.6652504270050277
2019-05-01,14.0,21.1,-999.0,1.6652504270050277
2019-06-01,14.0,21.1,-999.0,1.6652504270050277
2019-07-01,14.0,21.1,-999.0,1.6652504270050277
2019-08-01,14.0,21.1,-999.0,1.6652504270050277
2019-09-01,14.0,21.1,-999.0,1.6652504270050277
2019-10-01,0.0,0.0,-999.0,0.0
2019-11-01,0.0,0.9,-999.0,0.03147926974918956
2019-12-01,0.0,4.4,-999.0,0.15389865210714895
2020-01-01,0.0,8.0,-999.0,0.2798157311039072
2020-02-01,6.4,9.5,-999.0,0.7561606943857628
2020-03-01,7.8,11.8,-999.0,0.9293313606999833
2020-04-01,7.8,14.7,-999.0,1.0307645632251496
2020-05-01,7.8,14.7,-999.0,1.0307645632251496
2020-06-01,7.8,14.7,-999.0,1.0307645632251496
2020-07-01,7.8,14.7,-999.0,1.0307645632251496
2020-08-01,7.8,14.7,-999.0,1.0307645632251496
2020-09-01,7.8,14.7,-999.0,1.0307645632251496
2020-10-01,0.0,0.0,-999.0,0.0
2020-11-01,0.0,0.9,-999.0,0.03147926974918956
2020-12-01,0.0,4.0,-999.0,0.1399078655519536
2021-01-01,0.0,6.4,-999.0,0.22385258488312576
2021-02-01,5.2,7.9,-999.0,0.6207201393462553
2021-03-01,6.7,9.7,-999.0,0.7830254398680421
2021-04-01,8.8,12.9,-999.0,1.034037197742376
2021-05-01,8.8,12.9,-999.0,1.034037197742376
2021-06-01,-999.0,12.9,-999.0,0.9024057328101007
2021-07-01,-999.0,12.9,-999.0,0.9024057328101007
2021-08-01,-999.0,12.9,-999.0,0.9024057328101007
2021-09-01,-999.0,12.9,-999.0,0.9024057328101007
