,08M03,1185,465,586,739,1060,basinwide_average
1991-07-01,12.1,-999.0,14.8,18.3,12.3,-999.0,1.0896968364851258
1991-08-01,12.1,-999.0,14.8,18.3,12.3,-999.0,1.0896968364851258
1991-09-01,12.1,-999.0,14.8,18.3,12.3,-999.0,1.0896968364851258
1991-10-01,0.0,-999.0,0.0,0.0,0.0,-999.0,0.0
1991-11-01,0.0,-999.0,0.4,0.7,0.0,-999.0,0.018656015037593985
1991-12-01,0.0,-999.0,3.9,5.2,4.9,-999.0,0.2619229855684964
1992-01-01,0.0,-999.0,4.5,6.6,5.8,-999.0,0.3152714302095107
1992-02-01,7.3,-999.0,5.4,7.7,6.9,-999.0,0.5281181299836105
1992-03-01,9.0,-999.0,8.7,12.1,10.6,-999.0,0.7760553690946527
1992-04-01,11.6,-999.0,13.0,17.0,12.9,-999.0,1.0386471708658114
1992-05-01,11.6,-999.0,13.0,17.0,12.9,-999.0,1.0386471708658114
1992-06-01,11.6,-999.0,13.0,17.0,12.9,-999.0,1.0386471708658114
1992-07-01,11.6,-999.0,13.0,17.0,12.9,-999.0,1.0386471708658114
1992-08-01,11.6,-999.0,13.0,17.0,12.9,-999.0,1.0386471708658114
1992-09-01,11.6,-999.0,13.0,17.0,12.9,-999.0,1.0386471708658114
1992-10-01,0.0,-999.0,0.0,0.0,0.0,-999.0,0.0
1992-11-01,0.0,-999.0,0.9,0.6,0.2,-999.0,0.030297148099005685
1992-12-01,0.0,-999.0,1.5,2.8,1.9,-999.0,0.11423268137664422
1993-01-01,0.0,-999.0,5.7,5.3,6.3,-999.0,0.3262116688780775
1993-02-01,9.1,-999.0,13.9,12.8,13.5,-999.0,0.9457259227240278
1993-03-01,15.6,-999.0,21.9,21.0,21.0,-999.0,1.5246128038452917
1993-04-01,16.3,-999.0,25.2,24.5,21.2,-999.0,1.660300438157989
1993-05-01,16.3,-999.0,25.2,24.5,21.2,-999.0,1.660300438157989
1993-06-01,16.3,-999.0,25.2,24.5,21.2,-999.0,1.660300438157989
1993-07-01,16.3,-999.0,25.2,24.5,21.2,-999.0,1.660300438157989
1993-08-01,16.3,-999.0,25.2,24.5,21.2,-999.0,1.660300438157989
1993-09-01,16.3,-999.0,25.2,24.5,21.2,-999.0,1.660300438157989
1993-10-01,0.0,-999.0,0.0,0.0,0.0,-999.0,0.0
1993-11-01,0.0,-999.0,0.0,0.4,0.0,-999.0,0.006578947368421053
1993-12-01,0.0,-999.0,2.2,3.5,2.7,-999.0,0.1556750331711632
1994-01-01,0.0,-999.0,3.0,4.7,3.0,-999.0,0.19623353727455894
1994-02-01,5.4,-999.0,4.8,5.4,5.6,-999.0,0.4109833819888407
1994-03-01,10.9,-999.0,10.3,9.6,9.3,-999.0,0.7754550113512209
1994-04-01,10.9,-999.0,10.3,11.5,9.3,-999.0,0.8067050113512209
1994-05-01,10.9,-999.0,10.3,12.3,9.3,-999.0,0.8198629060880629
1994-06-01,10.9,-999.0,10.3,12.3,9.3,-999.0,0.8198629060880629
1994-07-01,10.9,-999.0,10.3,12.3,9.3,-999.0,0.8198629060880629
1994-08-01,10.9,-999.0,10.3,12.3,9.3,-999.0,0.8198629060880629
1994-09-01,10.9,-999.0,10.3,12.3,9.3,-999.0,0.8198629060880629
1994-10-01,0.0,-999.0,0.0,0.0,0.0,-999.0,0.0
1994-11-01,0.0,-999.0,1.0,0.1,0.2,-999.0,0.023859178174193654
1994-12-01,0.0,-999.0,7.7,4.9,4.0,-999.0,0.3052380747620686
1995-01-01,0.0,-999.0,7.7,6.6,5.2,-999.0,0.35934239192753126
1995-02-01,7.5,-999.0,12.1,10.4,8.8,-999.0,0.7378020673568625
1995-03-01,13.0,-999.0,13.8,13.5,11.3,-999.0,0.9901806577492687
1995-04-01,14.0,-999.0,21.2,19.9,15.2,-999.0,1.3337482429561516
1995-05-01,14.0,-999.0,22.3,21.1,15.2,-999.0,1.3731279422042721
1995-06-01,14.0,-999.0,22.3,21.1,15.2,-999.0,1.3731279422042721
1995-07-01,14.0,-999.0,22.3,21.1,15.2,-999.0,1.3731279422042721
1995-08-01,14.0,-999.0,22.3,21.1,15.2,-999.0,1.3731279422042721
1995-09-01,14.0,-999.0,22.3,21.1,15.2,-999.0,1.3731279422042721
1995-10-01,0.0,-999.0,0.0,0.0,0.0,-999.0,0.0
1995-11-01,0.0,-999.0,0.0,0.0,0.0,-999.0,0.0
1995-12-01,0.0,-999.0,0.4,2.0,0.0,-999.0,0.04003759398496241
1996-01-01,0.0,-999.0,0.8,4.0,1.4,-999.0,0.11057627729454354
1996-02-01,3.5,-999.0,9.5,9.6,5.8,-999.0,0.5280791244358616
1996-03-01,6.3,-999.0,11.6,12.3,8.3,-999.0,0.723797149851506
1996-04-01,8.0,-999.0,14.1,15.0,9.6,-999.0,0.877200566661698
1996-05-01,8.0,-999.0,14.1,15.0,9.6,-999.0,0.877200566661698
1996-06-01,8.0,-999.0,14.1,15.0,9.6,-999.0,0.877200566661698
1996-07-01,8.0,-999.0,14.1,15.0,9.6,-999.0,0.877200566661698
1996-08-01,8.0,-999.0,14.1,15.0,9.6,-999.0,0.877200566661698
1996-09-01,8.0,-999.0,14.1,15.0,9.6,-999.0,0.877200566661698
1996-10-01,0.0,-999.0,0.0,0.0,0.0,-999.0,0.0
1996-11-01,0.0,-999.0,2.9,3.3,3.0,-999.0,0.17142150719937096
1996-12-01,0.0,-999.0,7.0,6.9,6.2,-999.0,0.3735630948285747
1997-01-01,0.0,-999.0,11.6,11.8,10.1,-999.0,0.6212653774960276
1997-02-01,13.0,-999.0,18.4,18.2,16.2,-999.0,1.2563799591072389
1997-03-01,15.0,-999.0,20.9,19.5,18.9,-999.0,1.423616424424931
1997-04-01,15.0,-999.0,20.9,21.3,18.9,-999.0,1.4532216875828257
1997-05-01,15.0,-999.0,20.9,22.8,18.9,-999.0,1.4778927402144046
1997-06-01,15.0,-999.0,20.9,22.8,18.9,-999.0,1.4778927402144046
1997-07-01,15.0,-999.0,20.9,22.8,18.9,-999.0,1.4778927402144046
1997-08-01,15.0,-999.0,20.9,22.8,18.9,-999.0,1.4778927402144046
1997-09-01,15.0,-999.0,20.9,22.8,18.9,-999.0,1.4778927402144046
1997-10-01,0.0,-999.0,0.0,0.0,0.0,-999.0,0.0
1997-11-01,0.0,-999.0,0.0,1.0,0.0,-999.0,0.01644736842105263
1997-12-01,0.0,-999.0,3.2,3.8,1.5,-999.0,0.15232259570494866
1998-01-01,0.0,-999.0,4.9,5.4,3.3,-999.0,0.24821121431028553
1998-02-01,4.8,-999.0,7.1,7.5,6.5,-999.0,0.49348557743702404
1998-03-01,7.3,-999.0,9.2,9.8,9.3,-999.0,0.6828023282243103
1998-04-01,10.4,-999.0,12.4,13.4,10.8,-999.0,0.8975376249593869
1998-05-01,10.4,-999.0,12.4,14.6,10.8,-999.0,0.91727446706465
1998-06-01,10.4,-999.0,12.4,14.6,10.8,-999.0,0.91727446706465
1998-07-01,10.4,-999.0,12.4,14.6,10.8,-999.0,0.91727446706465
1998-08-01,10.4,-999.0,12.4,14.6,10.8,-999.0,0.91727446706465
1998-09-01,10.4,-999.0,12.4,14.6,10.8,-999.0,0.91727446706465
1998-10-01,0.0,-999.0,0.0,0.0,0.0,-999.0,0.0
1998-11-01,0.0,-999.0,2.3,2.1,0.1,-999.0,0.07778955149311187
1998-12-01,0.0,-999.0,5.0,5.0,2.7,-999.0,0.23034608580274218
1999-01-01,0.0,-999.0,5.5,5.8,3.7,-999.0,0.27421904434288336
1999-02-01,5.5,-999.0,7.9,8.0,6.3,-999.0,0.5264736523938148
1999-03-01,6.8,-999.0,9.3,8.8,7.8,-999.0,0.6248638105729549
1999-04-01,6.8,-999.0,9.3,8.8,7.8,-999.0,0.6248638105729549
1999-05-01,6.8,-999.0,9.3,10.2,7.8,-999.0,0.6478901263624286
1999-06-01,6.8,-999.0,9.3,10.2,7.8,-999.0,0.6478901263624286
1999-07-01,6.8,-999.0,9.3,10.2,7.8,-999.0,0.6478901263624286
1999-08-01,6.8,-999.0,9.3,10.2,7.8,-999.0,0.6478901263624286
1999-09-01,6.8,-999.0,9.3,10.2,7.8,-999.0,0.6478901263624286
1999-10-01,0.0,-999.0,0.0,0.0,0.0,-999.0,0.0
1999-11-01,0.0,-999.0,0.0,0.0,0.0,-999.0,0.0
1999-12-01,0.0,-999.0,0.2,1.2,0.0,-999.0,0.02330827067669173
2000-01-01,0.0,-999.0,2.0,2.2,1.0,-999.0,0.09368498861532917
2000-02-01,4.6,-999.0,6.3,6.0,3.9,-999.0,0.39364508036386864
2000-03-01,9.1,-999.0,11.3,10.5,8.2,-999.0,0.7459999943409786
2000-04-01,12.6,-999.0,17.0,16.2,13.3,-999.0,1.126826694415283
2000-05-01,12.6,-999.0,17.0,16.2,13.3,-999.0,1.126826694415283
2000-06-01,12.6,-999.0,17.0,16.2,13.3,-999.0,1.126826694415283
2000-07-01,12.6,-999.0,17.0,16.2,13.3,-999.0,1.126826694415283
2000-08-01,12.6,-999.0,17.0,16.2,13.3,-999.0,1.126826694415283
2000-09-01,12.6,-999.0,17.0,16.2,13.3,-999.0,1.126826694415283
2000-10-01,0.0,-999.0,0.0,0.0,0.0,-999.0,0.0
2000-11-01,0.0,-999.0,1.9,2.3,0.5,-999.0,0.0826507649843563
2000-12-01,0.0,-999.0,3.0,3.4,1.8,-999.0,0.1487081674775173
2001-01-01,0.0,-999.0,5.0,6.2,3.9,-999.0,0.2762267187576785
2001-02-01,4.8,-999.0,7.5,8.5,6.4,-999.0,0.514897153763461
2001-03-01,7.5,-999.0,11.9,11.6,11.2,-999.0,0.8062550625900434
2001-04-01,7.5,-999.0,13.5,12.7,11.9,-999.0,0.8681691410869394
2001-05-01,7.5,-999.0,13.5,12.7,11.9,-999.0,0.8681691410869394
2001-06-01,7.5,-999.0,13.5,12.7,11.9,-999.0,0.8681691410869394
2001-07-01,7.5,-999.0,13.5,12.7,11.9,-999.0,0.8681691410869394
2001-08-01,7.5,-999.0,13.5,12.7,11.9,-999.0,0.8681691410869394
2001-09-01,7.5,-999.0,13.5,12.7,11.9,-999.0,0.8681691410869394
2001-10-01,0.0,-999.0,0.0,0.0,0.0,-999.0,0.0
2001-11-01,0.0,-999.0,0.1,0.2,0.0,-999.0,0.0050751879699248124
2001-12-01,0.0,-999.0,4.0,4.3,2.8,-999.0,0.20315443428833518
2002-01-01,0.0,-999.0,5.7,6.2,4.2,-999.0,0.2952626664700968
2002-02-01,5.0,-999.0,6.0,6.2,5.3,-999.0,0.4305562004786955
2002-03-01,6.1,-999.0,7.3,6.2,5.7,-999.0,0.4857987580415085
2002-04-01,6.1,-999.0,7.3,6.2,5.7,-999.0,0.4857987580415085
2002-05-01,6.1,-999.0,7.3,6.2,5.7,-999.0,0.4857987580415085
2002-06-01,6.1,-999.0,7.3,6.2,5.7,-999.0,0.4857987580415085
2002-07-01,6.1,-999.0,7.3,6.2,5.7,-999.0,0.4857987580415085
2002-08-01,6.1,-999.0,7.3,6.2,5.7,-999.0,0.4857987580415085
2002-09-01,6.1,-999.0,7.3,6.2,5.7,-999.0,0.4857987580415085
2002-10-01,0.0,-999.0,0.0,0.0,0.0,-999.0,0.0
2002-11-01,0.0,-999.0,0.9,1.9,0.3,-999.0,0.05385737628384687
2002-12-01,0.0,-999.0,3.6,4.7,2.5,-999.0,0.19605457680148086
2003-01-01,0.0,-999.0,5.9,7.2,5.5,-999.0,0.343603903549724
2003-02-01,4.2,-999.0,6.2,8.0,5.5,-999.0,0.4511347907566835
2003-03-01,8.2,-999.0,9.6,11.2,9.9,-999.0,0.7451182214985437
2003-04-01,8.3,-999.0,11.6,12.7,9.9,-999.0,0.8076229848351936
2003-05-01,8.3,-999.0,11.6,12.7,9.9,-999.0,0.8076229848351936
2003-06-01,8.3,-999.0,11.6,12.7,9.9,-999.0,0.8076229848351936
2003-07-01,8.3,-999.0,11.6,12.7,9.9,-999.0,0.8076229848351936
2003-08-01,8.3,-999.0,11.6,12.7,9.9,-999.0,0.8076229848351936
2003-09-01,8.3,-999.0,11.6,12.7,9.9,-999.0,0.8076229848351936
2003-10-01,0.0,-999.0,0.0,0.0,0.0,-999.0,0.0
2003-11-01,0.0,-999.0,0.0,0.0,0.0,-999.0,0.0
2003-12-01,0.0,-999.0,2.8,3.5,1.5,-999.0,0.14024552803577572
2004-01-01,0.0,-999.0,5.5,6.3,4.5,-999.0,0.2998719224531918
2004-02-01,6.3,-999.0,8.5,9.5,8.1,-999.0,0.6180300769404702
2004-03-01,8.6,-999.0,13.3,13.2,12.3,-999.0,0.9048496685745644
2004-04-01,8.6,-999.0,13.3,13.2,12.3,-999.0,0.9048496685745644
2004-05-01,8.6,-999.0,13.3,13.3,12.3,-999.0,0.9064944054166697
2004-06-01,8.6,-999.0,13.3,13.3,12.3,-999.0,0.9064944054166697
2004-07-01,8.6,-999.0,13.3,13.3,12.3,-999.0,0.9064944054166697
2004-08-01,8.6,-999.0,13.3,13.3,12.3,-999.0,0.9064944054166697
2004-09-01,8.6,-999.0,13.3,13.3,12.3,-999.0,0.9064944054166697
2004-10-01,0.0,-999.0,0.0,0.0,0.0,-999.0,0.0
2004-11-01,0.0,-999.0,1.1,2.3,0.0,-999.0,0.0574718045112782
2004-12-01,0.0,-999.0,4.1,5.2,0.9,6.4,0.20950922254327828
2005-01-01,0.0,-999.0,5.0,7.3,4.3,7.9,0.32492059427043946
2005-02-01,8.0,-999.0,12.3,13.5,9.0,19.2,0.8463432096613406
2005-03-01,11.9,-999.0,16.2,16.1,14.1,24.5,1.1466269506367806
2005-04-01,13.4,-999.0,19.1,18.7,16.8,29.5,1.3469692740112766
2005-05-01,13.4,-999.0,19.1,18.7,16.8,29.5,1.3469692740112766
2005-06-01,13.4,-999.0,19.1,18.7,16.8,29.5,1.3469692740112766
2005-07-01,13.4,-999.0,19.1,18.7,16.8,29.5,1.3469692740112766
2005-08-01,13.4,-999.0,19.1,18.7,16.8,29.5,1.3469692740112766
2005-09-01,13.4,-999.0,19.1,18.7,16.8,29.5,1.3469692740112766
2005-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0
2005-11-01,0.0,-999.0,0.0,0.5,0.0,0.0,0.006578947368421052
2005-12-01,0.0,-999.0,0.8,2.1,0.3,1.1,0.05577539503236097
2006-01-01,0.0,-999.0,4.1,5.5,2.6,3.6,0.21384789135563126
2006-02-01,5.7,-999.0,6.1,7.7,4.8,6.0,0.4314181195688592
2006-03-01,5.7,-999.0,7.3,8.1,5.4,6.6,0.47054700721167875
2006-04-01,7.2,-999.0,14.1,13.0,8.6,13.6,0.7864658920296094
2006-05-01,7.2,-999.0,14.1,13.0,8.6,13.6,0.7864658920296094
2006-06-01,7.2,-999.0,14.1,13.0,8.6,13.6,0.7864658920296094
2006-07-01,7.2,-999.0,14.1,13.0,8.6,13.6,0.7864658920296094
2006-08-01,7.2,-999.0,14.1,13.0,8.6,13.6,0.7864658920296094
2006-09-01,7.2,-999.0,14.1,13.0,8.6,13.6,0.7864658920296094
2006-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0
2006-11-01,0.0,-999.0,0.0,0.7,0.0,1.8,0.028006595111858268
2006-12-01,0.0,-999.0,2.7,4.0,2.8,4.4,0.18595069638413292
2007-01-01,0.0,-999.0,4.3,6.2,3.8,5.8,0.26980356618127516
2007-02-01,5.1,-999.0,4.8,7.3,7.5,7.6,0.4611767333839537
2007-03-01,9.5,-999.0,9.6,11.0,8.1,10.9,0.6979531079566627
2007-04-01,9.5,-999.0,9.6,11.0,8.1,13.1,0.7209260809296356
2007-05-01,9.5,-999.0,9.6,11.0,8.1,13.1,0.7209260809296356
2007-06-01,9.5,-999.0,9.6,11.0,8.1,13.1,0.7209260809296356
2007-07-01,9.5,-999.0,9.6,11.0,8.1,13.1,0.7209260809296356
2007-08-01,9.5,-999.0,9.6,11.0,8.1,13.1,0.7209260809296356
2007-09-01,9.5,-999.0,9.6,11.0,8.1,13.1,0.7209260809296356
2007-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0
2007-11-01,0.0,-999.0,1.5,0.0,0.0,0.0,0.02142857142857143
2007-12-01,0.0,-999.0,2.6,3.4,1.2,1.8,0.12159080072392765
2008-01-01,0.0,-999.0,7.4,8.9,8.2,10.4,0.47433844744990256
2008-02-01,11.6,-999.0,15.7,15.9,13.6,19.9,1.0750168995843814
2008-03-01,16.4,-999.0,22.5,21.0,18.4,26.5,1.473229989169155
2008-04-01,16.4,-999.0,23.5,22.1,18.4,28.0,1.517652778328786
2008-05-01,16.4,-999.0,23.5,22.1,18.4,28.0,1.517652778328786
2008-06-01,16.4,-999.0,23.5,22.1,18.4,28.0,1.517652778328786
2008-07-01,16.4,-999.0,23.5,22.1,18.4,28.0,1.517652778328786
2008-08-01,16.4,-999.0,23.5,22.1,18.4,28.0,1.517652778328786
2008-09-01,16.4,-999.0,23.5,22.1,18.4,28.0,1.517652778328786
2008-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0
2008-11-01,0.0,-999.0,0.0,0.0,0.0,0.4,0.004176904176904177
2008-12-01,0.0,-999.0,1.0,3.9,1.6,3.6,0.1310803515911875
2009-01-01,0.0,-999.0,10.0,10.9,7.5,12.8,0.5506580833980215
2009-02-01,9.0,-999.0,13.1,13.5,9.5,16.2,0.8521149966393027
2009-03-01,11.2,-999.0,17.2,16.5,12.0,19.8,1.0686271116006683
2009-04-01,11.2,-999.0,17.2,17.8,12.0,22.2,1.1107937998199884
2009-05-01,11.2,-999.0,17.2,17.8,12.0,22.2,1.1107937998199884
2009-06-01,11.2,-999.0,17.2,17.8,12.0,22.2,1.1107937998199884
2009-07-01,11.2,-999.0,17.2,17.8,12.0,22.2,1.1107937998199884
2009-08-01,11.2,-999.0,17.2,17.8,12.0,22.2,1.1107937998199884
2009-09-01,11.2,-999.0,17.2,17.8,12.0,22.2,1.1107937998199884
2009-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0
2009-11-01,0.0,-999.0,0.4,0.6,1.3,0.7,0.043576556935690056
2009-12-01,0.0,-999.0,1.3,2.5,3.1,2.7,0.13369076969696164
2010-01-01,0.0,-999.0,7.1,7.3,7.0,7.9,0.4019794177998512
2010-02-01,11.2,-999.0,12.2,10.8,9.9,12.8,0.8125014098867315
2010-03-01,13.2,-999.0,15.4,13.5,11.7,17.5,1.0081039843412847
2010-04-01,15.1,-999.0,18.1,16.2,13.2,21.8,1.1854624993135134
2010-05-01,15.1,-999.0,18.1,16.2,13.2,21.8,1.1854624993135134
2010-06-01,15.1,-999.0,18.1,16.2,13.2,21.8,1.1854624993135134
2010-07-01,15.1,-999.0,18.1,16.2,13.2,21.8,1.1854624993135134
2010-08-01,15.1,-999.0,18.1,16.2,13.2,21.8,1.1854624993135134
2010-09-01,15.1,-999.0,18.1,16.2,13.2,21.8,1.1854624993135134
2010-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0
2010-11-01,0.0,-999.0,0.0,0.5,0.0,2.2,0.029551920341394023
2010-12-01,0.0,-999.0,1.8,3.0,1.3,5.6,0.14632258047118726
2011-01-01,0.0,-999.0,6.5,7.9,7.1,14.8,0.47509724251210317
2011-02-01,8.1,-999.0,6.9,8.9,7.8,15.3,0.6487297283170838
2011-03-01,8.1,-999.0,10.6,11.6,9.6,17.3,0.7893702568678289
2011-04-01,8.1,-999.0,12.1,13.2,9.9,21.0,0.875716581681646
2011-05-01,8.1,-999.0,12.1,13.2,9.9,22.0,0.8861588421239064
2011-06-01,8.1,-999.0,12.1,13.2,9.9,22.0,0.8861588421239064
2011-07-01,8.1,-999.0,12.1,13.2,9.9,22.0,0.8861588421239064
2011-08-01,8.1,-999.0,12.1,13.2,9.9,22.0,0.8861588421239064
2011-09-01,8.1,-999.0,12.1,13.2,9.9,22.0,0.8861588421239064
2011-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0
2011-11-01,0.0,-999.0,0.0,0.8,0.0,0.9,0.019924350187508082
2011-12-01,0.0,-999.0,1.9,2.9,1.8,3.2,0.1300885343145405
2012-01-01,0.0,-999.0,3.0,4.8,4.1,4.3,0.2223764524848116
2012-02-01,6.3,-999.0,5.3,7.0,6.3,7.8,0.46589212142600883
2012-03-01,6.3,-999.0,9.6,10.7,10.0,14.3,0.7083676136847827
2012-04-01,6.3,-999.0,9.6,10.7,10.0,14.3,0.7083676136847827
2012-05-01,6.3,-999.0,9.6,10.7,10.0,14.3,0.7083676136847827
2012-06-01,6.3,-999.0,9.6,10.7,10.0,14.3,0.7083676136847827
2012-07-01,6.3,-999.0,9.6,10.7,10.0,14.3,0.7083676136847827
2012-08-01,6.3,-999.0,9.6,10.7,10.0,14.3,0.7083676136847827
2012-09-01,6.3,-999.0,9.6,10.7,10.0,14.3,0.7083676136847827
2012-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0
2012-11-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0
2012-12-01,0.0,-999.0,0.8,1.5,0.3,1.9,0.056234466544064055
2013-01-01,0.0,-999.0,4.4,4.2,3.0,5.1,0.22366341070675438
2013-02-01,6.8,-999.0,8.8,7.3,6.3,10.3,0.5544228409158529
2013-03-01,8.7,-999.0,10.7,8.7,7.5,13.0,0.6813111464240643
2013-04-01,8.7,-999.0,11.3,10.4,7.5,15.6,0.7394008731980017
2013-05-01,8.7,-999.0,11.3,10.4,7.5,15.6,0.7394008731980017
2013-06-01,8.7,-999.0,11.3,10.4,7.5,15.6,0.7394008731980017
2013-07-01,8.7,-999.0,11.3,10.4,7.5,15.6,0.7394008731980017
2013-08-01,8.7,-999.0,11.3,10.4,7.5,15.6,0.7394008731980017
2013-09-01,8.7,-999.0,11.3,10.4,7.5,15.6,0.7394008731980017
2013-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0
2013-11-01,0.0,-999.0,0.8,1.4,0.7,2.1,0.0639788067187448
2013-12-01,0.0,-999.0,3.1,4.5,2.8,5.2,0.20659773782064805
2014-01-01,0.0,-999.0,4.6,6.6,5.1,6.9,0.31349687691792955
2014-02-01,5.1,-999.0,6.5,8.8,6.9,8.8,0.5072724859657745
2014-03-01,7.9,-999.0,10.9,13.1,9.1,12.0,0.7459431559796789
2014-04-01,7.9,-999.0,12.2,15.5,9.8,15.2,0.8417092010646094
2014-05-01,7.9,-999.0,12.2,15.5,9.8,15.2,0.8417092010646094
2014-06-01,7.9,-999.0,12.2,15.5,9.8,15.2,0.8417092010646094
2014-07-01,7.9,-999.0,12.2,15.5,9.8,15.2,0.8417092010646094
2014-08-01,7.9,-999.0,12.2,15.5,9.8,15.2,0.8417092010646094
2014-09-01,7.9,-999.0,12.2,15.5,9.8,15.2,0.8417092010646094
2014-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0
2014-11-01,0.0,-999.0,0.1,0.0,0.0,0.0,0.0014285714285714288
2014-12-01,0.0,-999.0,2.4,3.3,1.8,2.3,0.13309651495410008
2015-01-01,0.0,-999.0,4.3,6.4,4.2,5.4,0.2752299185116523
2015-02-01,5.0,-999.0,4.7,8.2,5.1,7.6,0.4280646618664349
2015-03-01,7.5,-999.0,7.4,11.8,7.3,11.2,0.6323293754778556
2015-04-01,7.5,-999.0,7.4,11.8,7.3,12.7,0.6479927661412462
2015-05-01,7.5,-999.0,7.4,11.8,7.3,12.7,0.6479927661412462
2015-06-01,7.5,-999.0,7.4,11.8,7.3,12.7,0.6479927661412462
2015-07-01,7.5,-999.0,7.4,11.8,7.3,12.7,0.6479927661412462
2015-08-01,7.5,-999.0,7.4,11.8,7.3,12.7,0.6479927661412462
2015-09-01,7.5,-999.0,7.4,11.8,7.3,12.7,0.6479927661412462
2015-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0
2015-11-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0
2015-12-01,0.0,-999.0,3.1,3.8,2.3,4.1,0.17718612806848097
2016-01-01,0.0,-999.0,8.5,9.5,6.9,10.5,0.4763337439808028
2016-02-01,9.3,-999.0,12.2,13.3,10.7,15.5,0.8553183451828319
2016-03-01,9.3,-999.0,12.2,13.7,11.3,16.9,0.8856581840366028
2016-04-01,9.3,-999.0,12.2,15.1,11.3,19.1,0.9270522096411546
2016-05-01,9.3,-999.0,12.2,15.1,11.3,19.1,0.9270522096411546
2016-06-01,9.3,-999.0,12.2,15.1,11.3,19.1,0.9270522096411546
2016-07-01,9.3,-999.0,12.2,15.1,11.3,19.1,0.9270522096411546
2016-08-01,9.3,-999.0,12.2,15.1,11.3,19.1,0.9270522096411546
2016-09-01,9.3,-999.0,12.2,15.1,11.3,19.1,0.9270522096411546
2016-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0
2016-11-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0
2016-12-01,0.0,-999.0,2.2,2.7,2.6,3.8,0.15195138103806832
2017-01-01,0.0,-999.0,6.6,7.4,6.8,10.5,0.41981638850059894
2017-02-01,10.9,-999.0,15.6,17.1,14.0,23.0,1.1168517068225445
2017-03-01,12.1,-999.0,19.9,21.3,17.6,28.0,1.3688463163079077
2017-04-01,12.1,-999.0,19.9,21.3,17.6,30.0,1.3897308371924284
2017-05-01,12.1,-999.0,19.9,21.3,17.6,30.0,1.3897308371924284
2017-06-01,12.1,-999.0,19.9,21.3,17.6,30.0,1.3897308371924284
2017-07-01,12.1,-999.0,19.9,21.3,17.6,30.0,1.3897308371924284
2017-08-01,12.1,-999.0,19.9,21.3,17.6,30.0,1.3897308371924284
2017-09-01,12.1,-999.0,19.9,21.3,17.6,30.0,1.3897308371924284
2017-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0
2017-11-01,0.0,-999.0,0.5,0.6,0.2,0.1,0.019567658809144874
2017-12-01,0.0,-999.0,0.5,1.4,0.2,0.3,0.03218242668707065
2018-01-01,0.0,-999.0,1.6,2.1,0.4,1.2,0.06999111189513665
2018-02-01,2.2,-999.0,4.2,4.3,2.1,3.8,0.23016272407637112
2018-03-01,5.3,-999.0,8.4,7.3,4.3,7.2,0.4560460601415743
2018-04-01,5.3,-999.0,8.8,8.0,4.3,9.3,0.4928996191003964
2018-05-01,5.3,-999.0,8.8,8.0,4.3,9.3,0.4928996191003964
2018-06-01,5.3,-999.0,8.8,8.0,4.3,9.3,0.4928996191003964
2018-07-01,5.3,-999.0,8.8,8.0,4.3,9.3,0.4928996191003964
2018-08-01,5.3,-999.0,8.8,8.0,4.3,9.3,0.4928996191003964
2018-09-01,5.3,-999.0,8.8,8.0,4.3,9.3,0.4928996191003964
2018-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0
2018-11-01,0.0,-999.0,0.3,0.4,0.0,0.2,0.011637324268903218
2018-12-01,0.0,-999.0,2.4,2.8,0.8,1.7,0.10282301742054063
2019-01-01,0.0,-999.0,4.1,4.4,2.6,3.0,0.19310885087974872
2019-02-01,8.5,-999.0,8.6,8.3,6.3,8.1,0.5705747996972567
2019-03-01,14.4,-999.0,16.0,14.1,12.3,16.2,1.041799207431286
2019-04-01,19.7,-999.0,24.1,22.1,19.7,27.7,1.60170230059398
2019-05-01,19.7,-999.0,24.1,22.1,19.7,27.7,1.60170230059398
2019-06-01,19.7,-999.0,24.1,22.1,19.7,27.7,1.60170230059398
2019-07-01,19.7,-999.0,24.1,22.1,19.7,27.7,1.60170230059398
2019-08-01,19.7,-999.0,24.1,22.1,19.7,27.7,1.60170230059398
2019-09-01,19.7,-999.0,24.1,22.1,19.7,27.7,1.60170230059398
2019-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0
2019-11-01,0.0,-999.0,0.0,0.4,0.0,0.0,0.005263157894736843
2019-12-01,0.0,-999.0,3.6,4.4,3.7,3.7,0.21244768933623423
