,05K23,05J25,05J18,05J44,05J22,05J45,05J08,05J05,412,564,663,1251,838,1042,basinwide_average
1965-09-01,9.0,20.3,10.0,-999.0,18.2,-999.0,27.7,17.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.484185460947131
1965-10-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1965-11-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1965-12-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1966-01-01,0.0,0.0,0.0,-999.0,0.0,-999.0,5.5,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.04418825260386417
1966-02-01,1.5,4.4,0.7,-999.0,3.5,-999.0,5.8,4.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.2669740620350906
1966-03-01,3.2,7.4,2.4,-999.0,6.1,-999.0,8.7,7.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.4922652845031818
1966-04-01,3.2,7.4,2.4,-999.0,6.1,-999.0,9.9,7.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.5019063577985704
1966-05-01,3.2,7.4,2.4,-999.0,6.5,-999.0,9.9,7.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.507083489667515
1966-06-01,3.2,7.4,2.4,-999.0,6.5,-999.0,9.9,7.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.507083489667515
1966-07-01,3.2,7.4,2.4,-999.0,6.5,-999.0,9.9,7.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.507083489667515
1966-08-01,3.2,7.4,2.4,-999.0,6.5,-999.0,9.9,7.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.507083489667515
1966-09-01,3.2,7.4,2.4,-999.0,6.5,-999.0,9.9,7.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.507083489667515
1966-10-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1966-11-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1966-12-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1967-01-01,0.0,0.0,0.0,-999.0,0.0,-999.0,3.3,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.026512951562318504
1967-02-01,2.5,4.8,2.8,-999.0,4.1,-999.0,7.9,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.32597078574289645
1967-03-01,4.8,8.3,3.7,-999.0,8.5,-999.0,11.4,5.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6016793473904077
1967-04-01,4.8,10.0,3.7,-999.0,11.1,-999.0,13.6,8.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7144561966437194
1967-05-01,4.8,10.0,3.7,-999.0,12.1,-999.0,14.1,8.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7314161401891596
1967-06-01,4.8,10.0,3.7,-999.0,12.1,-999.0,14.1,8.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7314161401891596
1967-07-01,4.8,10.0,3.7,-999.0,12.1,-999.0,14.1,8.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7314161401891596
1967-08-01,4.8,10.0,3.7,-999.0,12.1,-999.0,14.1,8.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7314161401891596
1967-09-01,4.8,10.0,3.7,-999.0,12.1,-999.0,14.1,8.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7314161401891596
1967-10-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1967-11-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1967-12-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1968-01-01,0.0,0.0,0.0,-999.0,0.0,-999.0,9.1,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.07311147249002982
1968-02-01,6.0,10.1,3.9,-999.0,6.7,-999.0,12.5,8.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6862728539606957
1968-03-01,8.0,16.8,4.8,-999.0,9.5,-999.0,18.0,8.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9214150450442089
1968-04-01,9.8,17.5,4.8,-999.0,10.5,-999.0,22.6,8.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0237841002662396
1968-05-01,9.8,20.7,4.8,-999.0,14.4,-999.0,23.8,11.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1549724397811103
1968-06-01,9.8,20.7,4.8,-999.0,14.4,-999.0,23.8,11.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1549724397811103
1968-07-01,9.8,20.7,4.8,-999.0,14.4,-999.0,23.8,11.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1549724397811103
1968-08-01,9.8,20.7,4.8,-999.0,14.4,-999.0,23.8,11.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1549724397811103
1968-09-01,9.8,20.7,4.8,-999.0,14.4,-999.0,23.8,11.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1549724397811103
1968-10-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1968-11-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1968-12-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1969-01-01,0.0,0.0,0.0,-999.0,0.0,-999.0,4.6,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.03695744763232276
1969-02-01,4.0,7.1,3.0,-999.0,5.4,-999.0,8.9,7.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.5199698030265988
1969-03-01,4.3,8.4,3.5,-999.0,6.9,-999.0,9.6,8.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.592367356567414
1969-04-01,6.2,9.9,3.5,-999.0,8.4,-999.0,13.2,8.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.70080637043149
1969-05-01,6.2,9.9,3.5,-999.0,8.9,-999.0,13.2,8.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7072777852676707
1969-06-01,6.2,9.9,3.5,-999.0,8.9,-999.0,13.2,8.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7072777852676707
1969-07-01,6.2,9.9,3.5,-999.0,8.9,-999.0,13.2,8.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7072777852676707
1969-08-01,6.2,9.9,3.5,-999.0,8.9,-999.0,13.2,8.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7072777852676707
1969-09-01,6.2,9.9,3.5,-999.0,8.9,-999.0,13.2,8.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7072777852676707
1969-10-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1969-11-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1969-12-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1970-01-01,0.0,0.0,0.0,-999.0,0.0,-999.0,11.1,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.08917992798234405
1970-02-01,6.4,11.8,4.1,-999.0,10.9,-999.0,17.2,9.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8249623607307771
1970-03-01,8.7,14.6,5.6,-999.0,11.3,-999.0,19.5,16.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0852650422777967
1970-04-01,12.2,18.4,7.5,-999.0,14.3,-999.0,22.7,16.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.338608041583065
1970-05-01,12.5,19.6,7.5,-999.0,19.4,-999.0,28.9,16.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.4752473546813747
1970-06-01,12.5,19.6,7.5,-999.0,19.4,-999.0,28.9,16.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.4752473546813747
1970-07-01,12.5,19.6,7.5,-999.0,19.4,-999.0,28.9,16.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.4752473546813747
1970-08-01,12.5,19.6,7.5,-999.0,19.4,-999.0,28.9,16.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.4752473546813747
1970-09-01,12.5,19.6,7.5,-999.0,19.4,-999.0,28.9,16.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.4752473546813747
1970-10-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1970-11-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1970-12-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1971-01-01,0.0,0.0,0.0,-999.0,0.0,-999.0,7.8,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.06266697642002556
1971-02-01,4.4,7.3,2.0,-999.0,7.6,-999.0,11.6,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.4451155162602327
1971-03-01,6.5,11.6,3.4,-999.0,10.2,-999.0,15.0,9.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7845296785906767
1971-04-01,7.1,14.2,5.5,-999.0,13.2,-999.0,19.1,11.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.997190899081335
1971-05-01,7.1,16.8,11.8,-999.0,16.4,-999.0,23.1,21.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.45354744424038
1971-06-01,7.1,16.8,11.8,-999.0,16.4,-999.0,23.1,21.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.45354744424038
1971-07-01,7.1,16.8,11.8,-999.0,16.4,-999.0,23.1,21.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.45354744424038
1971-08-01,7.1,16.8,11.8,-999.0,16.4,-999.0,23.1,21.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.45354744424038
1971-09-01,7.1,16.8,11.8,-999.0,16.4,-999.0,23.1,21.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.45354744424038
1971-10-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1971-11-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1971-12-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1972-01-01,0.0,0.0,0.0,-999.0,0.0,-999.0,5.1,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.04097456150540132
1972-02-01,3.7,9.0,4.7,-999.0,7.7,-999.0,12.1,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.5484219822625686
1972-03-01,6.1,12.4,5.1,-999.0,10.3,-999.0,15.7,11.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8682628043524572
1972-04-01,6.1,14.3,5.1,-999.0,12.3,-999.0,19.3,13.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9735019853732957
1972-05-01,6.1,14.3,5.1,-999.0,12.3,-999.0,19.3,13.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9735019853732957
1972-06-01,6.1,14.3,5.1,-999.0,12.3,-999.0,19.3,13.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9735019853732957
1972-07-01,6.1,14.3,5.1,-999.0,12.3,-999.0,19.3,13.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9735019853732957
1972-08-01,6.1,14.3,5.1,-999.0,12.3,-999.0,19.3,13.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9735019853732957
1972-09-01,6.1,14.3,5.1,-999.0,12.3,-999.0,19.3,13.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9735019853732957
1972-10-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1972-11-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1972-12-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1973-01-01,0.0,0.0,0.0,-999.0,0.0,-999.0,7.3,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.05864986254694699
1973-02-01,6.0,7.1,3.5,-999.0,6.4,-999.0,8.8,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.49251313444081507
1973-03-01,6.0,8.7,4.1,-999.0,6.4,-999.0,11.5,6.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6394175111704419
1973-04-01,7.4,10.0,4.2,-999.0,7.1,-999.0,14.1,7.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.730108476733404
1973-05-01,10.0,15.9,6.1,-999.0,13.5,-999.0,20.9,12.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1264939241716276
1973-06-01,10.0,15.9,6.1,-999.0,13.5,-999.0,20.9,12.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1264939241716276
1973-07-01,10.0,15.9,6.1,-999.0,13.5,-999.0,20.9,12.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1264939241716276
1973-08-01,10.0,15.9,6.1,-999.0,13.5,-999.0,20.9,12.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1264939241716276
1973-09-01,10.0,15.9,6.1,-999.0,13.5,-999.0,20.9,12.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1264939241716276
1973-10-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1973-11-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1973-12-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1974-01-01,0.0,0.0,0.0,-999.0,0.0,-999.0,8.5,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.06829093584233555
1974-02-01,5.0,9.5,3.4,-999.0,8.3,-999.0,12.5,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.5492460949286481
1974-03-01,7.3,11.7,3.8,-999.0,9.7,-999.0,15.4,9.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8128608772095047
1974-04-01,8.7,15.5,4.2,-999.0,13.2,-999.0,21.0,13.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0398101642023032
1974-05-01,8.7,15.5,4.2,-999.0,13.4,-999.0,22.4,13.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0536466489813954
1974-06-01,8.7,15.5,4.2,-999.0,13.4,-999.0,22.4,13.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0536466489813954
1974-07-01,8.7,15.5,4.2,-999.0,13.4,-999.0,22.4,13.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0536466489813954
1974-08-01,8.7,15.5,4.2,-999.0,13.4,-999.0,22.4,13.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0536466489813954
1974-09-01,8.7,15.5,4.2,-999.0,13.4,-999.0,22.4,13.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0536466489813954
1974-10-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1974-11-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1974-12-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1975-01-01,0.0,3.0,0.0,-999.0,0.0,-999.0,5.6,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0802785731998975
1975-02-01,4.8,7.6,3.5,-999.0,6.4,-999.0,10.1,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.48202313768962163
1975-03-01,6.3,10.4,5.4,-999.0,9.5,-999.0,15.1,9.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8203670750085479
1975-04-01,7.7,14.0,6.3,-999.0,13.5,-999.0,20.0,12.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.053791753632977
1975-05-01,7.7,14.0,6.3,-999.0,17.1,-999.0,20.0,14.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.135154048187416
1975-06-01,7.7,14.0,6.3,-999.0,17.1,-999.0,20.0,14.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.135154048187416
1975-07-01,7.7,14.0,6.3,-999.0,17.1,-999.0,20.0,14.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.135154048187416
1975-08-01,7.7,14.0,6.3,-999.0,17.1,-999.0,20.0,14.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.135154048187416
1975-09-01,7.7,14.0,6.3,-999.0,17.1,-999.0,20.0,14.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.135154048187416
1975-10-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1975-11-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1975-12-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1976-01-01,0.0,3.5,0.0,-999.0,0.0,-999.0,5.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.08133918618910617
1976-02-01,3.1,6.0,2.4,-999.0,5.4,-999.0,7.9,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.35644621230464163
1976-03-01,3.7,7.3,3.0,-999.0,8.8,-999.0,11.4,8.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.589070186908163
1976-04-01,5.6,11.8,3.3,-999.0,8.9,-999.0,15.0,9.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7451392850224633
1976-05-01,5.6,11.8,3.3,-999.0,11.4,-999.0,16.9,11.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8168316203522531
1976-06-01,5.6,11.8,3.3,-999.0,11.4,-999.0,16.9,11.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8168316203522531
1976-07-01,5.6,11.8,3.3,-999.0,11.4,-999.0,16.9,11.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8168316203522531
1976-08-01,5.6,11.8,3.3,-999.0,11.4,-999.0,16.9,11.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8168316203522531
1976-09-01,5.6,11.8,3.3,-999.0,11.4,-999.0,16.9,11.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8168316203522531
1976-10-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1976-11-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1976-12-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1977-01-01,0.0,0.0,0.0,-999.0,0.0,-999.0,2.5,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.020085569365392807
1977-02-01,2.8,3.7,0.8,-999.0,1.2,-999.0,4.4,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.18471800214512593
1977-03-01,3.6,3.8,0.9,-999.0,1.8,-999.0,4.9,2.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.2511159847218045
1977-04-01,4.3,6.7,0.9,-999.0,3.1,-999.0,7.9,3.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.3511581169188478
1977-05-01,4.3,6.7,0.9,-999.0,4.4,-999.0,8.8,3.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.3752146004644592
1977-06-01,4.3,6.7,0.9,-999.0,4.4,-999.0,8.8,3.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.3752146004644592
1977-07-01,4.3,6.7,0.9,-999.0,4.4,-999.0,8.8,3.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.3752146004644592
1977-08-01,4.3,6.7,0.9,-999.0,4.4,-999.0,8.8,3.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.3752146004644592
1977-09-01,4.3,6.7,0.9,-999.0,4.4,-999.0,8.8,3.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.3752146004644592
1977-10-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1977-11-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1977-12-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1978-01-01,0.0,8.3,0.0,-999.0,0.0,-999.0,12.8,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.20046519912339988
1978-02-01,5.8,11.8,5.1,-999.0,11.0,-999.0,17.0,11.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.883366635404212
1978-03-01,6.6,13.1,6.5,-999.0,11.6,-999.0,19.6,13.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.01514008127595
1978-04-01,7.2,15.1,6.5,-999.0,13.4,-999.0,22.0,14.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1120357949206083
1978-05-01,7.2,15.1,6.5,-999.0,13.4,-999.0,22.7,14.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1176597543429183
1978-06-01,7.2,15.1,6.5,-999.0,13.4,-999.0,22.7,14.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1176597543429183
1978-07-01,7.2,15.1,6.5,-999.0,13.4,-999.0,22.7,14.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1176597543429183
1978-08-01,7.2,15.1,6.5,-999.0,13.4,-999.0,22.7,14.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1176597543429183
1978-09-01,7.2,15.1,6.5,-999.0,13.4,-999.0,22.7,14.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1176597543429183
1978-10-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1978-11-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,1.4,-999.0,-999.0,0.0,-999.0,0.013870967741935487
1978-12-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,1.5,-999.0,-999.0,0.0,-999.0,0.014861751152073737
1979-01-01,0.0,0.0,0.0,-999.0,0.0,-999.0,7.6,0.0,-999.0,3.8,-999.0,-999.0,0.0,-999.0,0.08344486773834905
1979-02-01,3.8,10.6,6.2,-999.0,11.5,-999.0,13.8,11.2,-999.0,6.5,-999.0,-999.0,0.0,-999.0,0.6899839238000288
1979-03-01,3.8,11.3,6.2,-999.0,11.9,-999.0,15.8,13.1,-999.0,7.4,-999.0,-999.0,0.0,-999.0,0.7400659696389886
1979-04-01,9.4,14.2,7.2,-999.0,16.0,-999.0,19.3,16.4,-999.0,10.9,-999.0,-999.0,0.0,-999.0,1.0141783123804056
1979-05-01,9.4,14.2,7.2,-999.0,16.4,-999.0,19.3,17.0,-999.0,10.9,-999.0,-999.0,0.0,-999.0,1.024078718389911
1979-06-01,9.4,14.2,7.2,-999.0,16.4,-999.0,19.3,17.0,-999.0,10.9,-999.0,-999.0,0.0,-999.0,1.024078718389911
1979-07-01,9.4,14.2,7.2,-999.0,16.4,-999.0,19.3,17.0,-999.0,10.9,-999.0,-999.0,0.0,-999.0,1.024078718389911
1979-08-01,9.4,14.2,7.2,-999.0,16.4,-999.0,19.3,17.0,-999.0,10.9,-999.0,-999.0,0.0,-999.0,1.024078718389911
1979-09-01,9.4,14.2,7.2,-999.0,16.4,-999.0,19.3,17.0,-999.0,10.9,-999.0,-999.0,0.0,-999.0,1.024078718389911
1979-10-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,0.0,-999.0,-999.0,0.0,-999.0,0.0
1979-11-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,0.6,-999.0,-999.0,0.7,-999.0,0.01056636856057154
1979-12-01,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,3.9,-999.0,-999.0,5.1,-999.0,0.07231270629351233
1980-01-01,0.0,4.6,0.0,-999.0,0.0,-999.0,6.2,0.0,-999.0,5.0,-999.0,-999.0,6.5,-999.0,0.17039375151877803
1980-02-01,8.2,11.3,8.0,-999.0,11.6,-999.0,15.2,0.0,-999.0,10.3,-999.0,-999.0,12.9,-999.0,0.8366223858876254
1980-03-01,8.8,11.3,8.6,-999.0,11.7,-999.0,18.8,14.0,-999.0,12.9,-999.0,-999.0,15.8,-999.0,1.0702652605767686
1980-04-01,8.8,15.7,10.1,-999.0,15.0,-999.0,22.2,17.2,-999.0,15.7,-999.0,-999.0,19.0,-999.0,1.2815821724035277
1980-05-01,10.4,17.9,10.1,-999.0,16.1,-999.0,24.7,17.8,-999.0,16.0,-999.0,-999.0,25.6,-999.0,1.4061132553029303
